Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings
2017-09-29,154.35000610351562,155.60000610351562,153.97000122070312,155.49000549316406,155.49000549316406,392800,IDXX,1.0686860396069044,1.0544729623864828,1.2374429022099973,1.0206479989635429,0.0480380406433615,-0.0357874263359632,0.1481497032187944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,156.1300048828125,157.8300018310547,155.97999572753906,157.1699981689453,157.1699981689453,310700,IDXX,1.0131704991304615,1.0599987786755192,1.2356684416647177,1.012478214064533,0.0006922850659285,-0.0287087770858804,0.1465375631877838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,157.14999389648438,157.8000030517578,153.4499969482422,154.39999389648438,154.39999389648438,510600,IDXX,0.98335497301151,1.0691710385800313,1.2420984867905724,1.0113391723313174,-0.0279841993198074,-0.0207923364248707,0.1602978445700003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,153.9600067138672,157.52000427246094,153.9600067138672,157.41000366210938,157.41000366210938,386700,IDXX,0.9878025657564514,1.0528555483887103,1.2427418243194903,1.0126829906128405,-0.024880424856389,-0.035628138632856,0.1527824577228262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,157.80999755859375,158.5500030517578,156.67999267578125,158.11000061035156,158.11000061035156,316200,IDXX,0.9581304465774944,1.05078741855859,1.262538703096547,1.0121464877707815,-0.0540160411932871,-0.0320130571245227,0.1646169543252877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,158.16000366210938,159.83999633789062,157.39999389648438,158.97000122070312,158.97000122070312,544500,IDXX,0.944077503167996,1.0788827652377202,1.2633829955065423,1.0081446760609294,-0.0640671728929334,-0.0160604575893159,0.1628099290707787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,158.8000030517578,159.6999969482422,158.07000732421875,158.2899932861328,158.2899932861328,304300,IDXX,0.9480700845880056,1.0944469823812986,1.249731604742882,1.0143616235707735,-0.0662915389827679,-0.009268442571354,0.151249458566185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,158.5,158.91000366210938,156.89999389648438,157.3300018310547,157.3300018310547,259900,IDXX,0.9546176869856292,1.1193034008390637,1.2505561412964046,1.008797349947511,-0.0541796629618817,0.026452724695118,0.161258828602449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,156.89999389648438,158.25,156.8000030517578,158.0800018310547,158.0800018310547,277500,IDXX,0.9342104691623913,1.1346153753340635,1.2501897937351127,1.0091988628593096,-0.0749883936969183,0.0333831675913571,0.1620927435421191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,157.52999877929688,163.08999633789062,157.52999877929688,161.75999450683594,161.75999450683594,485000,IDXX,0.913637477156858,1.1065776834731254,1.1983803949456957,1.0112728774332036,-0.0976354002763456,0.0078927576497727,0.1223452939805662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,161.25999450683594,162.63999938964844,159.19000244140625,159.60000610351562,159.60000610351562,374200,IDXX,0.9369673406474812,1.131766904605611,1.2193608594483931,1.0098252549340063,-0.0728579142865253,0.0235174062183358,0.1424702556047761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,159.97000122070312,160.42999267578125,158.24000549316406,158.5500030517578,158.5500030517578,368600,IDXX,0.9549037589552152,1.1412803119856896,1.255502956336189,1.0047827275420922,-0.049878968586877,0.0262185468439819,0.1699089589759825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,158.08999633789062,160.07000732421875,158.08999633789062,160.0,160.0,272200,IDXX,0.9630000114440918,1.138937473297119,1.232437515258789,1.016827126331923,-0.0538271148878313,0.0179417031278026,0.1454992289439887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
