Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days
1991-06-21,0.0,0.96875,0.9375,0.9453129768371582,0.9453129768371582,11384000,IDXX,0.9504132481531831,1.0826445864113616,1.4710736381222367
1991-06-24,0.9375,0.9453129768371582,0.90625,0.90625,0.90625,1881600,IDXX,0.9741384571996229,1.1465522503030712,1.5344827586206897
1991-06-25,0.9453129768371582,0.9453129768371582,0.90625,0.90625,0.90625,1881600,IDXX,1.0344827586206897,1.1982763882341056,1.5172413793103448
1991-06-26,0.921875,0.921875,0.90625,0.90625,0.90625,2684800,IDXX,1.0431039744410022,1.2327591468547952,1.5344827586206897
1991-06-27,0.9140629768371582,0.9140629768371582,0.90625,0.90625,0.90625,84800,IDXX,1.0258625951306573,1.2413793103448276,1.5689655172413792
1991-06-28,0.90625,0.9140629768371582,0.90625,0.90625,0.90625,1560000,IDXX,1.0,1.2586206896551724,1.6551724137931034
1991-07-01,0.9140629768371582,0.9375,0.90625,0.9296879768371582,0.9296879768371582,233600,IDXX,1.0084028441342423,1.2184872828957525,1.6134445506147879
1991-07-02,0.9296879768371582,0.9296879768371582,0.8828129768371582,0.90625,0.90625,1380800,IDXX,1.0172413793103448,1.2586206896551724,1.7241379310344827
1991-07-03,0.8828129768371582,0.8984379768371582,0.875,0.875,0.875,572800,IDXX,1.0535714285714286,1.3125005449567522,1.8214285714285714
1991-07-05,0.875,0.875,0.875,0.875,0.875,78400,IDXX,1.0535714285714286,1.3125005449567522,1.8214285714285714
1991-07-08,0.8671879768371582,0.8828129768371582,0.859375,0.859375,0.859375,326400,IDXX,1.0818187366832386,1.4,1.8181818181818181
1991-07-09,0.8828129768371582,0.8828129768371582,0.859375,0.875,0.875,627200,IDXX,1.0714285714285714,1.4285714285714286,1.7321428571428572
1991-07-10,0.859375,0.8828129768371582,0.859375,0.8828129768371582,0.8828129768371582,105600,IDXX,1.044247223577058,1.451326649717267,1.7345123374669775
1991-07-11,0.859375,0.875,0.859375,0.875,0.875,88000,IDXX,1.0714285714285714,1.4821428571428572,1.7678571428571428
1991-07-12,0.859375,0.8828129768371582,0.859375,0.859375,0.859375,112000,IDXX,1.0727272727272728,1.509090909090909,1.7545460094105114
1991-07-15,0.8828129768371582,0.8828129768371582,0.859375,0.859375,0.859375,56000,IDXX,1.0818187366832386,1.509090909090909,1.7545460094105114
1991-07-16,0.859375,0.8828129768371582,0.859375,0.8828129768371582,0.8828129768371582,203200,IDXX,1.0530973164530708,1.3982293332641962,1.7345123374669775
1991-07-17,0.8671879768371582,0.8828129768371582,0.859375,0.859375,0.859375,216000,IDXX,1.0818187366832386,1.427273282137784,1.7727278275923295
1991-07-18,0.859375,0.8828129768371582,0.859375,0.8671879768371582,0.8671879768371582,284800,IDXX,0.9729724379682453,1.495494673173414,1.783782802941783
1991-07-19,0.8828129768371582,0.921875,0.8671879768371582,0.890625,0.890625,532800,IDXX,0.991228605571546,1.4035087719298245,1.7017543859649122
1991-07-22,0.890625,0.90625,0.875,0.875,0.875,275200,IDXX,1.0267862592424666,1.5803576878138952,1.6517862592424666
1991-07-23,0.875,0.890625,0.875,0.875,0.875,139200,IDXX,1.0446434020996094,1.625,1.7142857142857142
1991-07-24,0.875,0.8984379768371582,0.875,0.8984379768371582,0.8984379768371582,46400,IDXX,1.026086411936135,1.6173904459332298,1.791303397108846
1991-07-25,0.875,0.8984379768371582,0.8671879768371582,0.8828129768371582,0.8828129768371582,419200,IDXX,1.044247223577058,1.7345123374669775,1.7699105484356914
1991-07-26,0.8984379768371582,0.9453129768371582,0.8984379768371582,0.9375,0.9375,524800,IDXX,0.9583338419596354,1.7666666666666666,1.6666666666666667
1991-07-29,0.9375,0.9453129768371582,0.921875,0.9453129768371582,0.9453129768371582,112000,IDXX,0.9834710827177277,1.6859495627917769,1.6528917282272322
1991-07-30,0.921875,0.9453129768371582,0.90625,0.9296879768371582,0.9296879768371582,92800,IDXX,1.1092431285476667,1.7815116913038282,1.6638646928215
1991-07-31,0.90625,0.9296879768371582,0.90625,0.90625,0.90625,457600,IDXX,1.1379310344827587,1.9310344827586208,1.7241379310344827
1991-08-01,0.9296879768371582,0.9375,0.90625,0.9375,0.9375,728000,IDXX,1.0583338419596353,1.75,1.6166666666666667
1991-08-02,0.921875,0.9375,0.921875,0.921875,0.921875,198400,IDXX,1.0677966101694916,1.88135593220339,1.6525428901284427
1991-08-05,0.9375,0.9375,0.921875,0.921875,0.921875,160000,IDXX,1.0677966101694916,1.9322033898305084,1.6779661016949152
1991-08-06,0.9140629768371582,0.9296879768371582,0.9140629768371582,0.921875,0.921875,46400,IDXX,1.042373398603019,1.9491525423728813,1.6779661016949152
1991-08-07,0.9296879768371582,0.9296879768371582,0.921875,0.9296879768371582,0.9296879768371582,240000,IDXX,1.0672268562756162,1.9495788319928686,1.6134445506147879
1991-08-08,0.9296879768371582,0.9375,0.921875,0.9375,0.9375,217600,IDXX,1.0583338419596353,1.9,1.6
1991-08-09,0.921875,0.921875,0.921875,0.921875,0.921875,3200,IDXX,1.076271703687765,1.8983050847457628,1.6610169491525424
1991-08-12,0.921875,0.9375,0.921875,0.9375,0.9375,230400,IDXX,1.025000508626302,1.6833333333333333,1.4666666666666666
1991-08-13,0.9375,0.9375,0.921875,0.921875,0.921875,120000,IDXX,1.076271703687765,1.7457627118644068,1.4406779661016949
1991-08-14,0.90625,0.9296879768371582,0.90625,0.9296879768371582,0.9296879768371582,219200,IDXX,1.0420162722720505,1.7478982631660203,1.4285706958568434
1991-08-15,0.9296879768371582,0.9296879768371582,0.921875,0.9296879768371582,0.9296879768371582,17600,IDXX,1.0756297004098585,1.7310915490971162,1.3445371255123233
1991-08-16,0.90625,0.9296879768371582,0.90625,0.9296879768371582,0.9296879768371582,203200,IDXX,1.1092431285476667,1.714284835028212,1.310923697374515
1991-08-19,0.875,0.8828129768371582,0.84375,0.84375,0.84375,577600,IDXX,1.2129635281032987,1.9259259259259258,1.4259259259259258
1991-08-20,0.875,0.8828129768371582,0.8671879768371582,0.8828129768371582,0.8828129768371582,204800,IDXX,1.1681409619675562,1.8230078648887622,1.4159284387485531
1991-08-21,0.921875,0.921875,0.8984379768371582,0.8984379768371582,0.8984379768371582,41600,IDXX,1.1478254777590662,1.5999991508156681,1.3478259023512322
1991-08-22,0.8984379768371582,0.921875,0.8984379768371582,0.9140629768371582,0.9140629768371582,108800,IDXX,1.13675206541296,1.48717871136594,1.35042664595298
1991-08-23,0.921875,0.921875,0.8984379768371582,0.921875,0.921875,134400,IDXX,1.1101700087725106,1.305084745762712,1.3898305084745763
1991-08-26,0.890625,0.921875,0.890625,0.921875,0.921875,32000,IDXX,1.1271191613148834,1.3559322033898304,1.423728813559322
1991-08-27,0.921875,0.921875,0.8984379768371582,0.8984379768371582,0.8984379768371582,24000,IDXX,1.2086955414107392,1.3913036094049287,1.4434774947576137
1991-08-28,0.8984379768371582,0.9296879768371582,0.8984379768371582,0.9296879768371582,0.9296879768371582,1107200,IDXX,1.2016805688268484,1.4957975521324596,1.4117639817879393
1991-08-29,0.9296879768371582,1.0546879768371582,0.921875,1.03125,1.03125,3358400,IDXX,1.0909090909090908,1.393939393939394,1.2878787878787878
1991-08-30,1.046875,1.046875,0.984375,1.03125,1.03125,1681600,IDXX,1.106060606060606,1.4696969696969697,1.2727272727272727
1991-09-03,1.03125,1.03125,0.984375,0.9921879768371582,0.9921879768371582,408000,IDXX,1.141732215349229,1.5275583209861354,1.33858203385383
1991-09-04,1.0,1.0,0.953125,0.984375,0.984375,65600,IDXX,1.1587301587301588,1.5396825396825398,1.3650793650793651
1991-09-05,1.0,1.0,0.9609379768371582,0.984375,0.984375,113600,IDXX,1.1666671510726687,1.492063492063492,1.3650793650793651
1991-09-06,0.9921879768371582,0.9921879768371582,0.9609379768371582,0.9609379768371582,0.9609379768371582,131200,IDXX,1.195121854395993,1.5772349897009428,1.3658529807719504
1991-09-09,0.9765629768371582,1.0,0.9609379768371582,0.9921879768371582,0.9921879768371582,512000,IDXX,1.212597842432293,1.5275583209861354,1.322834009926138
1991-09-10,0.9609379768371582,0.9921879768371582,0.9609379768371582,0.9921879768371582,0.9921879768371582,22400,IDXX,1.2598419142153694,1.5275583209861354,1.33858203385383
1991-09-11,0.9921879768371582,0.9921879768371582,0.9609379768371582,0.9921879768371582,0.9921879768371582,91200,IDXX,1.2913379620707537,1.480314249203059,1.4409446699753794
1991-09-12,0.9921879768371582,0.9921879768371582,0.9609379768371582,0.9609379768371582,0.9609379768371582,51200,IDXX,1.349592826238951,1.5284545261019444,1.4796740625029463
1991-09-13,0.96875,1.0,0.96875,0.9921879768371582,0.9921879768371582,120000,IDXX,1.3070859859984458,1.448818201347675,1.4330701774199828
1991-09-16,0.9921879768371582,1.0078129768371582,0.9609379768371582,0.96875,0.96875,40000,IDXX,1.3387096774193548,1.3548387096774193,1.467741935483871
1991-09-17,0.96875,1.0234379768371582,0.96875,1.0,1.0,2340800,IDXX,1.234375,1.28125,1.421875
1991-09-18,1.0,1.03125,1.0,1.03125,1.03125,284800,IDXX,1.1893944017814868,1.2272727272727273,1.3560610684481533
1991-09-19,1.0,1.0234379768371582,1.0,1.0234379768371582,1.0234379768371582,105600,IDXX,1.2671749821204348,1.2519078136611526,1.2900762007263646
1991-09-20,1.03125,1.03125,1.0,1.03125,1.03125,206400,IDXX,1.2121212121212122,1.2727272727272727,1.3181818181818181
1991-09-23,1.0,1.03125,1.0,1.03125,1.03125,1192000,IDXX,1.3409095532966382,1.2121212121212122,1.2424242424242424
1991-09-24,1.0078129768371582,1.0390629768371582,1.0078129768371582,1.0390629768371582,1.0390629768371582,1251200,IDXX,1.3684204246484628,1.2330821408920216,1.2330821408920216
1991-09-25,1.015625,1.0390629768371582,1.0078129768371582,1.0234379768371582,1.0234379768371582,769600,IDXX,1.4198466667132583,1.358777992876129,1.2595418638078
1991-09-26,1.0234379768371582,1.046875,1.0234379768371582,1.0390629768371582,1.0390629768371582,950400,IDXX,1.4736835342368062,1.3383452504803648,1.2330821408920216
1991-09-27,1.046875,1.0859379768371582,1.03125,1.0859379768371582,1.0859379768371582,702400,IDXX,1.5251791864061155,1.2661864943748884,1.1654671141405222
1991-09-30,1.0859379768371582,1.1484379768371582,1.0859379768371582,1.1171879768371582,1.1171879768371582,2436800,IDXX,1.4265728176846515,1.244754713469941,1.1468526573543276
1991-10-01,1.125,1.1484379768371582,1.0859379768371582,1.125,1.125,644800,IDXX,1.4722222222222223,1.2638888888888888,1.1319448682996962
1991-10-02,1.1171879768371582,1.140625,1.1171879768371582,1.140625,1.140625,390400,IDXX,1.5342465753424657,1.3150684931506849,1.1095890410958904
1991-10-03,1.109375,1.140625,1.09375,1.1328129768371582,1.1328129768371582,384000,IDXX,1.4482752524434046,1.3241373736625415,1.1310340066700875
1991-10-04,1.125,1.1484379768371582,1.0859379768371582,1.140625,1.140625,470400,IDXX,1.5205479452054795,1.36986301369863,1.1095890410958904
1991-10-07,1.15625,1.15625,1.140625,1.1484379768371582,1.1484379768371582,694400,IDXX,1.55101976417188,1.3877545258379977,1.1020403587537042
1991-10-08,1.140625,1.1875,1.140625,1.1484379768371582,1.1484379768371582,547200,IDXX,1.5646252006997035,1.3877545258379977,1.1156457952815277
1991-10-09,1.1953129768371582,1.2421879768371582,1.1875,1.203125,1.203125,3478400,IDXX,1.5064935064935066,1.2987012987012987,1.051948051948052
1991-10-10,1.21875,1.25,1.1875,1.25,1.25,760000,IDXX,1.425,1.2125,1.0
