Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Other Cashflows From Investing Activities
2017-09-29,53.8466682434082,54.5533332824707,53.68000030517578,54.540000915527344,46.01020050048828,820500,LSI,1.000184391431171,1.0823575538884789,1.0808414649899205,1.0206479989635429,-0.0204636075323718,-0.0079028348339671,-0.0084517340012824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,54.65999984741211,54.88666534423828,54.06666564941406,54.26666641235352,45.77960586547852,892950,LSI,1.006714941584549,1.0748741193227245,1.0828477218570118,1.012478214064533,-0.0057632724799838,-0.0138334364386751,-0.0062831566199219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,54.59999847412109,54.59999847412109,53.619998931884766,53.93333435058594,45.49840545654297,1008150,LSI,1.0514820240973228,1.0886506347627185,1.1052989762670562,1.0113391723313174,0.0401428517660054,-0.0013127402421835,0.023498334046484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,54.00666809082031,54.33333206176758,53.6533317565918,54.23333358764648,45.751495361328125,557400,LSI,1.058111073683368,1.0640848194185508,1.1002041942788916,1.0126829906128405,0.0454280830705275,-0.0243988676030155,0.0102448276822275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,54.33333206176758,54.91999816894531,54.27333450317383,54.7599983215332,46.19578170776367,924150,LSI,1.063095404133478,1.042387964208266,1.1080462201857697,1.0121464877707815,0.0509489163626963,-0.0404125114748465,0.0101244714145105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,54.66666793823242,55.08666610717773,54.186668395996094,54.83333206176758,46.25765228271485,545700,LSI,1.0705359797977363,1.0462870127293329,1.0983729729578169,1.0081446760609294,0.0623913037368069,-0.0486562100977032,-0.0022000934779466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,54.926666259765625,55.00666809082031,54.43999862670898,54.58666610717773,46.04956817626953,1157550,LSI,1.0973830517168452,1.0500137595473946,1.0920697623135522,1.0143616235707735,0.0830214281460717,-0.053701665405258,-0.0064123838631446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,54.573333740234375,54.900001525878906,53.77333450317383,54.026668548583984,45.577144622802734,890400,LSI,1.1060091941805064,1.066207055288537,1.0916229172377283,1.008797349947511,0.0972118442329954,-0.0266436208554086,0.0023256045437727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,54.026668548583984,54.43999862670898,53.86000061035156,54.27333450317383,45.78523635864258,1063800,LSI,1.1021017177921777,1.0676535587896512,1.0893351913066844,1.0091988628593096,0.0929028549328681,-0.0335786489530551,0.0012381411136908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,53.540000915527344,53.900001525878906,53.393333435058594,53.900001525878906,46.0357666015625,637650,LSI,1.103772456082201,1.0485763175339742,1.0959428239973483,1.0112728774332036,0.0924995786489975,-0.0501086082893784,0.0199077230322188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
