Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,23655000.0,22726000.0,21908000.0,22185000.0
Capital Surplus,3002782000.0,2853019000.0,2671311000.0,2533402000.0
Total Liab,2466324000.0,2352564000.0,2323304000.0,2413319000.0
Total Stockholder Equity,2692999000.0,2549490000.0,2378098000.0,2249888000.0
Minority Interest,35765000.0,28707000.0,26446000.0,25848000.0
Other Current Liab,1600000.0,1700000.0,1700000.0,2400000.0
Total Assets,5195088000.0,4930761000.0,4727848000.0,4689055000.0
Common Stock,781000.0,765000.0,495000.0,482000.0
Other Current Assets,15109000.0,16845000.0,12697000.0,15608000.0
Other Liab,22587000.0,20120000.0,17416000.0,16204000.0
Treasury Stock,-310564000.0,-304294000.0,-293708000.0,-283996000.0
Other Assets,1918000.0,2229000.0,1828000.0,1929000.0
Cash,29881000.0,13914000.0,54400000.0,110247000.0
Total Current Liabilities,91156000.0,78323000.0,95635000.0,90992000.0
Short Long Term Debt,250000.0,376000.0,493000.0,2763000.0
Other Stockholder Equity,-310564000.0,-304294000.0,-293708000.0,-283996000.0
Property Plant Equipment,4970308000.0,4719316000.0,4477445000.0,4378260000.0
Total Current Assets,59712000.0,46075000.0,83625000.0,143048000.0
Long Term Investments,139495000.0,140415000.0,143042000.0,143633000.0
Net Tangible Assets,2669344000.0,2526764000.0,2356190000.0,2227703000.0
Net Receivables,14722000.0,15316000.0,16528000.0,17193000.0
Long Term Debt,2333979000.0,2236360000.0,2192741000.0,2286372000.0
Accounts Payable,88408000.0,74308000.0,91054000.0,85380000.0
Investments,2756000.0,1243000.0,-4521000.0,2740000.0
Change To Liabilities,10393000.0,-15084000.0,4222000.0,17064000.0
Total Cashflows From Investing Activities,-282942000.0,-274701000.0,-126460000.0,-302805000.0
Net Borrowings,96875000.0,42883000.0,-102863000.0,239993000.0
Total Cash From Financing Activities,187981000.0,167262000.0,-17273000.0,318276000.0
Change To Operating Activities,1681000.0,-3862000.0,4717000.0,-2678000.0
Issuance Of Stock,148325000.0,180529000.0,140348000.0,134226000.0
Net Income,57516000.0,47383000.0,41587000.0,37095000.0
Change In Cash,16355000.0,-40347000.0,-56483000.0,101269000.0
Total Cash From Operating Activities,111316000.0,67092000.0,87250000.0,85798000.0
Depreciation,34671000.0,31959000.0,31190000.0,28618000.0
Dividends Paid,-56873000.0,-55840000.0,-52000000.0,-50202000.0
Change To Account Receivables,631000.0,1249000.0,-1448000.0,-2417000.0
Other Cashflows From Financing Activities,-346000.0,-310000.0,-2758000.0,-5741000.0
Change To Netincome,5364000.0,4385000.0,5919000.0,7109000.0
Other Cashflows From Investing Activities,,,,-171000.0
