Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
1981-12-31,7.886802196502685,7.905624866485596,7.867979049682617,7.886802196502685,2.654743432998657,33868,NOC,0.9594272048508098,0.8773180589397154,0.9898432850304196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-01-04,7.867979049682617,7.886802196502685,7.849155902862549,7.849155902862549,2.642073392868042,65080,NOC,0.9544358836524388,0.8839466184620913,0.9677092572511028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-01-05,7.867979049682617,7.886802196502685,7.849155902862549,7.849155902862549,2.642073392868042,318096,NOC,0.9472417442189838,0.8839466184620913,0.9945900699525224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-01-06,7.660926818847656,7.81151008605957,7.491520881652832,7.585635185241699,2.5533695220947266,369231,NOC,0.9925556565655812,0.9472315886818642,1.069599652947148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-01-07,7.397406101226807,7.453875064849853,7.322114944458008,7.453875064849853,2.509019136428833,151411,NOC,0.9823228558241868,0.9945779904555376,1.091080143855865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-01-08,7.604457855224609,7.75504207611084,7.453875064849853,7.717395782470703,2.5977206230163574,305479,NOC,0.9292684314720674,0.9556908595464418,1.0538242396263455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-01-11,7.3032917976379395,7.679749965667725,6.908010005950928,6.908010005950928,2.3252766132354736,687327,NOC,1.0027248258136514,1.0676656019937418,1.1634133664830737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-01-12,6.851541996002197,6.926833152770996,6.757427215576172,6.757427215576172,2.2745885848999023,238406,NOC,1.022284481981519,1.0914579768636592,1.203532356789859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-01-13,6.569198131561279,6.700957775115967,6.437438011169434,6.437438011169434,2.166879892349243,478141,NOC,1.0584791660454642,1.145710873887185,1.2782539750827222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-01-14,6.512729167938232,6.550374984741211,6.475082874298096,6.475082874298096,2.179550886154175,130160,NOC,1.075581683448558,1.13611452313186,1.2648973675462298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
