Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Capital Surplus,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Other Cashflows From Investing Activities
2017-09-29,285.2699890136719,287.8099975585937,283.7699890136719,287.7200012207031,269.7018127441406,618600,NOC,1.0271443942459872,1.0758967179849617,1.2126781410631338,1.0206479989635429,0.0064963952824443,-0.0143636707374843,0.1233849420719308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,288.5,289.95001220703125,287.2200012207031,289.8999938964844,271.7452697753906,499300,NOC,1.014729437728963,1.0666645778466717,1.2223077215926377,1.012478214064533,0.00225122366443,-0.0220429779147279,0.1331768431157038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,289.79998779296875,292.32000732421875,289.0199890136719,291.0799865722656,272.8514404296875,576800,NOC,1.0353166541323613,1.0624776585887878,1.2123382526566986,1.0113391723313174,0.0239774818010438,-0.0274857164161141,0.1305376104361264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,291.0,292.6099853515625,290.2099914550781,292.17999267578125,273.8825378417969,572200,NOC,1.0324459643417416,1.0657918033628972,1.2117359658939029,1.0126829906128405,0.0197629737289011,-0.0226918836586691,0.1217765992972388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,291.8900146484375,293.2200012207031,290.9599914550781,292.67999267578125,274.3511657714844,540500,NOC,1.0313652851259614,1.054441637479409,1.220980476063297,1.0121464877707815,0.0192187973551798,-0.0283588382037036,0.1230587272920378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,292.94000244140625,293.3800048828125,291.8500061035156,293.3299865722656,274.9604797363281,382000,NOC,1.0340231112314724,1.0587403529781942,1.227402175716614,1.0081446760609294,0.025878435170543,-0.0362028698488419,0.1268291092808504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,293.75,294.9800109863281,292.1499938964844,293.8599853515625,275.4573059082031,727800,NOC,1.0321243138712537,1.0759496952477707,1.2262844158412438,1.0143616235707735,0.0177626903004801,-0.0277657297048818,0.1278022696645468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,294.7099914550781,294.7099914550781,292.07000732421875,293.3299865722656,274.9604797363281,638900,NOC,1.0198070900858556,1.0689670978772807,1.2212942311822377,1.008797349947511,0.0110097401383446,-0.0238835782666648,0.1319969184882821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,293.7900085449219,295.3599853515625,292.94000244140625,295.19000244140625,276.7040100097656,487400,NOC,1.009959813773783,1.0791229814105754,1.2142810269771702,1.0091988628593096,0.0007609509144734,-0.0221092263321309,0.1261839767841766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,295.1199951171875,298.8800048828125,295.0,298.67999267578125,279.9754943847656,705900,NOC,0.999330189529658,1.0557307381529384,1.1508912403287597,1.0112728774332036,-0.0119426879035455,-0.0429541876704142,0.0748561393636302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
