Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Deferred Long Term Asset Charges,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2017-09-29,38.72999954223633,39.09999847412109,38.59999847412109,38.900001525878906,29.123199462890625,1091300,IRM,1.0282778560193817,0.9638828330236852,0.8914182932362579,1.0206479989635429,0.0076298570558388,-0.1263775556987608,-0.197874905754945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,38.83000183105469,39.369998931884766,38.619998931884766,39.25,29.385234832763672,1018300,IRM,1.0142675807327457,0.9521828241204296,0.8734599021207262,1.012478214064533,0.0017893666682127,-0.13652473164097,-0.2156709763562075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,39.13999938964844,39.27999877929688,38.70000076293945,38.95000076293945,29.16064071655273,809300,IRM,1.0241334476321993,0.9657743096249528,0.8852305649957937,1.0113391723313174,0.0127942753008818,-0.1241890653799492,-0.1965700772247784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,38.959999084472656,39.13999938964844,38.47999954223633,39.02000045776367,29.213043212890625,1091400,IRM,1.0281904966607571,0.9585761287768227,0.8905316828466455,1.0126829906128405,0.0155075060479166,-0.1299075582447436,-0.1994276837500185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,39.06999969482422,39.369998931884766,38.97999954223633,39.0099983215332,29.20555686950684,890800,IRM,1.0417841471101037,0.9515323250734076,0.9071916415509462,1.0121464877707815,0.0296376593393221,-0.1312681506097051,-0.1907301072203129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,38.06999969482422,38.36000061035156,37.5099983215332,38.119998931884766,28.539241790771484,2530200,IRM,1.0650575541366571,0.9745472466283344,0.9362375927150444,1.0081446760609294,0.0569128780757277,-0.1203959761987017,-0.1643354737207192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,38.130001068115234,38.619998931884766,38.130001068115234,38.31999969482422,28.6889762878418,976100,IRM,1.0639351582038927,0.9599201158730708,0.9108460539876708,1.0143616235707735,0.0495735346331192,-0.1437953090795818,-0.1876360921890261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,38.41999816894531,38.84000015258789,38.41999816894531,38.79999923706055,29.048337936401367,635900,IRM,1.047165159906354,0.948306318675456,0.888386405637145,1.008797349947511,0.0383678099588431,-0.1445443574684896,-0.2009109070568105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,38.869998931884766,39.27999877929688,38.709999084472656,38.93999862670898,29.15314483642578,1207500,IRM,1.0441706067867855,0.9475054178559869,0.8878477640696113,1.0091988628593096,0.0349717439274759,-0.1537267898867195,-0.2002492861233823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,38.84999847412109,39.869998931884766,38.77999877929688,39.810001373291016,29.80449104309082,1329000,IRM,1.0296407231038611,0.9005225027785179,0.8767551442816608,1.0112728774332036,0.0183678456706575,-0.1981624230448347,-0.1992799566834686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,40.0,40.0,39.47999954223633,39.86000061035156,29.84192657470703,889100,IRM,1.02859994564663,0.9042339511192934,0.8761739599293459,1.0098252549340063,0.0187746907126233,-0.2040155472679816,-0.2007166439142711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,39.86000061035156,39.959999084472656,39.619998931884766,39.810001373291016,29.80449104309082,651500,IRM,1.0180858519287268,0.9135332680111532,0.8915582910862743,1.0047827275420922,0.0133031243866346,-0.2015284971305544,-0.1940357062739321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,39.77999877929688,40.13999938964844,39.59999847412109,40.11000061035156,30.02909278869629,998700,IRM,1.017701276298054,0.9203728074117372,0.8892719227703085,1.016827126331923,0.0008741499661308,-0.200622962757579,-0.1976663635444917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,40.27000045776367,41.08000183105469,40.22999954223633,40.790000915527344,30.538190841674805,2147100,IRM,0.9995094563315888,0.8905889003596134,0.8602528904383145,1.016900814218988,-0.017391357887399,-0.225994823737693,-0.2157424539863407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,40.72999954223633,41.15999984741211,40.5099983215332,40.959999084472656,30.66546058654785,1021000,IRM,0.9990235442216164,0.8881324019051929,0.8612258485179287,1.0195478153138224,-0.020524271092206,-0.2284185004340085,-0.2166076927998954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,41.04999923706055,41.16999816894531,40.790000915527344,40.91999816894531,30.635517120361328,848500,IRM,1.0105080154607502,0.8875114137028187,0.8590357116130076,1.0187296628598663,-0.0082216473991161,-0.2294141120747258,-0.2064382976114565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,41.0,41.0099983215332,40.0,40.060001373291016,29.991661071777344,1675500,IRM,1.0269596015534714,0.8639742085291348,0.8852200305922031,1.0231439317955078,0.0038156697579636,-0.2502639444355473,-0.1832371212733854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,40.09999847412109,40.2400016784668,39.84000015258789,39.900001525878906,29.871871948242188,1692400,IRM,1.038596647158912,0.863620923305765,0.8936931438848884,1.023176662025299,0.0154199851336127,-0.2371719605406295,-0.1856876764129648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,39.7599983215332,40.15999984741211,39.0099983215332,39.810001373291016,29.80449104309082,1868600,IRM,1.017332562744074,0.8936348119820017,0.8944149152154496,1.028738706809164,-0.0114061440650901,-0.2145790095725639,-0.1994063470698549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,39.95000076293945,40.11000061035156,39.650001525878906,39.65999984741211,29.69219017028809,948400,IRM,1.0257185288688264,0.8865158599853705,0.8730328184300137,1.0357335667629224,-0.0100150378940959,-0.2178526707020708,-0.2179892158908475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
