,Unnamed: 0,2020-10-31,2019-10-31,2018-10-31,2017-10-31
0,Intangible Assets,831000000.0,1107000000.0,491000000.0,361000000.0
1,Capital Surplus,5311000000.0,5277000000.0,5308000000.0,5300000000.0
2,Total Liab,4754000000.0,4704000000.0,3970000000.0,3591000000.0
3,Total Stockholder Equity,4873000000.0,4748000000.0,4567000000.0,4831000000.0
4,Other Current Liab,496000000.0,666000000.0,435000000.0,385000000.0
5,Total Assets,9627000000.0,9452000000.0,8541000000.0,8426000000.0
6,Common Stock,3000000.0,3000000.0,3000000.0,3000000.0
7,Other Current Assets,127000000.0,130000000.0,128000000.0,115000000.0
8,Retained Earnings,81000000.0,-18000000.0,-336000000.0,-126000000.0
9,Other Liab,876000000.0,833000000.0,1000000000.0,527000000.0
10,Good Will,3602000000.0,3593000000.0,2973000000.0,2607000000.0
11,Treasury Stock,-522000000.0,-514000000.0,-408000000.0,-346000000.0
12,Other Assets,601000000.0,611000000.0,339000000.0,394000000.0
13,Cash,1441000000.0,1382000000.0,2247000000.0,2678000000.0
14,Total Current Liabilities,1467000000.0,2080000000.0,1171000000.0,1263000000.0
15,Deferred Long Term Asset Charges,380000000.0,410000000.0,165000000.0,240000000.0
16,Other Stockholder Equity,-522000000.0,-514000000.0,-408000000.0,-346000000.0
17,Property Plant Equipment,1020000000.0,850000000.0,822000000.0,757000000.0
18,Total Current Assets,3415000000.0,3189000000.0,3848000000.0,4169000000.0
19,Long Term Investments,158000000.0,102000000.0,68000000.0,138000000.0
20,Net Tangible Assets,440000000.0,48000000.0,1103000000.0,1863000000.0
21,Net Receivables,1127000000.0,998000000.0,835000000.0,801000000.0
22,Long Term Debt,2284000000.0,1791000000.0,1799000000.0,1801000000.0
23,Inventory,720000000.0,679000000.0,638000000.0,575000000.0
24,Accounts Payable,354000000.0,354000000.0,340000000.0,305000000.0
25,Minority Interest,,,4000000.0,4000000.0
26,Short Long Term Debt,,,,100000000.0
0,Investments,-20000000.0,-23000000.0,-11000000.0,-1000000.0
1,Change To Liabilities,2000000.0,29000000.0,40000000.0,2000000.0
2,Total Cashflows From Investing Activities,-147000000.0,-1590000000.0,-705000000.0,-304000000.0
3,Net Borrowings,-45000000.0,600000000.0,-210000000.0,110000000.0
4,Total Cash From Financing Activities,-717000000.0,-299000000.0,-797000000.0,-202000000.0
5,Change To Operating Activities,-152000000.0,-26000000.0,27000000.0,-60000000.0
6,Issuance Of Stock,60000000.0,54000000.0,56000000.0,66000000.0
7,Net Income,719000000.0,1071000000.0,316000000.0,684000000.0
8,Change In Cash,59000000.0,-866000000.0,-432000000.0,391000000.0
9,Repurchase Of Stock,-506000000.0,-739000000.0,-452000000.0,-208000000.0
10,Effect Of Exchange Rate,2000000.0,2000000.0,-17000000.0,8000000.0
11,Total Cash From Operating Activities,921000000.0,1021000000.0,1087000000.0,889000000.0
12,Depreciation,308000000.0,238000000.0,210000000.0,212000000.0
13,Other Cashflows From Investing Activities,-9000000.0,-3000000.0,-2000000.0,-1000000.0
14,Dividends Paid,-222000000.0,-206000000.0,-191000000.0,-170000000.0
15,Change To Inventory,-68000000.0,-36000000.0,-83000000.0,-61000000.0
16,Change To Account Receivables,-107000000.0,-106000000.0,-65000000.0,-81000000.0
17,Other Cashflows From Financing Activities,-4000000.0,-8000000.0,-8000000.0,-8000000.0
18,Change To Netincome,219000000.0,-149000000.0,90000000.0,193000000.0
19,Capital Expenditures,-119000000.0,-155000000.0,-177000000.0,-176000000.0
