,2020-10-31,2019-10-31,2018-10-31,2017-10-31
Investments,-20000000.0,-23000000.0,-11000000.0,-1000000.0
Change To Liabilities,2000000.0,29000000.0,40000000.0,2000000.0
Total Cashflows From Investing Activities,-147000000.0,-1590000000.0,-705000000.0,-304000000.0
Net Borrowings,-45000000.0,600000000.0,-210000000.0,110000000.0
Total Cash From Financing Activities,-717000000.0,-299000000.0,-797000000.0,-202000000.0
Change To Operating Activities,-152000000.0,-26000000.0,27000000.0,-60000000.0
Issuance Of Stock,60000000.0,54000000.0,56000000.0,66000000.0
Net Income,719000000.0,1071000000.0,316000000.0,684000000.0
Change In Cash,59000000.0,-866000000.0,-432000000.0,391000000.0
Repurchase Of Stock,-506000000.0,-739000000.0,-452000000.0,-208000000.0
Effect Of Exchange Rate,2000000.0,2000000.0,-17000000.0,8000000.0
Total Cash From Operating Activities,921000000.0,1021000000.0,1087000000.0,889000000.0
Depreciation,308000000.0,238000000.0,210000000.0,212000000.0
Other Cashflows From Investing Activities,-9000000.0,-3000000.0,-2000000.0,-1000000.0
Dividends Paid,-222000000.0,-206000000.0,-191000000.0,-170000000.0
Change To Inventory,-68000000.0,-36000000.0,-83000000.0,-61000000.0
Change To Account Receivables,-107000000.0,-106000000.0,-65000000.0,-81000000.0
Other Cashflows From Financing Activities,-4000000.0,-8000000.0,-8000000.0,-8000000.0
Change To Netincome,219000000.0,-149000000.0,90000000.0,193000000.0
Capital Expenditures,-119000000.0,-155000000.0,-177000000.0,-176000000.0
