Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Other Cashflows From Investing Activities
2017-09-29,132.8000030517578,137.47999572753906,132.5,136.30999755859375,128.37164306640625,2103600,ALB,1.0335999298225929,0.957677876667486,0.6884668114590767,1.0206479989635429,0.0129519308590499,-0.1325825120549599,-0.4008263875321262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,136.25,136.8800048828125,133.83999633789062,136.6199951171875,128.66357421875,1180300,ALB,1.0417947091683966,0.9665111141998384,0.6874936551955765,1.012478214064533,0.0293164951038635,-0.1221964415615612,-0.4016372232813573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,137.22000122070312,137.8300018310547,136.32000732421875,137.4199981689453,129.41697692871094,889400,ALB,0.996288733404854,1.0026845579027506,0.6989338288134217,1.0113391723313174,-0.0150504389264634,-0.0872788171021514,-0.3828668134071504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,137.89999389648438,138.58999633789062,137.08999633789062,138.22000122070312,130.17037963867188,1113100,ALB,1.0131672755550856,0.9823034550148952,0.7048568805485411,1.0126829906128405,0.000484284942245,-0.1061802320066711,-0.3851024860481229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,138.67999267578125,140.10000610351562,138.22999572753906,139.66000366210938,131.5265350341797,820000,ALB,1.0165399746604389,0.9543737078326068,0.6958609342782824,1.0121464877707815,0.0043934868896573,-0.1284267678505058,-0.4020608144929767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,135.69000244140625,137.22000122070312,134.5399932861328,137.19000244140625,129.2003631591797,1988400,ALB,1.0432978732827267,0.9841978086220184,0.7242243224650198,1.0081446760609294,0.0351531972217973,-0.1107454142050177,-0.3763487439707438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,137.5500030517578,138.10000610351562,135.22999572753906,136.5500030517578,128.59765625,893400,ALB,1.0588061429254882,0.9802212944435162,0.7261455453965554,1.0143616235707735,0.0444445193547147,-0.1234941305091363,-0.3723366007801415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,137.24000549316406,138.14999389648438,135.8300018310547,137.77000427246094,129.74659729003906,832400,ALB,1.022283355676236,0.9313756332563534,0.7135832539600683,1.008797349947511,0.0134860057287251,-0.1614750428875921,-0.3757140587338873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,138.0,138.22000122070312,136.3699951171875,137.4199981689453,129.41697692871094,1205400,ALB,1.0232862907861149,0.9260882339867696,0.712400065979121,1.0091988628593096,0.0140874279268052,-0.1751439737559367,-0.3756969842138726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,137.0,138.3300018310547,136.9600067138672,137.3000030517578,129.30397033691406,932000,ALB,1.0442098331792358,0.8608939747334956,0.7015955152574355,1.0112728774332036,0.0329369557460321,-0.237790951089857,-0.374439585707694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
