,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,101100000.0,106500000.0,105800000.0,110600000.0
Capital Surplus,3441500000.0,3424900000.0,3393700000.0,3373300000.0
Total Liab,9670500000.0,9549200000.0,7674800000.0,7630700000.0
Total Stockholder Equity,7224800000.0,6810300000.0,6567400000.0,6107700000.0
Minority Interest,51200000.0,47900000.0,45400000.0,41700000.0
Other Current Liab,340900000.0,116300000.0,232800000.0,226400000.0
Total Assets,16946500000.0,16407400000.0,14287600000.0,13780100000.0
Common Stock,8800000.0,8800000.0,8800000.0,8800000.0
Other Current Assets,29200000.0,26200000.0,29300000.0,11000000.0
Retained Earnings,6846400000.0,6435600000.0,6186900000.0,5726200000.0
Other Liab,833100000.0,553900000.0,498400000.0,505300000.0
Good Will,41900000.0,41900000.0,41900000.0,41900000.0
Treasury Stock,-3071900000.0,-3059000000.0,-3022000000.0,-3000600000.0
Other Assets,1436300000.0,1545000000.0,1452500000.0,1258200000.0
Cash,2183600000.0,1925100000.0,844600000.0,1004800000.0
Total Current Liabilities,1384800000.0,1476500000.0,1216300000.0,1168300000.0
Deferred Long Term Asset Charges,230000000.0,183900000.0,203700000.0,164900000.0
Other Stockholder Equity,-8400000.0,-10100000.0,-2400000.0,500000.0
Property Plant Equipment,10437700000.0,10417400000.0,9403800000.0,9099600000.0
Total Current Assets,4815200000.0,4184700000.0,3180000000.0,3170100000.0
Long Term Investments,114300000.0,111900000.0,103600000.0,99700000.0
Net Tangible Assets,7081800000.0,6661900000.0,6419700000.0,5955200000.0
Short Term Investments,410800000.0,80700000.0,213800000.0,50500000.0
Net Receivables,1136600000.0,911800000.0,972600000.0,976400000.0
Long Term Debt,6544200000.0,6541000000.0,5960100000.0,5957100000.0
Inventory,950200000.0,1068500000.0,1032700000.0,1041900000.0
Accounts Payable,594600000.0,598300000.0,673400000.0,659800000.0
Short Long Term Debt,,399800000.0,,
