Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,39.810001373291016,40.0099983215332,39.34999847412109,39.7599983215332,33.778663635253906,743900,SCCO,1.08023174581592,1.232787727978964,1.422303806920347,1.0206479989635429,0.0595837468523772,0.142527339256518,0.3330106079291441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,39.63999938964844,39.97999954223633,39.18999862670898,39.7599983215332,33.778663635253906,1190700,SCCO,1.0814892453579803,1.2423990448650089,1.4279044512660486,1.012478214064533,0.0690110312934473,0.1536914891036092,0.3387735727891148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,39.959999084472656,40.84000015258789,39.68999862670898,40.83000183105469,34.687713623046875,994200,SCCO,1.0516776536602832,1.2155045717799808,1.3609834451681129,1.0113391723313174,0.0403384813289657,0.1255411967750788,0.2791828029475407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,40.95000076293945,41.20000076293945,40.869998931884766,41.11000061035156,34.92558288574219,847100,SCCO,1.0432986308168657,1.2001321168447667,1.3743659024947976,1.0126829906128405,0.0306156402040251,0.1116484298232003,0.2844065358981336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,41.63999938964844,42.5099983215332,41.59000015258789,41.83000183105469,35.53727722167969,1392700,SCCO,1.0628732603368611,1.1890912338539208,1.3695832837763977,1.0121464877707815,0.0507267725660796,0.1062907581708081,0.2716615350051385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,41.58000183105469,41.79999923706055,41.209999084472656,41.63999938964844,35.375858306884766,834200,SCCO,1.0631344846843755,1.2099737436579163,1.39382065308405,1.0081446760609294,0.0549898086234461,0.1150305208308801,0.2932475866482864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,41.77000045776367,41.77000045776367,40.86000061035156,40.95000076293945,34.78965759277344,1012900,SCCO,1.090134760249564,1.226186800293863,1.4108796149080582,1.0143616235707735,0.0757731366787903,0.1224713753412103,0.3123974687313613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,41.11000061035156,41.68999862670898,41.0099983215332,41.54999923706055,35.29939651489258,901100,SCCO,1.0671316066039698,1.194199940022856,1.3680941046790278,1.008797349947511,0.0583342566564588,0.1013492638789104,0.2787967919850722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,41.45000076293945,42.45000076293945,41.41999816894531,41.72999954223633,35.45231628417969,1087300,SCCO,1.058190830432775,1.2008575352618551,1.3430309980661983,1.0091988628593096,0.0489919675734653,0.0996253275191487,0.2549339478732046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,41.81999969482422,42.459999084472656,41.63999938964844,42.459999084472656,36.07249450683594,1238500,SCCO,1.040471593838871,1.172869553777907,1.3027773982496964,1.0112728774332036,0.0291987164056672,0.0741846279545543,0.2267422972845669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
