Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Good Will,Property Plant Equipment,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings,Issuance Of Stock
2017-09-29,33.03666687011719,33.116668701171875,32.779998779296875,32.83333206176758,32.83333206176758,2340600,ACGL,1.0115736370405648,0.9006091626398373,0.8100507827236265,1.0206479989635429,-0.009074361922978,-0.1896512260826087,-0.2792424162675764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,32.90666580200195,33.35333251953125,32.79666519165039,33.32666778564453,33.32666778564453,1703700,ACGL,0.9786957673344562,0.8837767127047729,0.8096619128321482,1.012478214064533,-0.0337824467300768,-0.2049308430566268,-0.2794689656447856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,33.313331604003906,33.563331604003906,33.233333587646484,33.36000061035156,33.36000061035156,1354200,ACGL,0.95303754412173,0.8829935973463613,0.8085531434431347,1.0113391723313174,-0.0583016282095874,-0.2069697776585407,-0.2732474987774375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,33.31666564941406,33.31666564941406,33.08000183105469,33.22999954223633,33.22999954223633,1435200,ACGL,0.9479386227484762,0.8750125845980591,0.823954244295604,1.0126829906128405,-0.0647443678643643,-0.2134711024235073,-0.26600512230106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,33.163333892822266,33.543331146240234,33.116668701171875,33.43333435058594,33.43333435058594,858000,ACGL,0.952642056203154,0.8649052958645641,0.8144565916369364,1.0121464877707815,-0.0595044315676275,-0.2178951798185485,-0.2834651571343227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,33.436668395996094,33.63666534423828,33.23666763305664,33.313331604003906,33.313331604003906,1471500,ACGL,0.9565739978403482,0.8892335755975398,0.8053832694560448,1.0081446760609294,-0.0515706782205811,-0.2057096472294963,-0.2951897969797188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,33.279998779296875,33.35333251953125,33.116668701171875,33.16999816894531,33.16999816894531,542700,ACGL,0.9592001601781924,0.91136572839906,0.8097679256280047,1.0143616235707735,-0.0551614633925811,-0.1923496965535925,-0.2887142205486922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,33.26666641235352,33.366668701171875,32.99333190917969,33.04999923706055,33.04999923706055,831900,ACGL,0.9673222405858636,0.9216338816224964,0.8174483218159484,1.008797349947511,-0.0414751093616473,-0.1712167945214492,-0.2718489908780072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,32.9466667175293,32.973331451416016,32.720001220703125,32.86333465576172,32.86333465576172,830400,ACGL,0.9671365720378794,0.9229130348885178,0.822801495915345,1.0091988628593096,-0.0420622908214302,-0.1783191728541885,-0.2652955542776486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,32.95333480834961,32.983333587646484,32.76666641235352,32.849998474121094,32.849998474121094,1103100,ACGL,0.9710807032049266,0.9124302816140872,0.8204972344895098,1.0112728774332036,-0.040192174228277,-0.1862546442092654,-0.2555378664756196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
