Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-10-13,41.34999847412109,41.5099983215332,41.25,41.34000015258789,39.4258918762207,2126200,DHI,1.15239489355905,1.248363442393956,1.09256892496474,1.0098252549340063,0.1425696386250434,0.1401139440066809,0.0156783211211228,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-10-16,41.5,41.61000061035156,41.25,41.369998931884766,39.454498291015625,1818600,DHI,1.1489004869106505,1.2690245156998712,1.1048983056746942,1.0047827275420922,0.1441177593685583,0.1539627505581635,0.0193043083144877,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-10-17,41.380001068115234,41.63999938964844,40.9900016784668,41.4900016784668,39.56895065307617,2979900,DHI,1.145336011244063,1.2655955794998883,1.0934646824573164,1.016827126331923,0.1285088849121398,0.144599809330572,0.0065263961425161,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-10-18,41.4900016784668,41.59999847412109,41.06999969482422,41.5099983215332,39.5880241394043,3648700,DHI,1.15947974529771,1.2521860443334465,1.0689625500216184,1.016900814218988,0.142578931078722,0.13560232023614,-0.0070327944030368,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-10-19,41.400001525878906,42.59000015258789,41.25,42.52999877929688,40.56078720092773,4084000,DHI,1.1333176961368572,1.186798695015136,1.0456893299740324,1.0195478153138224,0.1137698808230347,0.0702477926759344,-0.0321442113437917,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-10-20,42.70000076293945,43.040000915527344,42.619998931884766,42.66999816894531,40.69430541992188,3634200,DHI,1.1565503674245632,1.1829048025791336,1.027416138033748,1.0187296628598663,0.1378207045646968,0.0659792768015889,-0.038057871190716,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-10-23,43.04999923706055,43.470001220703125,42.83000183105469,42.869998931884766,40.885047912597656,3926300,DHI,1.1565197797676197,1.1299165777955678,1.0409132683384696,1.0231439317955078,0.1333758479721118,0.0156784248308856,-0.0275438835271188,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-10-24,43.06999969482422,43.45000076293945,42.880001068115234,43.31999969482422,41.314212799072266,3796400,DHI,1.1542013760871956,1.1230387267246171,1.0375261085293048,1.023176662025299,0.1310247140618963,0.0222458428782226,-0.0418547117685483,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-10-25,43.650001525878906,43.81999969482422,42.91999816894531,43.2599983215332,41.25698852539063,3428300,DHI,1.14355098974857,1.1366465864196478,1.0454719030644812,1.028738706809164,0.114812282939406,0.0284327648650821,-0.0483493592208232,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-10-26,43.59999847412109,44.060001373291016,43.31999969482422,44.0,41.96273040771485,3086700,DHI,1.1388635814476686,1.0954304063951836,1.0262894265035845,1.0357335667629224,0.1031300146847462,-0.0089381242922577,-0.0647326078172767,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-10-27,44.02000045776367,44.400001525878906,43.709999084472656,44.29999923706055,42.24884033203125,2482400,DHI,1.1435664831950072,1.0493158637975744,0.9900666168259404,1.0327543330408862,0.110812150154121,-0.0291030897984663,-0.1060621819091292,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-10-30,44.220001220703125,44.58000183105469,43.72999954223633,44.310001373291016,42.25838088989258,3827800,DHI,1.153828641313635,1.0122019021679522,0.9981474629260138,1.0448229351223306,0.1090057061913043,-0.0339090314045265,-0.1122420294688532,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-10-31,44.34999847412109,44.56999969482422,44.11000061035156,44.209999084472656,42.16300582885742,4224500,DHI,1.1435137715139332,1.04555650664869,1.0004053279270309,1.0378093145840102,0.105704456929923,-0.0080998617658012,-0.1071746232013926,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-11-01,44.459999084472656,44.91999816894531,44.369998931884766,44.72999954223633,42.65893173217773,3436800,DHI,1.133581774769304,1.037435672318778,0.9806613434240834,1.0388512590749122,0.0947305156943918,-0.0171483460330716,-0.1287812628349851,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-11-02,44.75,44.869998931884766,43.09999847412109,44.630001068115234,42.563568115234375,6204000,DHI,1.1284843836374678,1.0006763887883114,0.9166720739530358,1.0310647944789963,0.0974195891584714,-0.017369953331688,-0.1878299373325462,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-11-03,44.59000015258789,44.90999984741211,44.310001373291016,44.31999969482422,42.26791763305664,3547700,DHI,1.124389625136763,0.9970450207896352,0.9319553357897692,1.0262436118253355,0.0981460133114273,-0.0285913847781172,-0.175854982899597,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-11-06,44.45000076293945,44.9900016784668,44.27000045776367,44.84000015258789,42.76383972167969,3484300,DHI,1.1214110186682158,1.0024736215425052,0.9305906968993828,1.0311845275729687,0.090226491095247,-0.0336373076599392,-0.1751375874367239,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-11-07,44.959999084472656,45.5,44.790000915527344,44.95000076293945,42.868743896484375,3783100,DHI,1.1324940931414949,1.0002433753843285,0.938406183994994,1.0414917955670933,0.0910022975744015,-0.0456664346433375,-0.1734201751000761,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-11-08,44.7400016784668,45.77999877929688,44.630001068115234,45.40999984741211,43.30744171142578,5728900,DHI,1.1141784932790946,1.0026943166197266,0.9240160080530012,1.0390384642435906,0.0751400290355039,-0.0583104464780119,-0.1906372973483504,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-11-09,44.59999847412109,46.77999877929688,44.310001373291016,45.9900016784668,43.860599517822266,9955800,DHI,1.0898820321430382,0.9832913151245636,0.8959216781864137,1.0401272810196784,0.0497547511233598,-0.0922835376095286,-0.2167573146399097,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-11-10,46.79999923706055,46.79999923706055,45.52999877929688,46.0,43.87012481689453,8271800,DHI,1.0855046264050732,0.9931025217624948,0.910630253671864,1.0393664161720684,0.0461382102330047,-0.082790726877923,-0.202707706683064,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-11-13,45.91999816894531,47.290000915527344,45.810001373291016,47.09000015258789,44.9096565246582,5762300,DHI,1.0716609655292622,0.9613868310139044,0.8949040741974911,1.0305050740272153,0.0411558915020469,-0.1052803837524163,-0.2167284866331157,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-11-14,46.86000061035156,47.90999984741211,46.56999969482422,47.63999938964844,45.43419647216797,4560800,DHI,1.064339006685137,0.9454478148413028,0.9027719028451168,1.043144349882203,0.0211946568029339,-0.1194929676015195,-0.2108803179931341,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
2017-11-15,47.470001220703125,47.79999923706055,46.93000030517578,47.52999877929688,45.32929229736328,3473700,DHI,1.0851516334278732,0.9361090086328124,0.9127089721767644,1.0570826794517585,0.0280689539761147,-0.1318407096407846,-0.1979191272538835,,2992200000.0,4437000000.0,7747100000.0,500000.0,164000000.0,12184600000.0,3800000.0,9300000.0,4946000000.0,506000000.0,80000000.0,-194900000.0,888700000.0,983700000.0,2385100000.0,365000000.0,399700000.0,322000000.0,10848700000.0,8800000.0,7667100000.0,112700000.0,2051900000.0,9237100000.0,578900000.0,-8800000.0,89000000.0,-164000000.0,-410300000.0,-564600000.0,3900000.0,46700000.0,1038400000.0,-288400000.0,-65700000.0,440200000.0,54700000.0,-149600000.0,-946700000.0,14300000.0,195900000.0,-157300000.0
