,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Investments,100000.0,2100000.0,1900000.0,1900000.0
Change To Liabilities,563500000.0,254600000.0,152600000.0,260900000.0
Total Cashflows From Investing Activities,-104700000.0,-91400000.0,-65700000.0,-65800000.0
Net Borrowings,234400000.0,-69500000.0,-43900000.0,-19200000.0
Total Cash From Financing Activities,-235500000.0,-221700000.0,-99600000.0,-82800000.0
Change To Operating Activities,-487200000.0,-34800000.0,-114800000.0,-32400000.0
Issuance Of Stock,4700000.0,900000.0,8400000.0,2100000.0
Net Income,929500000.0,791800000.0,829000000.0,630700000.0
Change In Cash,-243000000.0,-565200000.0,667400000.0,835400000.0
Repurchase Of Stock,-423000000.0,-80100000.0,-80100000.0,-100000.0
Total Cash From Operating Activities,97200000.0,-252100000.0,832700000.0,984000000.0
Depreciation,18900000.0,20400000.0,23000000.0,18600000.0
Dividends Paid,-72700000.0,-72900000.0,-63700000.0,-63600000.0
Change To Inventory,-963000000.0,-1308000000.0,-99300000.0,84400000.0
Other Cashflows From Financing Activities,21100000.0,-100000.0,-400000.0,-2000000.0
Change To Netincome,33200000.0,21400000.0,39800000.0,19800000.0
Capital Expenditures,-101900000.0,-102500000.0,-66400000.0,-59800000.0
