Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Long Term Debt,Inventory,Accounts Payable,Capital Surplus,Short Long Term Debt,Net Receivables,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,370.5299987792969,379.489990234375,370.5299987792969,373.8900146484375,368.86273193359375,74400,FCNCA,1.0832063224845023,1.1082355814487992,1.1175363993429577,1.0206479989635429,0.0625583235209594,0.0179751927263531,0.0282432003517547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,375.8500061035156,379.0400085449219,372.7799987792969,378.260009765625,373.1740417480469,31600,FCNCA,1.06387138808294,1.1135040108627892,1.1195336962604452,1.012478214064533,0.051393174018407,0.0247964551013895,0.0304028177835113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,381.010009765625,381.989990234375,377.739990234375,381.3599853515625,376.23236083984375,25900,FCNCA,1.0712186724908426,1.1059220909929626,1.1015556623732132,1.0113391723313174,0.0598795001595251,0.0159587159880605,0.019755020152641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,381.4400024414063,383.6099853515625,374.6499938964844,374.9599914550781,369.9183654785156,19900,FCNCA,1.0946233897909374,1.1350219053193564,1.126234698141358,1.0126829906128405,0.0819403991780969,0.04653821829779,0.0362753315446939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,374.1600036621094,384.8900146484375,371.5199890136719,382.0400085449219,376.9031066894531,20600,FCNCA,1.068029671359404,1.133662327765156,1.0917298692726474,1.0121464877707815,0.0558831835886224,0.0508618520820434,-0.0061918794986117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,381.25,383.0299987792969,376.7000122070313,378.1000061035156,373.0161743164063,17400,FCNCA,1.04866409981057,1.176261233540653,1.101277886579998,1.0081446760609294,0.0405194237496406,0.0813180107136168,0.0007048201442343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,379.0899963378906,380.9700012207031,376.9500122070313,380.9700012207031,375.8475341796875,15200,FCNCA,1.0328372431707895,1.1743620294367256,1.109309103806079,1.0143616235707735,0.0184756196000159,0.070646604484073,0.010826957629382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,381.4500122070313,383.6099853515625,378.4299926757813,383.25,378.0968933105469,30200,FCNCA,1.0209522934741646,1.1481023536179369,1.1087468649811667,1.008797349947511,0.0121549435266536,0.0552516774739912,0.0194495522872111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,383.0,385.9599914550781,380.0,384.5700073242188,379.399169921875,20100,FCNCA,1.008918970746175,1.1684695457391447,1.101242648899402,1.0091988628593096,-0.0002798921131346,0.0672373379964383,0.0131455987064084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,384.5,385.7900085449219,382.5899963378906,384.489990234375,379.3201904296875,14900,FCNCA,1.0249422264529957,1.1574674702990386,1.1161126005707038,1.0112728774332036,0.0136693490197921,0.0587825444756859,0.0400774996055743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,385.8900146484375,387.0,383.260009765625,383.5799865722656,378.4224853515625,14400,FCNCA,1.041581923054467,1.1729725322633249,1.1301717527887571,1.0098252549340063,0.0317566681204604,0.0647230338760498,0.0532811489451401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,384.989990234375,388.6600036621094,383.7000122070313,386.8699951171875,381.668212890625,15100,FCNCA,1.0270375318314375,1.1639547710535254,1.137778391147518,1.0047827275420922,0.0222548042893453,0.0488930059118177,0.0521843937873116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,386.8999938964844,386.8999938964844,379.5799865722656,380.9599914550781,375.8376770019531,14300,FCNCA,1.051763764358084,1.1526393394183192,1.160845292770081,1.016827126331923,0.0349366380261608,0.0316435692490029,0.0739070064552807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,381.1600036621094,387.7900085449219,381.1600036621094,385.6799926757813,380.49420166015625,11600,FCNCA,1.035029019009733,1.1352635868654193,1.12269392271468,1.016900814218988,0.0181282047907451,0.0186798627681128,0.0466985782900246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,381.8900146484375,385.1400146484375,381.8800048828125,383.4400024414063,378.2843933105469,15700,FCNCA,1.06926775685256,1.1454711876926231,1.125673312265144,1.0195478153138224,0.0497199415387374,0.0289202853534216,0.0478397709473199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,388.4100036621094,391.8699951171875,388.4100036621094,391.0,385.74261474609375,15200,FCNCA,1.0526856220254186,1.119023602347276,1.1075977447493333,1.0187296628598663,0.0339559591655522,0.0020980765697313,0.0421237355248691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,391.0,392.0,383.0,384.0299987792969,378.8664245605469,21500,FCNCA,1.0609066916263348,1.127761495550233,1.1074860075096489,1.0231439317955078,0.037762759830827,0.0135233425855509,0.0390288556440603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,383.1300048828125,387.8599853515625,383.1300048828125,385.8200073242188,380.63232421875,9400,FCNCA,1.0584728395774403,1.1287293867497932,1.1214038657661298,1.023176662025299,0.0352961775521409,0.0279365029033986,0.0420230454682766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,385.5499877929688,391.3699951171875,382.010009765625,391.3699951171875,386.1077575683594,30300,FCNCA,1.041188418033258,1.0879166018217388,1.1161220707053023,1.028738706809164,0.0124497112240939,-0.0202972197328268,0.0223008084199978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,393.0700073242188,413.2900085449219,392.9500122070313,412.1300048828125,406.588623046875,45400,FCNCA,1.0154804859170872,1.0652690635870223,1.0649798665415309,1.0357335667629224,-0.0202530808458352,-0.039099467100419,-0.0260421677793303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,413.510009765625,417.9800109863281,409.1900024414063,414.6000061035156,409.025390625,75900,FCNCA,1.0465992396894297,1.0317648868785845,1.0750879060600418,1.0327543330408862,0.0138449066485435,-0.0466540667174562,-0.0210408926750278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,413.5,416.7999877929688,401.7699890136719,401.7699890136719,396.3678588867188,21200,FCNCA,1.0615277796384437,1.033773086949351,1.1154028331293786,1.0448229351223306,0.016704844516113,-0.0123378466231276,0.0050133407345116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,403.25,407.0499877929688,402.5499877929688,405.0,399.554443359375,23200,FCNCA,1.041061897560454,1.0295072789209172,1.0978509234223912,1.0378093145840102,0.0032525829764438,-0.024149089493574,-0.0097290277060322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,408.3500061035156,410.0899963378906,400.2699890136719,402.4200134277344,397.0091857910156,15900,FCNCA,1.0665721335452143,1.0440909611869202,1.095007708777106,1.0388512590749122,0.0277208744703021,-0.0104930571649295,-0.0144348974819625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,398.989990234375,409.4400024414063,397.989990234375,408.5199890136719,403.0271301269531,12700,FCNCA,1.007882091650612,1.0098319048963635,1.0977819606004455,1.0310647944789963,-0.0231827028283844,-0.0082144372236359,-0.0067200506851365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,412.6400146484375,412.6400146484375,406.0,410.4400024414063,404.9212951660156,33800,FCNCA,1.0073581254073098,1.020958496995243,1.0925978529084872,1.0262436118253355,-0.0188854864180259,-0.0046779085725094,-0.0152124657808789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,408.0,409.2300109863281,405.8200073242188,408.0299987792969,402.543701171875,12800,FCNCA,1.0200967328736508,1.0461703952950567,1.104672723324998,1.0311845275729687,-0.0110877946993179,0.0100594660926123,-0.0010555610111087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,407.0799865722656,407.0799865722656,393.1199951171875,396.5,391.1686706542969,20700,FCNCA,1.0239597778560543,1.0721753278542403,1.1366699394553597,1.0414917955670933,-0.0175320177110389,0.0262655178265742,0.0248435803602895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,395.3200073242188,397.8500061035156,391.75,393.4800109863281,388.1893310546875,16100,FCNCA,1.021652903243254,1.0962256218225706,1.1640785497824404,1.0390384642435906,-0.0173855610003366,0.0352208587248319,0.0494252443810887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,390.260009765625,393.739990234375,390.0,391.2799987792969,386.0188903808594,9000,FCNCA,1.0468463009959548,1.1109069941680283,1.155801767829991,1.0401272810196784,0.0067190199762763,0.035332141433936,0.0431227750036675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,392.3900146484375,392.5,387.2200012207031,388.0,382.7830200195313,12600,FCNCA,1.0567012733920675,1.126747005549056,1.163765162400102,1.0393664161720684,0.0173348572199991,0.0508537569086382,0.0504272020451739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,392.0,394.760009765625,388.4100036621094,394.0799865722656,388.7812805175781,10000,FCNCA,1.027659299733861,1.085997542306127,1.1309413140223956,1.0305050740272153,-0.0028457742933543,0.0193303275398062,0.0193087531917888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,392.5700073242188,400.5499877929688,392.5700073242188,399.5299987792969,394.1580200195313,9600,FCNCA,1.026492264882388,1.0759428977134151,1.1101239027948002,1.043144349882203,-0.016652084999815,0.0110021152705928,-0.0035283180434506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,396.1199951171875,401.80999755859375,396.1199951171875,397.3299865722656,391.9875793457031,14300,FCNCA,1.0513706524794877,1.0689276912121148,1.096607233097611,1.0570826794517585,-0.0057120269722708,0.0009779729385177,-0.0140208663330367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,400.4299926757813,402.2999877929688,398.0899963378906,400.6799926757813,395.2924499511719,14400,FCNCA,1.0297660539384756,1.074403863276477,1.095738705867848,1.0412088647392546,-0.0114428108007789,0.0039246509388588,-0.0164760048953001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,398.0,401.0499877929688,397.8999938964844,399.1900024414063,393.8225402832031,11300,FCNCA,1.018716479951571,1.0771856034397185,1.1022621313022305,1.0392013474275237,-0.0204848674759525,0.001864555760753,0.0023227593845547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,398.9700012207031,410.1400146484375,398.9700012207031,410.0,404.4873046875,18400,FCNCA,1.0068943221188087,1.0211018511812069,1.083753651661657,1.0381241126825425,-0.0312297905637337,-0.0366077094476517,-0.0234143001274746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
