Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Investing Activities
2017-09-29,102.37000274658205,103.04000091552734,102.2699966430664,102.79000091552734,98.60145568847656,329800,JKHY,1.0714078346380231,1.157308751467244,1.1762638803022931,1.0206479989635429,0.0507598356744802,0.0670483627447979,0.0869706813110902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,102.70999908447266,103.08999633789062,102.44000244140624,102.83999633789062,98.64942932128906,321900,JKHY,1.0672890968709017,1.1678609528809272,1.1750072582140787,1.012478214064533,0.0548108828063687,0.0791533971195275,0.0858763797371449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,103.20999908447266,103.75,102.88999938964844,103.62999725341795,99.40724182128906,263500,JKHY,1.070828932424606,1.1593450281230924,1.1600323143486793,1.0113391723313174,0.0594897600932886,0.0693816531181903,0.0782316721281071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,103.6999969482422,104.22000122070312,103.38999938964844,103.91999816894533,99.6854248046875,169100,JKHY,1.073999262817726,1.1676882263908803,1.1740230038830648,1.0126829906128405,0.0613162722048854,0.0792045393693139,0.0840636372864007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,104.0999984741211,104.0999984741211,103.1500015258789,103.87000274658205,99.637451171875,177800,JKHY,1.0763455919287457,1.1808964691324748,1.186014741555689,1.0121464877707815,0.0641991041579641,0.0980959934493621,0.0880929927844298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,103.56999969482422,104.4800033569336,103.56999969482422,104.41000366210938,100.15545654296876,229600,JKHY,1.078057746532947,1.178150025564506,1.1856606276741417,1.0081446760609294,0.0699130704720176,0.0832068027374699,0.0850875612383781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,104.54000091552734,105.37999725341795,104.2699966430664,105.30999755859376,101.01876831054688,199700,JKHY,1.0811891668829188,1.1747465321403678,1.1678872436961945,1.0143616235707735,0.0668275433121452,0.0710311071877152,0.0694050975194975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,105.72000122070312,106.13999938964844,105.27999877929688,105.31999969482422,101.0283660888672,233100,JKHY,1.082035706113658,1.1779670578213697,1.1596585558514996,1.008797349947511,0.0732383561661471,0.085116381677424,0.070361243157544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,105.2699966430664,105.3499984741211,104.66000366210938,104.87999725341795,100.60630798339844,151200,JKHY,1.0840008129421606,1.1930427469558271,1.1660579964464115,1.0091988628593096,0.0748019500828509,0.0918105392131207,0.0779609462534178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,104.76000213623048,105.47000122070312,104.76000213623048,105.18000030517578,100.8940887451172,231500,JKHY,1.0729226073943674,1.1862079838843227,1.1540299401333445,1.0112728774332036,0.0616497299611638,0.08752305806097,0.077994839168215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
