Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Inventory,Accounts Payable,Deferred Long Term Liab,Short Long Term Debt,Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Net Borrowings
2017-09-29,67.23999786376953,68.55000305175781,66.87000274658203,68.41000366210938,68.41000366210938,520400,DECK,0.9975148985639654,1.154217144534472,1.3951176338595654,1.0206479989635429,-0.0231331003995775,0.0639567558120259,0.3058244348683625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,68.51000213623047,69.0999984741211,67.55000305175781,69.0,69.0,374600,DECK,0.9979710233384284,1.1443478128184443,1.3915941542473391,1.012478214064533,-0.0145071907261046,0.0556402570570446,0.3024632757704053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,69.08999633789062,69.19000244140625,68.16999816894531,68.79000091552734,68.79000091552734,317200,DECK,0.9952027645491688,1.1770606213558938,1.3804331708191355,1.0113391723313174,-0.0161364077821486,0.0870972463509918,0.2986325285985634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,68.98999786376953,69.97000122070312,68.51000213623047,69.22000122070312,69.22000122070312,411400,DECK,0.9550707807641386,1.155735316226384,1.371713309358386,1.0126829906128405,-0.0576122098487018,0.0672516292048175,0.2817539427617219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,69.83999633789062,71.5199966430664,69.02999877929688,70.22000122070312,70.22000122070312,1050500,DECK,0.9283680049579112,1.1476786519070878,1.348191348949073,1.0121464877707815,-0.0837784828128703,0.0648781762239751,0.2502696001778139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,70.41000366210938,71.27999877929688,69.75,71.25,71.25,440100,DECK,0.9062456097519188,1.146666623834978,1.3191578647546598,1.0081446760609294,-0.1018990663090105,0.0517234010079419,0.2185847983188962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,71.16999816894531,71.75,70.58999633789062,71.0,71.0,536900,DECK,0.9281690355757592,1.1683098161724252,1.299014131787797,1.0143616235707735,-0.0861925879950142,0.0645943912197726,0.2005319856111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,71.36000061035156,72.12999725341797,71.23999786376953,71.62000274658203,71.62000274658203,371000,DECK,0.9285115533338012,1.148422184386544,1.2426695976948618,1.008797349947511,-0.0802857966137097,0.0555715082425984,0.1533722850009062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,71.29000091552734,71.58999633789062,69.22000122070312,69.2300033569336,69.2300033569336,639100,DECK,0.9887331161220682,1.2054021797166996,1.2971255048012946,1.0091988628593096,-0.0204657467372414,0.1041699719739932,0.209028454608301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,69.05999755859375,69.05999755859375,65.5199966430664,65.81999969482422,65.81999969482422,937100,DECK,1.0521118249936046,1.2690671401790554,1.3798237635355972,1.0112728774332036,0.0408389475604009,0.1703822143557027,0.3037886625704677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,65.94000244140625,66.66999816894531,65.55999755859375,65.83000183105469,65.83000183105469,643400,DECK,1.0578763094731742,1.2971289232042298,1.390095694833499,1.0098252549340063,0.0480510545391676,0.1888794248169547,0.313205090989882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,64.55999755859375,64.75,63.33000183105469,64.6500015258789,64.6500015258789,1475600,DECK,1.0587779633824477,1.3350347335110968,1.4239751799811302,1.0047827275420922,0.0539952358403554,0.2199729683693891,0.3383811826209237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
