,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,1250000.0,1250000.0,-179000.0,1350000.0
Change To Liabilities,53755000.0,7195000.0,51806000.0,46321000.0
Total Cashflows From Investing Activities,-285624000.0,-39859000.0,-55407000.0,-57601000.0
Net Borrowings,397171000.0,-3706000.0,-2749000.0,-2726000.0
Total Cash From Financing Activities,379489000.0,-67506000.0,-15048000.0,-14411000.0
Change To Operating Activities,-228532000.0,-171212000.0,99855000.0,35931000.0
Issuance Of Stock,11234000.0,13880000.0,8042000.0,8496000.0
Net Income,119101000.0,129620000.0,111548000.0,103789000.0
Change In Cash,-25279000.0,-46955000.0,255819000.0,53507000.0
Repurchase Of Stock,-1453000.0,-16030000.0,-511000.0,-372000.0
Total Cash From Operating Activities,-119144000.0,60410000.0,326274000.0,125519000.0
Depreciation,56629000.0,52930000.0,45920000.0,44377000.0
Dividends Paid,-20031000.0,-19980000.0,-19830000.0,-19809000.0
Change To Account Receivables,-112951000.0,-55393000.0,-8780000.0,-65998000.0
Other Cashflows From Financing Activities,-7432000.0,-41670000.0,-41670000.0,-41670000.0
Change To Netincome,44238000.0,65563000.0,11055000.0,33511000.0
Capital Expenditures,-43867000.0,-41109000.0,-43571000.0,-40052000.0
