Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Long Term Investments,Deferred Long Term Asset Charges,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Investments,Other Cashflows From Financing Activities
2017-09-29,47.15999984741211,47.59000015258789,46.77999877929688,46.81999969482422,40.81624221801758,2144000,CPB,1.0195488055636528,1.013952404232891,0.9364511245280608,1.0206479989635429,-0.00109919339989,-0.0763079844895551,-0.1528420744631421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,46.79999923706055,47.150001525878906,46.52000045776367,46.86000061035156,40.85111618041992,2102500,CPB,1.0221190367802409,1.0169579904518449,0.9319388824689802,1.012478214064533,0.0096408227157078,-0.0717495653095547,-0.1571919960079536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,46.790000915527344,46.86000061035156,46.060001373291016,46.18999862670898,40.26702880859375,2145800,CPB,1.0221099191341978,1.039126884279294,0.9405822034604804,1.0113391723313174,0.0107707468028803,-0.050836490725608,-0.1412184387600917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,46.13999938964844,47.040000915527344,45.95000076293945,46.560001373291016,40.58958435058594,1960100,CPB,1.0059794276786516,1.0313052732644403,0.9410211125308686,1.0126829906128405,-0.0067035629341889,-0.057178413757126,-0.1489382540657954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,46.65999984741211,46.880001068115234,46.5,46.59000015258789,40.6157341003418,1692800,CPB,0.9826210173575683,0.9983927185916336,0.9342643224195424,1.0121464877707815,-0.0295254704132131,-0.084407757091479,-0.1636574263517167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,46.61000061035156,46.72999954223633,46.25,46.47999954223633,40.51984405517578,1526100,CPB,1.0022906159027547,0.9992267959225136,0.921281931502008,1.0081446760609294,-0.0058540601581746,-0.0957164269045225,-0.1792911349337556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,46.52999877929688,46.52999877929688,45.369998931884766,45.5099983215332,39.67422103881836,2438400,CPB,1.0442463572651677,1.0151708224687244,0.9281001742343704,1.0143616235707735,0.0298847336943941,-0.0885446024839282,-0.1703819719423265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,45.66999816894531,46.34000015258789,45.470001220703125,46.2400016784668,40.31062316894531,2623900,CPB,0.9946349019247126,1.0195615900843251,0.8933060526603671,1.008797349947511,-0.0141624480227983,-0.0732890860596204,-0.1959912600335884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,46.29999923706055,46.5099983215332,45.43999862670898,45.7400016784668,39.87472915649414,2107100,CPB,1.044723479685726,1.0422479037199268,0.913811555640763,1.0091988628593096,0.0355246168264165,-0.0589843040227795,-0.1742854945522306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,45.27999877929688,46.130001068115234,45.27999877929688,45.9900016784668,40.401832580566406,1905400,CPB,1.027831958499487,1.0130977921269355,0.9071896983674402,1.0112728774332036,0.0165590810662834,-0.0855871336964171,-0.1688454025976892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,46.2400016784668,46.40999984741211,45.86000061035156,46.18000030517578,40.5687370300293,1882800,CPB,1.0352968743990865,1.03379849891644,0.9129141536632718,1.0098252549340063,0.0254716194650799,-0.0744509994708351,-0.1639764501803452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,46.16999816894531,46.84000015258789,45.93000030517578,46.650001525878906,40.981632232666016,1997000,CPB,0.9950697606619474,1.0289976188412848,0.9085060172172084,1.0047827275420922,-0.0097129668801447,-0.0860641463004228,-0.1770879801429981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,46.630001068115234,46.7400016784668,45.900001525878906,46.13999938964844,40.533599853515625,2170400,CPB,1.0472476010856755,1.0386246851954328,0.9262522539818778,1.016827126331923,0.0304204747537524,-0.0823710849738834,-0.1606860323329224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,46.09000015258789,46.25,45.59000015258789,45.63999938964844,40.09435272216797,2162900,CPB,1.0893953224272808,1.0396288699655791,0.907470857221364,1.016900814218988,0.0724945082082928,-0.0769548541317273,-0.1685244872032912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,45.619998931884766,46.02999877929688,45.31999969482422,45.369998931884766,39.85715866088867,2151100,CPB,1.100507115262126,1.0538094420009352,0.916676803867418,1.0195478153138224,0.0809592999483035,-0.0627414603382663,-0.1611567374504061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,45.5,46.209999084472656,45.209999084472656,45.970001220703125,40.384254455566406,2164400,CPB,0.9971719616227852,1.0374254356259724,0.8826191683929234,1.0187296628598663,-0.0215577012370811,-0.0795000901515721,-0.1828548408315407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
