,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-377759000.0,-377759000.0,-377759000.0,-377759000.0
Change To Liabilities,0.0,0.0,7077000.0,0.0
Total Cashflows From Investing Activities,-401629000.0,-20524000.0,-33183000.0,-45000.0
Total Cash From Financing Activities,-23357000.0,369442000.0,-31253000.0,-107570000.0
Change To Operating Activities,-18063000.0,-41421000.0,9782000.0,26579000.0
Net Income,51952000.0,69712000.0,66884000.0,95794000.0
Change In Cash,-368541000.0,397233000.0,7471000.0,15637000.0
Effect Of Exchange Rate,1762000.0,-1056000.0,4073000.0,1229000.0
Total Cash From Operating Activities,54683000.0,49371000.0,67834000.0,122023000.0
Depreciation,21088000.0,20631000.0,20957000.0,20689000.0
Dividends Paid,-20763000.0,-20763000.0,-20750000.0,-20751000.0
Other Cashflows From Financing Activities,-2594000.0,-4847000.0,-503000.0,-3648000.0
Change To Netincome,-294000.0,449000.0,589000.0,-21039000.0
Capital Expenditures,-23870000.0,-20524000.0,-33183000.0,-20045000.0
Net Borrowings,,395052000.0,-10000000.0,-81737000.0
Change To Inventory,,,-33111000.0,-33111000.0
Change To Account Receivables,,,2591000.0,2591000.0
Repurchase Of Stock,,,,-1434000.0
