,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,127000000.0,-63000000.0,-76000000.0,188000000.0
Total Cashflows From Investing Activities,-1447000000.0,-1009000000.0,-764000000.0,-67000000.0
Net Borrowings,439000000.0,41000000.0,983000000.0,-688000000.0
Total Cash From Financing Activities,-59000000.0,-758000000.0,-1205000000.0,-1954000000.0
Change To Operating Activities,24000000.0,-108000000.0,-202000000.0,-213000000.0
Issuance Of Stock,54000000.0,61000000.0,15000000.0,52000000.0
Net Income,1059000000.0,1243000000.0,1341000000.0,1594000000.0
Change In Cash,610000000.0,314000000.0,-534000000.0,-384000000.0
Repurchase Of Stock,-17000000.0,-345000000.0,-1736000000.0,-841000000.0
Effect Of Exchange Rate,6000000.0,1000000.0,-32000000.0,69000000.0
Total Cash From Operating Activities,2130000000.0,2080000000.0,1467000000.0,1568000000.0
Depreciation,509000000.0,511000000.0,497000000.0,460000000.0
Other Cashflows From Investing Activities,26000000.0,47000000.0,-2000000.0,25000000.0
Dividends Paid,-496000000.0,-468000000.0,-453000000.0,-434000000.0
Change To Inventory,111000000.0,145000000.0,-109000000.0,-116000000.0
Change To Account Receivables,187000000.0,121000000.0,-69000000.0,-76000000.0
Other Cashflows From Financing Activities,-39000000.0,-47000000.0,-14000000.0,-43000000.0
Change To Netincome,221000000.0,263000000.0,35000000.0,-140000000.0
Capital Expenditures,-304000000.0,-413000000.0,-411000000.0,-360000000.0
Investments,,,,-100000000.0
