Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Deferred Long Term Asset Charges,Long Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings,Change To Inventory,Change To Account Receivables
2017-09-29,82.33999633789062,83.48999786376953,82.06999969482422,82.54000091552734,78.04178619384766,442800,OSK,1.1092804611317937,1.1089899172878768,0.9323523600772816,1.0206479989635429,0.0886324621682508,0.0187295285654307,-0.1569408389139213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,83.12000274658203,84.25,82.6500015258789,84.06999969482422,79.4884033203125,595500,OSK,1.0427025280687503,1.073181366895537,0.9310557243971996,1.012478214064533,0.0302243140042173,-0.0155261888658626,-0.1580751540797341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,84.13999938964844,84.30999755859375,82.93000030517578,83.4000015258789,78.85492706298828,351300,OSK,1.0435250805632106,1.0900992126976152,0.936485122932972,1.0113391723313174,0.0321859082318931,0.0001358376927131,-0.1453155192876001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,83.37999725341797,83.86000061035156,83.02999877929688,83.2300033569336,78.69420623779297,347300,OSK,1.04097063513908,1.0956993320249622,0.950360493618419,1.0126829906128405,0.0282876445262394,0.0072156450033957,-0.139598872978245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,83.66000366210938,84.97000122070312,83.4000015258789,84.48999786376953,79.88552856445312,775500,OSK,1.0429634689223968,1.0701012419733589,0.9529713995818448,1.0121464877707815,0.0308169811516152,-0.0126992337097537,-0.1449503491894143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,84.30999755859375,84.44000244140625,83.4800033569336,84.23999786376953,79.64913177490234,371200,OSK,1.0362063497369818,1.0850626895934787,0.9745434071302904,1.0081446760609294,0.0280616736760523,-0.0098805332335574,-0.1260296593054731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,84.70999908447266,84.70999908447266,83.48999786376953,84.08999633789062,79.50731658935547,369500,OSK,1.0114162662722648,1.1005928021799445,0.9700622280599044,1.0143616235707735,-0.0029453572985087,-0.0031226227727081,-0.1284199181167925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,84.80000305175781,84.81999969482422,83.98999786376953,84.58999633789062,79.98006439208984,552800,OSK,0.9913701486776824,1.0790317067956787,0.9637341725724156,1.008797349947511,-0.0174272012698285,-0.0138189693482668,-0.12556314012154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,84.7300033569336,85.68000030517578,84.55000305175781,85.55000305175781,80.88774108886719,645000,OSK,0.9924023671496582,1.0636411517019524,0.9502158908248332,1.0091988628593096,-0.0167964957096513,-0.0375910560407539,-0.1378811593681604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,85.56999969482422,87.61000061035156,85.56999969482422,87.30000305175781,82.5423812866211,549300,OSK,0.9794960622497746,1.0470294144696437,0.8589369899884416,1.0112728774332036,-0.031776815183429,-0.0516555113537089,-0.2170981109766878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,87.94000244140625,88.19999694824219,86.94999694824219,87.05000305175781,82.30601501464844,344200,OSK,0.98575520943892,1.092659779640627,0.8596707419919922,1.0098252549340063,-0.0240700454950865,-0.015589718746648,-0.2172198618516247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,87.79000091552734,88.19999694824219,87.41000366210938,87.83000183105469,83.04350280761719,399500,OSK,0.9597603162904772,1.073022555191803,0.8330281336756127,1.0047827275420922,-0.0450224112516149,-0.0420392099499047,-0.2525658636845937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,87.55000305175781,87.66999816894531,86.76000213623047,86.9000015258789,82.1641845703125,488400,OSK,0.9762632616191916,1.0857757109386723,0.8371982568427058,1.016827126331923,-0.0405638647127314,-0.0352200592306439,-0.2497400294720945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,87.05000305175781,87.23999786376953,86.76000213623047,86.87000274658203,82.13581848144531,472000,OSK,0.9843347013191704,1.0740295155747333,0.8354035490101624,1.016900814218988,-0.0325661128998174,-0.0425542085225731,-0.2405917954144928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,86.51000213623047,87.18000030517578,85.5,87.02999877929688,82.28709411621094,677300,OSK,0.9977348363094491,1.0984416719654306,0.8210408497159251,1.0195478153138224,-0.0218129790043732,-0.0181092303737708,-0.2567926916018991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,87.27999877929688,87.4000015258789,86.5999984741211,87.12999725341797,82.38164520263672,421600,OSK,0.9924465131131188,1.1076544599718074,0.8170974854710539,1.0187296628598663,-0.0262831497467475,-0.0092710658057371,-0.2483765237534102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,87.30000305175781,87.6500015258789,86.81999969482422,87.08999633789062,82.34383392333984,466500,OSK,0.9891021665860124,1.0671710319614498,0.8305216422799616,1.0231439317955078,-0.0340417652094954,-0.0470671210032322,-0.2379355095856269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
