,Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
0,Intangible Assets,951607000.0,928879000.0,961810000.0,891767000.0
1,Capital Surplus,1885142000.0,1868250000.0,1852173000.0,1828131000.0
2,Total Liab,5786593000.0,5260232000.0,5659064000.0,4998381000.0
3,Total Stockholder Equity,8534316000.0,8119841000.0,7433814000.0,7059162000.0
4,Minority Interest,6842000.0,6607000.0,6245000.0,37310000.0
5,Deferred Long Term Liab,59847000.0,69039000.0,,
6,Other Current Liab,60364000.0,59108000.0,62135000.0,47914000.0
7,Total Assets,14327751000.0,13386680000.0,13099123000.0,12094853000.0
8,Common Stock,776000.0,790000.0,797000.0,818000.0
9,Other Current Assets,31343000.0,27679000.0,74919000.0,104425000.0
10,Retained Earnings,7559191000.0,7232337000.0,6588197000.0,6004506000.0
11,Other Liab,823732000.0,801106000.0,877224000.0,783131000.0
12,Good Will,2650831000.0,2570027000.0,2520966000.0,2471459000.0
13,Treasury Stock,-910793000.0,-981536000.0,-1007353000.0,-774293000.0
14,Other Assets,447292000.0,436397000.0,407149000.0,387870000.0
15,Cash,768625000.0,134785000.0,119050000.0,84884000.0
16,Total Current Liabilities,2371248000.0,2712583000.0,3266239000.0,2655355000.0
17,Deferred Long Term Asset Charges,387445000.0,367358000.0,407149000.0,387870000.0
18,Short Long Term Debt,369230000.0,352717000.0,401036000.0,63037000.0
19,Other Stockholder Equity,-695145000.0,-765824000.0,-791608000.0,-558527000.0
20,Property Plant Equipment,4914367000.0,5021920000.0,4699902000.0,4270790000.0
21,Total Current Assets,5363654000.0,4429457000.0,4509296000.0,4072967000.0
22,Net Tangible Assets,4931878000.0,4620935000.0,3951038000.0,3695936000.0
23,Short Term Investments,571741000.0,42500000.0,,
24,Net Receivables,1709493000.0,1526619000.0,1606159000.0,1558159000.0
25,Long Term Debt,2318789000.0,1493174000.0,1510431000.0,1559895000.0
26,Inventory,1913020000.0,2282328000.0,2287615000.0,1948663000.0
27,Accounts Payable,1016897000.0,824956000.0,811879000.0,810034000.0
0,Investments,-529241000.0,10500000.0,30867000.0,-83904000.0
1,Change To Liabilities,255466000.0,-52065000.0,-69847000.0,25365000.0
2,Total Cashflows From Investing Activities,-954798000.0,-616044000.0,-1332203000.0,-1240701000.0
3,Net Borrowings,15392000.0,-677992000.0,517932000.0,6540000.0
4,Total Cash From Financing Activities,-188185000.0,-789877000.0,198029000.0,-6995000.0
5,Change To Operating Activities,-63412000.0,-6995000.0,-72518000.0,-41442000.0
6,Net Income,515595000.0,744211000.0,861704000.0,971638000.0
7,Change In Cash,633840000.0,15735000.0,34166000.0,-36781000.0
8,Repurchase Of Stock,-192164000.0,-108857000.0,-284069000.0,-13902000.0
9,Effect Of Exchange Rate,6984000.0,2895000.0,-13004000.0,17320000.0
10,Total Cash From Operating Activities,1769839000.0,1418761000.0,1181344000.0,1193595000.0
11,Depreciation,721405000.0,686336000.0,521765000.0,446672000.0
12,Change To Inventory,357516000.0,7212000.0,-255391000.0,-153245000.0
13,Change To Account Receivables,-54977000.0,81953000.0,13856000.0,-60566000.0
14,Other Cashflows From Financing Activities,-11413000.0,-3028000.0,-35834000.0,-1478000.0
15,Change To Netincome,38246000.0,-41891000.0,181775000.0,5173000.0
16,Capital Expenditures,-425557000.0,-545462000.0,-794110000.0,-905998000.0
17,Issuance Of Stock,,,,1845000.0
