,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-21000000.0,-116000000.0,-29000000.0,236000000.0
Change To Liabilities,29000000.0,-165000000.0,133000000.0,204000000.0
Total Cashflows From Investing Activities,-199000000.0,-180000000.0,-136000000.0,141000000.0
Net Borrowings,1000000.0,71000000.0,-2000000.0,-53000000.0
Total Cash From Financing Activities,-141000000.0,-23000000.0,-717000000.0,-710000000.0
Change To Operating Activities,135000000.0,-350000000.0,250000000.0,37000000.0
Net Income,222000000.0,206000000.0,666000000.0,338000000.0
Change In Cash,211000000.0,-67000000.0,-238000000.0,96000000.0
Repurchase Of Stock,-67000000.0,-62000000.0,-74000000.0,-1000000.0
Effect Of Exchange Rate,2000000.0,-17000000.0,15000000.0,8000000.0
Total Cash From Operating Activities,549000000.0,153000000.0,600000000.0,657000000.0
Depreciation,129000000.0,128000000.0,135000000.0,141000000.0
Other Cashflows From Investing Activities,-1000000.0,-1000000.0,-1000000.0,-7000000.0
Change To Inventory,-52000000.0,-81000000.0,196000000.0,-171000000.0
Change To Account Receivables,47000000.0,382000000.0,-488000000.0,189000000.0
Other Cashflows From Financing Activities,-75000000.0,-19000000.0,610000000.0,-30000000.0
Change To Netincome,39000000.0,33000000.0,-292000000.0,-81000000.0
Capital Expenditures,-63000000.0,-47000000.0,-92000000.0,-57000000.0
Dividends Paid,,-13000000.0,-13000000.0,-626000000.0
