Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Deferred Long Term Asset Charges,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Dividends Paid
2017-09-29,85.08000183105469,85.9000015258789,85.0,85.77999877929688,84.14610290527344,2324400,DHR,1.0756586290317756,1.0988699268976767,1.1509667339365928,1.0206479989635429,0.0550106300682327,0.0086095381752306,0.0616735349453898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,86.0,86.83000183105469,85.86000061035156,86.5199966430664,84.87199401855469,1910600,DHR,1.0738558739024744,1.096300796937023,1.1478474861704182,1.012478214064533,0.0613776598379414,0.0075932411756234,0.0587166076934844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,86.80000305175781,86.88999938964844,86.0999984741211,86.5199966430664,84.87199401855469,1235000,DHR,1.0715441866134643,1.1025515037203997,1.1506303024484503,1.0113391723313174,0.0602050142821468,0.0125881287154976,0.0688296602278781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,86.25,87.05000305175781,86.25,86.87999725341797,85.22515106201172,1586800,DHR,1.071938281731802,1.1367147478060995,1.1594869618376975,1.0126829906128405,0.0592552911189614,0.0482310607845331,0.0695275952410334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,86.95999908447266,87.11000061035156,86.5199966430664,86.97000122070312,85.3134536743164,1555000,DHR,1.064964825810294,1.131277418004767,1.172935570399577,1.0121464877707815,0.0528183380395124,0.0484769423216544,0.0750138216283178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,86.98999786376953,87.69999694824219,86.87999725341797,87.62999725341797,85.96086883544922,2074600,DHR,1.0635627048504122,1.126757168216775,1.172229355600479,1.0081446760609294,0.0554180287894827,0.0318139453897388,0.0716562891647154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,87.63999938964844,87.69999694824219,86.69999694824219,87.02999877929688,85.37229919433594,2247100,DHR,1.0713546783810213,1.1437312587992154,1.1699369021292203,1.0143616235707735,0.0569930548102477,0.0400158338465628,0.0714547559525233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,86.83999633789062,87.41999816894531,86.83999633789062,87.16999816894531,85.5096206665039,1874800,DHR,1.0666514571797774,1.142813423761079,1.166216969665282,1.008797349947511,0.0578541072322664,0.0499627476171333,0.0769196569713264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,87.19999694824219,87.48999786376953,86.93000030517578,86.95999908447266,85.30362701416016,1372500,DHR,1.060717470668998,1.1469555672401466,1.1674182001351054,1.0091988628593096,0.0515186078096883,0.0457233594974402,0.0793211499421118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,86.98999786376953,87.44999694824219,86.7699966430664,87.02999877929688,85.37229919433594,2042700,DHR,1.0723887342159255,1.1477588128885308,1.1537999652901834,1.0112728774332036,0.0611158567827219,0.0490738870651781,0.0777648643250539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,86.83000183105469,87.11000061035156,86.62000274658203,86.83999633789062,85.1859130859375,2042700,DHR,1.073123001878646,1.1597271879204922,1.1608296027903124,1.0098252549340063,0.0632977469446394,0.0514776895332171,0.0839389989466954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,86.97000122070312,87.2300033569336,85.95999908447266,86.12999725341797,84.48944091796875,2877900,DHR,1.0730291127124307,1.1624268118690289,1.1854233262899354,1.0047827275420922,0.0682463851703385,0.0473650467273212,0.0998293289297289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,85.44999694824219,85.94999694824219,83.80999755859375,85.26000213623047,83.63600158691406,4838000,DHR,1.0975838365866843,1.174053472899668,1.1958723586154705,1.016827126331923,0.0807567102547612,0.0530577027303518,0.1089340723006702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,85.38999938964844,86.18000030517578,85.0999984741211,86.05000305175781,84.41098022460938,3369300,DHR,1.084253080012538,1.1799174903352485,1.169504631090836,1.016900814218988,0.0673522657935501,0.063333766237942,0.0935092866661806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
