,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,0.0,0.0,2496000.0,0.0
Total Cashflows From Investing Activities,-3022000.0,-1449000.0,-761000.0,-3221000.0
Total Cash From Financing Activities,-23833000.0,-21329000.0,-77562000.0,-77562000.0
Change To Operating Activities,-3827000.0,-13485000.0,-23474000.0,10529000.0
Net Income,57046000.0,50052000.0,44791000.0,46275000.0
Change In Cash,17247000.0,29609000.0,-32735000.0,57395000.0
Repurchase Of Stock,-2504000.0,-2504000.0,-2504000.0,-2504000.0
Total Cash From Operating Activities,44102000.0,52387000.0,45588000.0,60616000.0
Depreciation,3858000.0,3838000.0,3622000.0,3760000.0
Dividends Paid,-21329000.0,-21329000.0,-21329000.0,-21329000.0
Change To Netincome,-235000.0,-147000.0,-2013000.0,-678000.0
Capital Expenditures,-3012000.0,-1449000.0,-760000.0,-353000.0
Change To Account Receivables,,,18828000.0,18828000.0
Other Cashflows From Financing Activities,,,250.0,250.0
