Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2017-09-29,407.0,410.0,403.489990234375,404.1000061035156,379.8910827636719,6300,TPL,1.007720750938022,1.1225934107636313,1.3092643950312457,1.0206479989635429,-0.0129272480255209,0.0323330220411852,0.2199711960400427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,404.6799926757813,410.3500061035156,401.2699890136719,410.2200012207031,385.6444091796875,11600,TPL,0.9962459629798566,1.099702487877465,1.3137819903083028,1.012478214064533,-0.0162322510846764,0.0109949321160653,0.224651111831369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,411.9200134277344,414.0,403.75,404.9299926757813,380.6712951660156,14100,TPL,1.0035068599982508,1.188477050004742,1.3438862476718272,1.0113391723313174,-0.0078323123330665,0.0985136749998398,0.262085605451255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,409.75,410.0,408.6199951171875,408.7799987792969,384.2906799316406,7300,TPL,1.011228565209419,1.2270412788247422,1.3361594741351497,1.0126829906128405,-0.0014544254034214,0.1385575918031758,0.2462001075384856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,407.75,411.0,407.6900024414063,410.55999755859375,385.9640197753906,11300,TPL,1.0167576098839994,1.2230612790793016,1.313209515825116,1.0121464877707815,0.0046111221132179,0.1402608033961889,0.2152877670538568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,408.1499938964844,412.2999877929688,405.2000122070313,405.2000122070313,380.9251708984375,16600,TPL,1.0166830954524202,1.3370924862659943,1.3547045878933095,1.0081446760609294,0.0085384193914908,0.2421492634389581,0.2541315214575459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,405.2000122070313,408.3900146484375,403.3299865722656,407.1000061035156,382.7113342285156,10800,TPL,1.020953002168542,1.2971013943815668,1.3520457614556145,1.0143616235707735,0.0065913785977684,0.1933859694289141,0.2535636152789176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,409.75,413.489990234375,408.2999877929688,413.010009765625,388.2672729492188,16800,TPL,0.9951816204399964,1.2544490016381686,1.339554790940506,1.008797349947511,-0.0136157295075145,0.161598325494223,0.2502574782465503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,413.3900146484375,419.7000122070313,408.3999938964844,411.0,386.3776550292969,21800,TPL,1.0041607089839262,1.3016788087156734,1.33752442475501,1.0091988628593096,-0.0050381538753834,0.200446600972967,0.2494273745620163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,412.7000122070313,429.25,412.7000122070313,423.0400085449219,397.69635009765625,26400,TPL,0.969908332856292,1.304604904619607,1.2754934615661455,1.0112728774332036,-0.0413645445769116,0.2059199787962544,0.199458360601016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,424.7000122070313,434.989990234375,424.2900085449219,425.5199890136719,400.0278015136719,19900,TPL,0.9560302777417736,1.3158957839157754,1.2833820220167498,1.0098252549340063,-0.0537949771922329,0.2076462855285004,0.2064914181731327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,427.8999938964844,434.260009765625,425.0,425.0199890136719,399.5577392578125,18500,TPL,0.9629663320987528,1.3154675106173603,1.2851049607155371,1.0047827275420922,-0.0418163954433393,0.2004057454756527,0.1995109633553307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,425.0,426.7999877929688,411.2699890136719,411.2699890136719,386.6314697265625,13200,TPL,0.9846086632557536,1.3155106029296384,1.3296381601276803,1.016827126331923,-0.0322184630761694,0.1945148327603221,0.24269987381288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,411.260009765625,415.9800109863281,410.30999755859375,414.0,389.1979370117188,8600,TPL,0.9881401883976444,1.2747584574207742,1.3263227738712315,1.016900814218988,-0.0287606258213435,0.1581747333234677,0.2503274294465762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,410.0,412.4400024414063,406.0,408.010009765625,383.5668029785156,10500,TPL,0.9993382777255626,1.311242348761612,1.4591627769166893,1.0195478153138224,-0.0202095375882598,0.1946914464224105,0.3813292355988651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,409.3200073242188,410.9800109863281,405.0299987792969,410.239990234375,385.6631774902344,6000,TPL,0.99934187469253,1.2937793983277115,1.5235984649070922,1.0187296628598663,-0.0193877881673363,0.1768538725501669,0.458124455682628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,411.1499938964844,411.5,395.2999877929688,399.4599914550781,375.5289916992188,28800,TPL,1.0263105414286195,1.3787864677220465,1.583433655681349,1.0231439317955078,0.0031666096331117,0.2645483147573644,0.5149765038157605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,401.0,402.3200073242188,388.6499938964844,394.8800048828125,371.2233581542969,30000,TPL,1.0390500127134874,1.3663897979052877,1.602998853936458,1.023176662025299,0.015873350688188,0.2655969140588932,0.5236180336386047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,395.6199951171875,396.0,390.010009765625,393.80999755859375,370.217529296875,17400,TPL,1.039841441403419,1.363728484559925,1.6653908472043528,1.028738706809164,0.0111027345942549,0.2555146630053593,0.5715695849190483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,393.80999755859375,397.1000061035156,386.8699951171875,390.0299987792969,366.6639404296875,17500,TPL,1.0434837938803034,1.3566137854141094,1.6636259280603227,1.0357335667629224,0.007750227117381,0.252245254726668,0.5726038937394615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,390.0299987792969,396.9500122070313,377.9599914550781,396.2999877929688,372.5582885742188,29500,TPL,1.019152292883595,1.3125661964008817,1.6449848009377463,1.0327543330408862,-0.0136020401572911,0.234147242804841,0.5488560022026767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,395.5199890136719,399.989990234375,390.239990234375,395.6799926757813,371.9754638671875,10200,TPL,1.0305296822713663,1.2659218737847542,1.6718336662594109,1.0448229351223306,-0.0142932528509642,0.2198109402122754,0.5614441738645439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,409.0,430.75,397.8999938964844,407.2200012207031,382.8241271972656,34200,TPL,0.9945730283542886,1.2306124949489337,1.598150438829943,1.0378093145840102,-0.0432362862297215,0.1769561265344423,0.4905704877015195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,408.6900024414063,414.9800109863281,408.010009765625,408.6799926757813,384.1966857910156,14100,TPL,0.9937113547578325,1.2777478627383432,1.5286248535171416,1.0388512590749122,-0.0451399043170797,0.2231638443864934,0.419182247258073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,406.9200134277344,414.2200012207031,406.3500061035156,406.3500061035156,382.0062561035156,18700,TPL,0.9909683029013352,1.2259629076895928,1.5413581905321805,1.0310647944789963,-0.0400964915776611,0.2079165655695933,0.4368561792465983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,406.1799926757813,414.9700012207031,405.0,413.3699951171875,388.605712890625,8900,TPL,0.9655996718034288,1.1935068720868942,1.5886592504126016,1.0262436118253355,-0.0606439400219069,0.1678704665191417,0.4808489317232354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,412.6000061035156,421.75,412.6000061035156,417.4400024414063,392.4318542480469,14500,TPL,0.95678411584789,1.163233082724308,1.6659440974859492,1.0311845275729687,-0.0744004117250787,0.1271221535218636,0.5602158131498425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,415.0,420.0,406.2099914550781,411.9599914550781,387.2801818847656,21000,TPL,0.9672783286448802,1.1894843794090917,1.6714460548397343,1.0414917955670933,-0.074213466922213,0.1435745693814256,0.5596196957446642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,407.4100036621094,418.1000061035156,407.0400085449219,415.6300048828125,390.7302856445313,20700,TPL,0.9623945108544962,1.1960157613768163,1.7021972983844196,1.0390384642435906,-0.0766439533890943,0.1350109982790777,0.5875439929830679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,416.9800109863281,416.9800109863281,411.0199890136719,411.0199890136719,386.3964538574219,6900,TPL,0.9731887505045834,1.2168507860757376,1.6838501532092838,1.0401272810196784,-0.066938530515095,0.1412759333416453,0.5711711603829603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,413.3399963378906,414.5,408.9700012207031,412.7099914550781,387.9852600097656,5200,TPL,0.9656417221346032,1.2254124178697907,1.689578661298725,1.0393664161720684,-0.0737246940374651,0.1495191692293729,0.5762407009437969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,412.5,415.8999938964844,410.1600036621094,410.30999755859375,385.72900390625,6900,TPL,0.9735322441399896,1.2374302666040484,1.7091630030393443,1.0305050740272153,-0.0569728298872256,0.1707630518377276,0.5975304422087375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,412.1499938964844,412.9800109863281,406.510009765625,406.80999755859375,382.4386901855469,7200,TPL,0.9759101501458176,1.2438976803800204,1.6948847770754465,1.043144349882203,-0.0672341997363854,0.178956897937198,0.5812325562371956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,406.0199890136719,409.2799987792969,402.510009765625,409.2799987792969,384.7606506347656,14500,TPL,0.9779372147657048,1.2509774674276009,1.6718528324882374,1.0570826794517585,-0.0791454646860536,0.1830277491540037,0.5612247330575895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,412.4400024414063,416.489990234375,403.1000061035156,404.9400024414063,380.6806945800781,13500,TPL,1.011211590052865,1.2979700011503796,1.7244125348871606,1.0412088647392546,-0.0299972746863894,0.2274907888127615,0.6121978241240125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,413.7999877929688,413.7999877929688,407.0,409.0899963378906,384.5821228027344,10600,TPL,1.0098509068450872,1.3004472231244169,1.7408643573430127,1.0392013474275237,-0.0293504405824365,0.2251261754454514,0.6409249854253369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,411.8200073242188,411.8200073242188,400.1099853515625,407.739990234375,383.31298828125,10200,TPL,1.0260214642845769,1.3210865895990571,1.769712270309863,1.0381241126825425,-0.0121026483979655,0.2633770289701984,0.6625443185207311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,409.4299926757813,410.2300109863281,404.7999877929688,409.9700012207031,385.4093627929688,11700,TPL,1.0561749718546714,1.3149257579363964,1.7323591066785944,1.03199537924298,0.0241795926116912,0.2723242181329497,0.6267896414591898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,408.9800109863281,409.9800109863281,407.30999755859375,409.9700012207031,385.4093627929688,5300,TPL,1.0810058900503867,1.2610678168996128,1.6992978276984871,1.0328322263084138,0.0481736637419729,0.2265641705812331,0.5896737890024768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
