Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Good Will,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Change To Inventory,Change To Account Receivables
2017-09-29,53.06999969482422,54.45000076293945,52.93000030517578,54.22999954223633,54.22999954223633,2145700,DISH,0.89507655034595,0.9105661347029196,0.7162087494088556,1.0206479989635429,-0.1255714486175928,-0.1796942540195264,-0.3730844495823473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,54.0099983215332,54.27999877929688,53.459999084472656,53.83000183105469,53.83000183105469,1471300,DISH,0.9060003492258496,0.9143600138669876,0.7185584058973815,1.012478214064533,-0.1064778648386833,-0.174347541894412,-0.3705724725795523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,53.84999847412109,54.34000015258789,53.68999862670898,54.31999969482422,54.31999969482422,898000,DISH,0.8886229883827299,0.9002209462556063,0.7093151508792837,1.0113391723313174,-0.1227161839485875,-0.1897424287492957,-0.3724854913412885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,54.209999084472656,54.650001525878906,53.88999938964844,54.09000015258789,54.09000015258789,1352200,DISH,0.8887040036830977,0.8979478564948835,0.720465910718594,1.0126829906128405,-0.1239789869297428,-0.1905358305266828,-0.36949345587807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,54.25,54.77000045776367,53.9900016784668,54.02999877929688,54.02999877929688,1432900,DISH,0.9405885775125602,0.8959837301710576,0.7160836479887936,1.0121464877707815,-0.0715579102582213,-0.186816745512055,-0.3818381007824655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,53.880001068115234,54.11000061035156,53.27999877929688,53.33000183105469,53.33000183105469,1726600,DISH,0.9388711414907148,0.9234951867434804,0.7333583211613045,1.0081446760609294,-0.0692735345702145,-0.1714480360835557,-0.3672147452744591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,53.27999877929688,53.47999954223633,51.630001068115234,51.68000030517578,51.68000030517578,2821400,DISH,0.942917942230662,0.9574303260458936,0.745356041607954,1.0143616235707735,-0.0714436813401114,-0.146285098906759,-0.3531261045687429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,52.02999877929688,52.36000061035156,51.470001220703125,51.70000076293945,51.70000076293945,3160100,DISH,0.972920667210464,0.928239864028549,0.7201160346775899,1.008797349947511,-0.0358766827370469,-0.1646108121153966,-0.3691812780163657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,51.75,51.97999954223633,51.38999938964844,51.650001525878906,51.650001525878906,1937200,DISH,0.983736686780793,0.8799612666064882,0.7217811747908269,1.0091988628593096,-0.0254621760785166,-0.2212709411362181,-0.3663158754021667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,51.380001068115234,51.45000076293945,48.72999954223633,49.02999877929688,49.02999877929688,5235600,DISH,1.0373241255683532,0.921068753248289,0.7501529613504169,1.0112728774332036,0.0260512481351495,-0.1776161725750636,-0.3258821396147126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
