Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Inventory,Accounts Payable,Short Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
2017-09-29,85.1500015258789,86.72000122070312,84.94000244140625,86.55999755859375,86.55999755859375,480300,MASI,1.0138632695411576,1.014209835855194,0.9818622950657842,1.0206479989635429,-0.0067847294223852,-0.0760505528672519,-0.1074309039254187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,87.2300033569336,87.86000061035156,86.63999938964844,86.88999938964844,86.88999938964844,351400,MASI,1.011969167025351,1.0253193343732985,0.986304494766195,1.012478214064533,-0.0005090470391819,-0.0633882213881011,-0.1028263837107388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,86.80000305175781,87.08000183105469,85.02999877929688,85.44999694824219,85.44999694824219,287900,MASI,0.9887653701725216,1.0263311887695308,1.0043300498513317,1.0113391723313174,-0.0225738021587957,-0.0636321862353712,-0.0774705923692404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,85.44999694824219,86.62999725341797,85.2300033569336,86.5999984741211,86.5999984741211,243200,MASI,0.993071611031259,1.0215935655835011,1.0015012111443784,1.0126829906128405,-0.0196113795815815,-0.0668901214380652,-0.0884581554522856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,86.68000030517578,87.19000244140625,86.1500015258789,87.11000061035156,87.11000061035156,311200,MASI,0.9971300654546168,0.9884054399132852,1.0149236946693734,1.0121464877707815,-0.0150164223161647,-0.0943950357698274,-0.0829980541018857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,87.0999984741211,87.4800033569336,86.86000061035156,87.13999938964844,87.13999938964844,230300,MASI,1.0070002365690174,0.9843929238021876,1.0182465455407617,1.0081446760609294,-0.001144439491912,-0.1105502990248485,-0.0823265208950019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,87.1500015258789,87.30999755859375,85.91999816894531,85.94000244140625,85.94000244140625,147200,MASI,1.048289431912849,0.9968582235886596,1.0381661471505446,1.0143616235707735,0.0339278083420755,-0.106857201363993,-0.0603159990261523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,85.88999938964844,86.1500015258789,84.94999694824219,85.08000183105469,85.08000183105469,269900,MASI,1.0470145735062737,1.0183356549720282,1.053831708186247,1.008797349947511,0.0382172235587627,-0.0745150211719174,-0.0354656045077086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,85.08000183105469,85.52999877929688,84.9000015258789,85.16999816894531,85.16999816894531,395900,MASI,1.0154984116848969,1.0169073907756794,1.053892263308264,1.0091988628593096,0.0062995488255872,-0.0843248169670269,-0.0342047868847297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,84.95999908447266,85.83999633789062,84.79000091552734,85.51000213623047,85.51000213623047,229800,MASI,1.0019880501075709,1.0092386960097224,1.0388258637806482,1.0112728774332036,-0.0092848273256327,-0.0894462298136302,-0.0372092371844812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,85.38999938964844,85.44000244140625,84.94999694824219,85.01000213623047,85.01000213623047,215800,MASI,1.0167038952271723,1.0417597380679315,1.0450534537750336,1.0098252549340063,0.0068786402931657,-0.0664897603193435,-0.0318371500685834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,84.93000030517578,85.73999786376953,84.58000183105469,84.97000122070312,84.97000122070312,356000,MASI,1.016476421157657,1.037660314255268,1.0666116976744937,1.0047827275420922,0.0116936936155647,-0.0774014508864395,-0.0189822996857127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,84.91000366210938,85.80000305175781,84.75,85.5,85.5,253800,MASI,1.0115789223832694,1.0280701932851335,1.0658479210926075,1.016827126331923,-0.0052482039486536,-0.0929255768841827,-0.0210903652221927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,85.36000061035156,87.12999725341797,85.36000061035156,86.61000061035156,86.61000061035156,560900,MASI,0.9993072675421898,1.033829815085183,1.036023585320344,1.016900814218988,-0.0175935466767981,-0.0827539090121234,-0.0399717591043111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,86.4800033569336,86.77999877929688,85.41000366210938,85.83999633789062,85.83999633789062,247000,MASI,1.0173579398500785,1.0624417618711572,1.067684126699149,1.0195478153138224,-0.0021898754637439,-0.0541091404680442,-0.0101494146186751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,86.52999877929688,86.8499984741211,86.23999786376953,86.62999725341797,86.62999725341797,221100,MASI,1.0225095768147423,1.056677869303703,1.059101961317216,1.0187296628598663,0.0037799139548759,-0.0602476564738414,-0.0063720479072482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,86.80999755859375,89.13999938964844,86.41000366210938,88.6500015258789,88.6500015258789,543400,MASI,0.9908628857975618,1.061252117447405,1.078510986629153,1.0231439317955078,-0.032281045997946,-0.0529860355172771,0.0100538347635643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,88.5,88.91999816894531,85.75,87.13999938964844,87.13999938964844,481400,MASI,1.0095249235353252,1.09238011370372,1.1229056593927969,1.023176662025299,-0.0136517384899741,-0.0084127701426746,0.0435248390949436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,87.0,87.05999755859375,85.62999725341797,86.58999633789062,86.58999633789062,298500,MASI,1.0078531046764605,1.0883474055828242,1.1389306723348047,1.028738706809164,-0.0208856021327035,-0.0198664159717414,0.0451094100495002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,86.72000122070312,87.63999938964844,86.26000213623047,87.08000183105469,87.08000183105469,344600,MASI,1.0019522067681526,1.067179586025627,1.130454758514949,1.0357335667629224,-0.0337813599947698,-0.0371889446618143,0.0394327241940877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,87.44999694824219,88.33000183105469,86.2300033569336,88.20999908447266,88.20999908447266,328200,MASI,1.0015871147387083,1.0529418231199976,1.1074708474699704,1.0327543330408862,-0.0311672183021778,-0.025477130476043,0.0113420487349007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,88.0,88.2300033569336,86.3499984741211,86.83999633789062,86.83999633789062,431400,MASI,1.0230308623254438,1.0297098334852066,1.1340396995613888,1.0448229351223306,-0.0217920727968867,-0.0164011000872721,0.0236502071665218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,86.9000015258789,88.0999984741211,86.51000213623047,87.76000213623047,87.76000213623047,442900,MASI,1.0127620224467284,0.992023649036037,1.1206699644497695,1.0378093145840102,-0.0250472921372817,-0.0616327193784542,0.013090013321346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,89.51000213623047,91.04000091552734,86.06999969482422,87.93000030517578,87.93000030517578,970800,MASI,1.006141259111261,0.9744114637530876,1.0990560565704897,1.0388512590749122,-0.032709999963651,-0.0801725545987621,-0.0103865496885788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,88.30000305175781,88.81999969482422,84.44999694824219,84.48999786376953,84.48999786376953,715500,MASI,1.0428453407280098,0.971239195566156,1.1385962762521749,1.0310647944789963,0.0117805462490134,-0.0468071465538434,0.0340942649665927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,84.63999938964844,86.19999694824219,84.05000305175781,86.0,86.0,385300,MASI,1.0129069838412972,0.9705814095430596,1.1209302503009175,1.0262436118253355,-0.0133366279840385,-0.0550549960246928,0.0131199316115513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,85.83000183105469,86.9800033569336,85.69999694824219,86.86000061035156,86.86000061035156,268800,MASI,0.9845728303261668,0.9769744417920064,1.11409159524613,1.0311845275729687,-0.0466116972468019,-0.0591364874104379,0.0083633109100234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,87.04000091552734,87.80999755859375,86.54000091552734,87.75,87.75,359400,MASI,0.98005698005698,0.9629629629629628,1.1062108227330396,1.0414917955670933,-0.0614348155101132,-0.0829468470647032,-0.0056155363620304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,87.79000091552734,90.11000061035156,87.5,90.08999633789062,90.08999633789062,572700,MASI,0.949050987629354,0.9420580108391776,1.0849151053041102,1.0390384642435906,-0.0899874766142365,-0.118946752258561,-0.0297382000972414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,89.18000030517578,90.41999816894533,88.11000061035156,89.08000183105469,89.08000183105469,676900,MASI,0.9554333055781424,0.9647507933867848,1.09901211847247,1.0401272810196784,-0.084693975441536,-0.1108240593473074,-0.0136668743538534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,89.04000091552734,89.04000091552734,86.16000366210938,86.48999786376953,86.48999786376953,364600,MASI,0.994103427917304,1.002196814037451,1.1387443669371018,1.0393664161720684,-0.0452629882547643,-0.0736964346029667,0.0254064065821737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,85.94000244140625,85.94000244140625,85.0,85.68000030517578,85.68000030517578,368100,MASI,0.9880952773175375,0.9988328842931266,1.1552287932351275,1.0305050740272153,-0.0424097967096777,-0.0678343304731942,0.0435962324045207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
