Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Long Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments
2017-10-20,78.80999755859375,79.7300033569336,78.7300033569336,79.5999984741211,62.15415191650391,399600,MSM,1.0388653325672124,1.2545387568833346,1.124161052818029,1.0187296628598663,0.020135669707346,0.13761323110579,0.0586870435935649,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-23,79.5999984741211,80.44999694824219,79.02999877929688,80.18000030517578,62.607032775878906,605500,MSM,1.022442401799945,1.2150404294208563,1.117172508164424,1.0231439317955078,-0.0007015299955628,0.1008022764561742,0.0487153562988353,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-24,80.25,81.1500015258789,77.29000091552734,77.5199966430664,60.5300178527832,847200,MSM,1.057266636924683,1.2421090524132192,1.1875753462358252,1.023176662025299,0.0340899748993837,0.1413161685668247,0.1081945259379719,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-25,76.93000030517578,78.0999984741211,75.66000366210938,76.68000030517578,59.87413024902344,503100,MSM,1.0793439249768917,1.23921579770795,1.2051018741250756,1.028738706809164,0.0506052181677276,0.1310019761533845,0.1112806118397711,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-26,76.87999725341797,78.62999725341797,76.68000030517578,78.5199966430664,61.31084442138672,460500,MSM,1.0750634477892669,1.2054073257853433,1.1862048111436654,1.0357335667629224,0.0393298810263444,0.1010387950979019,0.0951827768228041,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-27,78.38999938964844,78.52999877929688,76.5999984741211,78.52999877929688,61.318660736083984,527700,MSM,1.1081054195826274,1.1776711660382004,1.2001950440326583,1.0327543330408862,0.0753510865417412,0.0992522124421597,0.1040662452975886,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-30,78.1500015258789,80.11000061035156,77.77999877929688,79.5,62.0760612487793,974500,MSM,1.1397605597096074,1.1407666516293655,1.1777339543179453,1.0448229351223306,0.0949376245872768,0.0946557180568867,0.0673444619230783,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-31,83.62999725341797,85.0,80.97000122070312,82.9000015258789,64.73088836669922,961200,MSM,1.0966560185054772,1.106312085217034,1.130168555091711,1.0378093145840102,0.058846703921467,0.0526557168025427,0.0225886039632876,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-11-01,84.0,84.33999633789062,80.27999877929688,80.80000305175781,63.09116363525391,793800,MSM,1.1559104345675697,1.1405767106415936,1.1523538648416436,1.0388512590749122,0.1170591754926575,0.0859926922897438,0.042911258582575,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-11-02,81.0,83.05000305175781,80.94000244140625,82.33000183105469,64.28582763671875,905400,MSM,1.1007046937173095,1.090489376307252,1.1358888222175172,1.0310647944789963,0.0696398992383131,0.0724430341872526,0.031386810931935,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-11-03,82.2699966430664,83.05000305175781,81.63999938964844,81.95999908447266,63.99690628051758,277600,MSM,1.098063738923804,1.101710765804712,1.1626467052983045,1.0262436118253355,0.0718201270984681,0.0760743602369595,0.0548363866089383,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-11-06,81.97000122070312,82.9000015258789,81.63999938964844,81.91000366210938,63.9578742980957,268200,MSM,1.105488891233557,1.093115286356642,1.1791526903605254,1.0311845275729687,0.0743043636605882,0.0570043571541976,0.0734244060244186,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-11-07,82.05999755859375,82.08000183105469,81.47000122070312,81.70999908447266,63.80170822143555,331100,MSM,1.1142276924659056,1.0978968008521257,1.1758043459479044,1.0414917955670933,0.0727358968988123,0.0519869908244596,0.0639779868528342,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-11-08,81.5,82.25,81.16000366210938,81.45999908447266,63.60649490356445,270400,MSM,1.1143130638660852,1.1006448878890391,1.186417154165383,1.0390384642435906,0.0752745996224946,0.0396401247913005,0.0717638487640313,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-11-09,80.83000183105469,81.45999908447266,79.25,79.97000122070312,62.44306564331055,595900,MSM,1.1277780815348455,1.1308979890433637,1.182914611851922,1.0401272810196784,0.087650800515167,0.0553231363092714,0.0702356190255986,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-11-10,80.06999969482422,81.77999877929688,79.44999694824219,80.4000015258789,62.7788200378418,536800,MSM,1.1182430722416252,1.1169182937616375,1.1570735070979434,1.0393664161720684,0.0788766560695568,0.0410250451212197,0.0437355467430153,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-11-13,79.58999633789062,79.63999938964844,78.58000183105469,79.2300033569336,62.23680114746094,503100,MSM,1.123185749755256,1.1213118918021718,1.170985186396522,1.0305050740272153,0.0926806757280407,0.054644677035851,0.0593526255659151,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-11-14,78.79000091552734,80.0,78.79000091552734,79.93000030517578,62.78667449951172,490800,MSM,1.147253655261663,1.1143868304256297,1.157182114507736,1.043144349882203,0.1041093053794599,0.0494460479828073,0.043529893669485,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
