Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Long Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments
2017-09-29,74.81999969482422,76.3499984741211,74.73999786376953,75.56999969482422,59.00739669799805,599800,MSM,1.0969961731745972,1.3112555989018928,1.180938731035169,1.0206479989635429,0.0763481742110543,0.2209952101794468,0.0916455320439662,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-02,75.31999969482422,75.81999969482422,74.6500015258789,75.62999725341797,59.05425643920898,452800,MSM,1.0683592926142516,1.2962487078281055,1.2127906978997554,1.012478214064533,0.0558810785497185,0.2075411520667058,0.1236598194228215,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-03,75.95999908447266,76.23999786376953,75.62000274658203,75.81999969482422,59.20260238647461,444000,MSM,1.0858615169830008,1.3053397550595192,1.1867904902488833,1.0113391723313174,0.0745223446516833,0.2153763800546171,0.1049898480283111,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-04,75.83000183105469,76.25,74.37000274658203,74.58000183105469,58.2343864440918,557000,MSM,1.0989539031540774,1.3178703107175225,1.2227785058033336,1.0126829906128405,0.0862709125412368,0.229386623695956,0.1328191392066695,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-05,74.80999755859375,75.98999786376953,74.76000213623047,75.94000244140625,59.29631423950195,470300,MSM,1.0786146680173978,1.2257797182262449,1.1980627081286344,1.0121464877707815,0.0664681802466162,0.1429792425431322,0.1001409593573752,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-06,75.52999877929688,76.7300033569336,75.13999938964844,76.06999969482422,59.39782333374024,553100,MSM,1.0741421931061526,1.2583340221233574,1.2151675352485485,1.0081446760609294,0.0659975170452231,0.1633907992963212,0.1145944688127849,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-09,76.3499984741211,76.6500015258789,75.62000274658203,75.70999908447266,59.11671829223633,345500,MSM,1.0759476632165788,1.2667237655475128,1.204797570744397,1.0143616235707735,0.0615860396458052,0.1630083405948601,0.1063154245677,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-10,76.19000244140625,76.29000091552734,74.7699966430664,75.20999908447266,58.72630310058594,464300,MSM,1.0632895712226014,1.257649686763304,1.19289357643269,1.008797349947511,0.0544922212750904,0.1647990106193584,0.1035962637387344,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-11,74.0199966430664,74.52999877929688,72.51000213623047,74.44000244140625,58.12507247924805,610600,MSM,1.0800643742896878,1.2335380021144389,1.209886317897343,1.0091988628593096,0.0708655114303782,0.1323057943717325,0.1217892677043492,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-12,74.33000183105469,76.04000091552734,74.33000183105469,75.70999908447266,59.11671829223633,487700,MSM,1.0527783501073396,1.2322316191817395,1.1716935556881538,1.0112728774332036,0.0415054726741359,0.1335466933583868,0.0956584547230243,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-13,76.05999755859375,77.38999938964844,75.94000244140625,76.2699966430664,59.553977966308594,677700,MSM,1.054281790127134,1.25397256086742,1.1683001191797084,1.0098252549340063,0.0444565351931274,0.1457230624801448,0.0914095153360914,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-16,76.30000305175781,76.36000061035156,75.41000366210938,75.56999969482422,59.00739669799805,467200,MSM,1.0514008042830447,1.2590251049960774,1.175481811831643,1.0047827275420922,0.0466180767409525,0.1439633398543698,0.0898878144714365,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-17,75.95999908447266,79.2300033569336,75.95999908447266,78.93000030517578,61.631004333496094,1289300,MSM,1.0279282291539136,1.2158163696681608,1.134477802265112,1.016827126331923,0.0111011028219905,0.0948205994988444,0.0475395159503118,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-18,79.0,79.91999816894531,78.54000091552734,78.7300033569336,61.474830627441406,583700,MSM,1.0343730146920391,1.2693016767091163,1.1185956811861155,1.016900814218988,0.0174722004730512,0.1527179526118098,0.0426003367614602,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
2017-10-19,78.6500015258789,79.04000091552734,78.16000366210938,78.37999725341797,61.2015380859375,429000,MSM,1.044510850920391,1.2794894866593665,1.1267103376196488,1.0195478153138224,0.0249630356065686,0.1629385843201649,0.0488767963018246,110429000.0,626995000.0,873772000.0,1225140000.0,,4778000.0,2098912000.0,66000.0,,1168812000.0,115056000.0,633728000.0,-570733000.0,5846000.0,16083000.0,557725000.0,331986000.0,-17263000.0,316305000.0,1005579000.0,480983000.0,471795000.0,200991000.0,464959000.0,121266000.0,27025000.0,12184000.0,-88893000.0,-73675000.0,-194746000.0,-6880000.0,31130000.0,231431000.0,-36807000.0,-49182000.0,-9000.0,246841000.0,62980000.0,-102216000.0,-15871000.0,-72230000.0,-803000.0,35133000.0,-46548000.0,27025000.0
