,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-275000000.0,33000000.0,930000000.0,388000000.0
Change To Liabilities,-118000000.0,149000000.0,642000000.0,-449000000.0
Total Cashflows From Investing Activities,-674000000.0,-904000000.0,-505000000.0,1296000000.0
Net Borrowings,998000000.0,-7671000000.0,-4800000000.0,4030000000.0
Total Cash From Financing Activities,303000000.0,-2929000000.0,-2624000000.0,2025000000.0
Change To Operating Activities,186000000.0,-418000000.0,-1564000000.0,1142000000.0
Issuance Of Stock,56000000.0,47000000.0,85000000.0,265000000.0
Net Income,681000000.0,-959000000.0,-5065000000.0,2916000000.0
Change In Cash,1700000000.0,-2851000000.0,-2890000000.0,3268000000.0
Repurchase Of Stock,-275000000.0,-25000000.0,-25000000.0,-25000000.0
Effect Of Exchange Rate,7000000.0,-88000000.0,-244000000.0,165000000.0
Total Cash From Operating Activities,2064000000.0,1070000000.0,483000000.0,-275000000.0
Depreciation,1177000000.0,1000000000.0,909000000.0,464000000.0
Other Cashflows From Investing Activities,-7000000.0,-13000000.0,-3000000.0,-314000000.0
Dividends Paid,-388000000.0,-194000000.0,-194000000.0,-988000000.0
Change To Inventory,104000000.0,74000000.0,-498000000.0,-1105000000.0
Change To Account Receivables,187000000.0,-361000000.0,-1522000000.0,-693000000.0
Other Cashflows From Financing Activities,-88000000.0,4914000000.0,2091000000.0,-1282000000.0
Change To Netincome,-153000000.0,1585000000.0,7581000000.0,-2587000000.0
Capital Expenditures,-475000000.0,-1163000000.0,-1501000000.0,-1186000000.0
