,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,1219000000.0,1110000000.0,1046000000.0,1087000000.0
Capital Surplus,32000000.0,44000000.0,32000000.0,33000000.0
Total Liab,5624000000.0,5623000000.0,6087000000.0,7647000000.0
Total Stockholder Equity,11205000000.0,11037000000.0,10836000000.0,11140000000.0
Deferred Long Term Liab,425000000.0,443000000.0,467000000.0,482000000.0
Other Current Liab,689000000.0,790000000.0,868000000.0,768000000.0
Total Assets,16829000000.0,16660000000.0,16923000000.0,18787000000.0
Common Stock,5000000.0,5000000.0,5000000.0,5000000.0
Other Current Assets,450000000.0,866000000.0,718000000.0,586000000.0
Retained Earnings,11086000000.0,10907000000.0,10689000000.0,11142000000.0
Other Liab,954000000.0,998000000.0,1027000000.0,1119000000.0
Good Will,5457000000.0,5219000000.0,5031000000.0,4931000000.0
Treasury Stock,82000000.0,81000000.0,110000000.0,-40000000.0
Other Assets,1437000000.0,1471000000.0,1696000000.0,1794000000.0
Cash,1368000000.0,1973000000.0,2680000000.0,4436000000.0
Total Current Liabilities,3183000000.0,3150000000.0,3540000000.0,3296000000.0
Deferred Long Term Asset Charges,308000000.0,307000000.0,445000000.0,563000000.0
Short Long Term Debt,38000000.0,38000000.0,38000000.0,38000000.0
Other Stockholder Equity,82000000.0,81000000.0,110000000.0,-40000000.0
Property Plant Equipment,2229000000.0,2230000000.0,2264000000.0,2317000000.0
Total Current Assets,6451000000.0,6595000000.0,6851000000.0,8619000000.0
Long Term Investments,36000000.0,35000000.0,35000000.0,39000000.0
Net Tangible Assets,4529000000.0,4708000000.0,4759000000.0,5122000000.0
Short Term Investments,482000000.0,185000000.0,44000000.0,139000000.0
Net Receivables,3781000000.0,3571000000.0,3409000000.0,3458000000.0
Long Term Debt,645000000.0,654000000.0,663000000.0,2412000000.0
Accounts Payable,351000000.0,349000000.0,389000000.0,420000000.0
