Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Inventory,Accounts Payable,Short Long Term Debt,Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-09-09,47.27000045776367,48.52999877929688,46.2400016784668,46.75,46.75,282400,OSH,1.121283383292948,1.2074866473356032,1.1803208621427974,1.0585994508262604,0.0626839324666876,0.0049269857014357,-0.221203787413748,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-09-10,47.25,47.900001525878906,43.5099983215332,43.90999984741211,43.90999984741211,178800,OSH,1.1785470321073106,1.2826235456738109,1.2657709411112732,1.0798213250395274,0.0987257070677831,0.0713782996762575,-0.1548412537369143,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-09-11,44.5,45.54999923706055,41.40999984741211,42.34000015258789,42.34000015258789,309200,OSH,1.232404348538635,1.3219178322861236,1.3493150888574892,1.0715698880496745,0.1608344604889604,0.0905672166281819,-0.0365919840866018,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-09-14,42.790000915527344,43.97999954223633,39.09000015258789,40.58000183105469,40.58000183105469,343000,OSH,1.3013799652635074,1.4061113553135591,1.404879146109479,1.0477727369997762,0.2536072282637311,0.2006982667382459,0.0710443087700507,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-09-15,41.11000061035156,42.52000045776367,40.31700134277344,41.380001068115234,41.380001068115234,464200,OSH,1.2759786823143615,1.4581923295087107,1.3098114877696918,1.0501396738132378,0.2258390085011237,0.242228731701291,-0.0501834541773444,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-09-16,42.31999969482422,43.0,39.86000061035156,41.5099983215332,41.5099983215332,317300,OSH,1.2931824253370163,1.5299927942562108,1.3295591630529966,1.041938601672908,0.2512438236641083,0.3254568772578388,-0.0367289215602752,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-09-17,38.20000076293945,41.18000030517578,37.40999984741211,39.88999938964844,39.88999938964844,691500,OSH,1.2943093972950364,1.5815994263705082,1.3188769469874695,1.034780591985331,0.2595288053097053,0.3743616614478766,-0.0347023915766935,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-09-18,40.20000076293945,43.709999084472656,40.20000076293945,42.25,42.25,1739800,OSH,1.2137277817585062,1.5076923257500463,1.2478106797799555,1.04985344404155,0.1638743377169562,0.2824258006282119,-0.1313986368975406,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-09-21,42.15999984741211,42.5,41.0,42.27000045776367,42.27000045776367,304900,OSH,1.2266382283560602,1.4819020277096646,1.2838892801051762,1.0669078702205033,0.1597303581355569,0.2217931726919355,-0.1333949161816798,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-09-22,41.88999938964844,44.95500183105469,41.88999938964844,43.7400016784668,43.7400016784668,508500,OSH,1.1931869369909538,1.42798346336648,1.2990397236952258,1.073744026458738,0.1194429105322156,0.1756945047572407,-0.1274571173241487,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-09-23,43.43999862670898,43.95000076293945,41.91999816894531,42.20000076293945,42.20000076293945,443000,OSH,1.2457345674029423,1.477488088788795,1.4018957056362693,1.1048641288809902,0.1408704385219521,0.1981418387877445,-0.0687443409648365,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-09-24,42.40999984741211,45.45000076293945,42.220001220703125,45.119998931884766,45.119998931884766,307700,OSH,1.1345301382650244,1.3346631792171366,1.3503989749015404,1.0795772912172472,0.0549528470477771,0.065365803788153,-0.1260966965035348,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-09-25,45.09999847412109,48.290000915527344,45.09999847412109,48.27999877929688,48.27999877929688,443400,OSH,1.0646230908340435,1.27464793851479,1.2404722639580943,1.0516507496657936,0.0129723411682498,0.0148279036491596,-0.2044812352782439,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-09-28,49.13999938964844,50.709999084472656,48.0099983215332,50.560001373291016,50.560001373291016,374200,OSH,1.0015822392045994,1.209651862860128,1.248813245147635,1.0001758008813186,0.0014064383232808,-0.0264282003223472,-0.169127809623286,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
