Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Inventory,Accounts Payable,Short Long Term Debt,Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-08-06,42.5,43.470001220703125,34.97999954223633,40.0,40.0,8211700,OSH,1.1657500267028809,1.3717499732971192,1.5234999656677244,0.9945470827091798,0.171202943993701,0.2571907605393275,0.160061105777856,4172000.0,,142029000.0,-246030000.0,4220000.0,71533000.0,219358000.0,463000.0,11363000.0,-246493000.0,18386000.0,9471000.0,1464000.0,64741000.0,96513000.0,45110000.0,159141000.0,-259673000.0,81755000.0,400000.0,5368000.0,3408000.0,27130000.0,1271000.0,-39755000.0,10000000.0,157251000.0,33605000.0,15757000.0,-79544000.0,42131000.0,-3840000.0,-75365000.0,4182000.0,-750000.0,-36343000.0,4391000.0,866000.0,-26046000.0
2020-08-07,37.11000061035156,39.959999084472656,37.11000061035156,39.0,39.0,831600,OSH,1.198717948717949,1.2699999686999202,1.5694871560121193,1.000982312548244,0.1977356361697049,0.1582761685257738,0.222083276824293,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-08-10,39.0,44.400001525878906,38.220001220703125,44.0,44.0,1016400,OSH,0.9979545419866388,1.1720454476096414,1.3556818528608845,0.9799638681285404,0.0179906738580982,0.0693149636566574,0.0346187339989427,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-08-11,44.119998931884766,48.24300003051758,44.0,44.56999969482422,44.56999969482422,1157900,OSH,0.9499663550032448,1.054520985456905,1.3378954784924508,0.9825449744444564,-0.0325786194412116,-0.0341726697615596,-0.0041526877156465,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-08-12,44.650001525878906,45.5,40.38999938964844,44.25,44.25,701700,OSH,0.9170621882724224,1.0280226368015095,1.3303954560877913,0.9960166142981388,-0.0789544260257165,-0.0772910629501548,0.0002262086128244,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-08-13,44.25,47.40999984741211,43.02000045776367,46.38999938964844,46.38999938964844,419000,OSH,0.8920026215251224,0.9737012020531444,1.2323776443442322,1.000064240707307,-0.1080616191821846,-0.1551528458361721,-0.1012759115062063,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-08-14,45.400001525878906,46.97499847412109,45.0,46.63999938964844,46.63999938964844,307400,OSH,0.8900085519886646,0.9937821415239616,1.2221269456673904,1.005359460743004,-0.1153509087543392,-0.1347801708075104,-0.1400220142340151,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-08-17,46.0,46.9900016784668,45.380001068115234,45.88999938964844,45.88999938964844,265400,OSH,0.8692525587317084,0.9995641652205344,1.206363071402422,0.999910744389532,-0.1306581856578237,-0.1168811395017878,-0.1236607609785567,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-08-18,45.5,46.43999862670898,42.83000183105469,46.13999938964844,46.13999938964844,210700,OSH,0.9156913861918872,0.9839619013099608,1.149328120519963,0.9949555639278014,-0.0792641777359142,-0.1482308513377721,-0.1837214296123595,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-08-19,45.72999954223633,46.07500076293945,41.25,41.5099983215332,41.5099983215332,501400,OSH,1.0183088934464306,1.1274391984926475,1.2519875529299604,0.9768858377185572,0.0414230557278733,-0.0069427845663185,-0.125146763608458,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-08-20,41.11000061035156,43.59999847412109,40.84000015258789,42.5,42.5,234300,OSH,1.0291765100815715,1.0757647346047794,1.284235337201287,0.9875636487882484,0.041612861293323,-0.0831085545699581,-0.0874491036688247,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-08-21,42.72999954223633,44.83000183105469,42.09999847412109,44.38999938964844,44.38999938964844,377000,OSH,0.9506645943496074,1.0144176480839893,1.2428474640125975,0.9669804572148069,-0.0163158628651994,-0.1681786945873309,-0.118669995440833,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-08-24,45.0,45.45000076293945,42.81499862670898,44.970001220703125,44.970001220703125,139200,OSH,1.0033355060509224,1.047587265544997,1.088725767299571,0.9519424952921356,0.0513930107587867,-0.1110308668722794,-0.2239037370731738,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-08-25,45.22999954223633,46.0,42.31499862670898,44.560001373291016,44.560001373291016,329700,OSH,1.0834828835583388,1.0502692503306827,1.1761669262161722,0.9667641278619096,0.116718755696429,-0.1122519481259751,-0.1629690056134514,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-08-26,44.04999923706055,45.0880012512207,43.5,44.31999969482422,44.31999969482422,162300,OSH,1.14079426266773,1.0643050201657362,1.1913357310610866,0.9868389913626016,0.1539552713051285,-0.0874611067084352,-0.1669093266573593,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-08-27,44.4900016784668,44.560001373291016,42.119998931884766,44.560001373291016,44.560001373291016,290600,OSH,1.1440753584175924,1.0096499167846418,1.1950179164922046,0.97477619582067,0.1692991625969225,-0.1435871849339223,-0.1736062509656779,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-08-28,44.560001373291016,45.72999954223633,44.5,45.40999984741211,45.40999984741211,286400,OSH,1.1768332703430848,1.0621008523298845,1.2177934248597462,0.9723584880428094,0.2044747823002753,-0.0829680615949548,-0.1539210675520324,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-08-31,45.900001525878906,46.2599983215332,44.02000045776367,44.630001068115234,44.630001068115234,364300,OSH,1.133094297211493,1.1792516201778762,1.2446784205153612,0.9888494144827736,0.1442448827287193,0.0143173718337905,-0.1517528088266693,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-09-01,45.02000045776367,46.869998931884766,44.33000183105469,46.060001373291016,46.060001373291016,428600,OSH,1.0877116148583694,1.1945288497031683,1.226877912216083,0.986478520747318,0.1012330941110513,0.0181111852358957,-0.1653962240478677,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-09-02,48.43999862670898,53.58000183105469,48.10499954223633,50.5,50.5,695400,OSH,1.00990099009901,1.0586138432568843,1.1596039875899211,0.9904882601530864,0.0194127299459235,-0.0974554034851546,-0.2229603850904524,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-09-03,51.0,51.959999084472656,45.56999969482422,47.38999938964844,47.38999938964844,524400,OSH,1.097488900430202,1.1447562924394132,1.1711331655370956,1.0106128675925516,0.0868760328376503,-0.0488602822711337,-0.2265090529633111,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-09-04,47.7400016784668,48.369998931884766,43.09999847412109,46.130001068115234,46.130001068115234,381300,OSH,1.152828941552604,1.17060478538173,1.2432256047303898,1.0338377445022602,0.1189911970503438,-0.0214992258900277,-0.1659784383071494,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
2020-09-08,45.34999847412109,47.47999954223633,44.40999984741211,46.630001068115234,46.630001068115234,215100,OSH,1.1331760442252905,1.1987990616646658,1.1546214651365885,1.0699737825781188,0.0632022616471716,-0.0258676017285544,-0.2605269231937388,4704000.0,,326061000.0,-350163000.0,5285000.0,176001000.0,301822000.0,4192000.0,15741000.0,-354355000.0,23717000.0,9634000.0,1619000.0,33987000.0,239504000.0,66044000.0,219821000.0,-364501000.0,168158000.0,553000.0,10757000.0,18507000.0,62840000.0,3782000.0,-27871000.0,49457000.0,53603000.0,124251000.0,607407000.0,-107862000.0,-29814000.0,-19393000.0,-55546000.0,7848000.0,-750000.0,-86403000.0,2646000.0,1485000.0,-27705000.0
