,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-3291000.0,3782000.0,1271000.0,-380000.0
Total Cashflows From Investing Activities,-21633000.0,-27871000.0,-39755000.0,-12817000.0
Net Borrowings,-80000000.0,49457000.0,10000000.0,18657000.0
Total Cash From Financing Activities,476324000.0,53603000.0,157251000.0,53604000.0
Change To Operating Activities,113251000.0,124251000.0,33605000.0,31801000.0
Issuance Of Stock,607407000.0,607407000.0,15757000.0,35000000.0
Net Income,-187990000.0,-107862000.0,-79544000.0,-42462000.0
Change In Cash,377472000.0,-29814000.0,42131000.0,5989000.0
Repurchase Of Stock,-19393000.0,-19393000.0,-3840000.0,-3840000.0
Total Cash From Operating Activities,-77219000.0,-55546000.0,-75365000.0,-34798000.0
Depreciation,11225000.0,7848000.0,4182000.0,2506000.0
Other Cashflows From Investing Activities,-750000.0,-750000.0,-750000.0,-750000.0
Change To Account Receivables,-88342000.0,-86403000.0,-36343000.0,-26280000.0
Other Cashflows From Financing Activities,-31690000.0,2646000.0,4391000.0,-53000.0
Change To Netincome,73496000.0,1485000.0,866000.0,-256000.0
Capital Expenditures,-20883000.0,-27705000.0,-26046000.0,-12822000.0
