Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Short Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-05-06,34.650001525878906,34.70000076293945,34.0,34.209999084472656,34.209999084472656,340700,DV,1.025431241445923,0.9812920372178868,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-05-07,34.0,36.59999847412109,34.0,36.41999816894531,36.41999816894531,296200,DV,0.9810544024876604,0.9115871068672514,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-05-10,36.41999816894531,36.970001220703125,32.06999969482422,32.97999954223633,32.97999954223633,460100,DV,1.0403275272745651,1.0248635447606382,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-05-11,32.77000045776367,35.65999984741211,31.5,33.939998626708984,33.939998626708984,467000,DV,1.0606953876441794,0.9740719714488892,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-05-12,33.84000015258789,34.25,32.93000030517578,33.529998779296875,33.529998779296875,230800,DV,1.1181032819367422,0.939457236707378,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-05-13,33.59000015258789,33.654998779296875,28.520000457763672,29.709999084472656,29.709999084472656,626300,DV,1.1878156177383044,1.067990593066675,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-05-14,30.34000015258789,31.617000579833984,30.059999465942383,30.86000061035156,30.86000061035156,533500,DV,1.1257291312824456,1.0298120563220388,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-05-17,30.3799991607666,31.07999992370605,29.02499961853028,29.81999969482422,29.81999969482422,442400,DV,1.1945003117510842,1.0513078706339178,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-05-18,29.540000915527344,30.299999237060547,28.670000076293945,28.700000762939453,28.700000762939453,417100,DV,1.3466899128374927,1.1069686276381057,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-05-19,28.5,28.959999084472656,27.15999984741211,27.32999992370605,27.32999992370605,787600,DV,1.4299305503164923,1.158433953011109,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-05-20,27.489999771118164,30.540000915527344,27.489999771118164,29.790000915527344,29.790000915527344,516700,DV,1.3739509582841931,1.068479320090098,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-05-21,30.239999771118164,32.54999923706055,30.090999603271484,32.20000076293945,32.20000076293945,418100,DV,1.3378882239231982,0.9913043267077256,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-05-24,32.5099983215332,33.20000076293945,30.75,33.0099983215332,33.0099983215332,266900,DV,1.2711299975165753,0.9406240780329242,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-05-25,33.06999969482422,34.9900016784668,33.06999969482422,34.79999923706055,34.79999923706055,449900,DV,1.2505747532148417,0.9649426025071112,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-05-26,34.83000183105469,36.34999847412109,31.325000762939453,35.08000183105469,35.08000183105469,704700,DV,1.2539908603860022,1.0045609988329725,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-05-27,34.95000076293945,37.220001220703125,34.43000030517578,36.720001220703125,36.720001220703125,324200,DV,1.281590408737734,0.9893791019421712,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-05-28,37.0,37.04999923706055,36.150001525878906,36.88999938964844,36.88999938964844,463400,DV,1.1477365370862207,0.9915967046971343,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-06-01,36.970001220703125,36.970001220703125,34.54999923706055,34.84000015258789,34.84000015258789,211800,DV,1.190011449566341,1.0421929165977324,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-06-02,35.099998474121094,36.9900016784668,35.099998474121094,36.650001525878906,36.650001525878906,385000,DV,1.0772168594415783,1.020736651838788,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-06-03,36.2400016784668,36.59999847412109,34.56999969482422,34.689998626708984,34.689998626708984,242600,DV,1.0991640985179425,1.059383149462132,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-06-04,35.0,35.9900016784668,34.939998626708984,35.220001220703125,35.220001220703125,184700,DV,1.079500259512048,1.017319721442627,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-06-07,35.4900016784668,35.86000061035156,35.08000183105469,35.150001525878906,35.150001525878906,175900,DV,1.1129444447700232,1.057183449054856,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-06-08,35.060001373291016,35.68000030517578,34.689998626708984,35.08000183105469,35.08000183105469,235600,DV,1.1462370862499962,1.0262257161038937,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-06-09,35.25,39.2400016784668,35.06999969482422,35.72999954223633,35.72999954223633,966200,DV,1.1088720805901515,0.9896445861565883,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-06-10,35.970001220703125,36.27999877929688,33.5099983215332,34.310001373291016,34.310001373291016,406500,DV,1.1066744302220073,0.9874672023327136,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-06-11,34.41999816894531,36.150001525878906,34.08000183105469,36.0,36.0,407400,DV,1.0030555725097656,1.0013888676961262,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-06-14,36.290000915527344,38.3849983215332,36.0,37.4900016784668,37.4900016784668,712300,DV,0.9218458209123344,0.9618564886328844,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-06-15,37.25,37.25,35.119998931884766,35.290000915527344,35.290000915527344,287100,DV,1.0198356685967511,1.0555397855943458,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-06-16,35.16999816894531,36.06999969482422,34.119998931884766,34.7400016784668,34.7400016784668,315200,DV,1.0852043448894644,0.9959699712843572,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-06-17,34.40999984741211,35.90999984741211,34.2400016784668,35.619998931884766,35.619998931884766,268800,DV,1.063166762141195,0.988770417653674,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-06-18,35.58000183105469,38.867000579833984,35.33000183105469,38.650001525878906,38.650001525878906,506800,DV,0.937904232053602,0.9053040180357697,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
2021-06-21,39.0,41.5,38.5,39.08000183105469,39.08000183105469,639200,DV,0.9286079635413352,0.9301432131775332,121710000.0,620398000.0,94639000.0,416085000.0,1400000.0,3591000.0,511334000.0,421000.0,10441000.0,54941000.0,35172000.0,227349000.0,-259675000.0,2233000.0,33354000.0,34020000.0,82000.0,1011000.0,18107000.0,141935000.0,67026000.0,94677000.0,22000000.0,3495000.0,,601000.0,-3206000.0,-52101000.0,15296000.0,1979000.0,396000.0,8130000.0,15709000.0,241000.0,3378000.0,5028000.0,-18810000.0,-279149000.0,3273000.0,-3206000.0
