Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Dividends Paid
2021-03-12,26.18000030517578,26.989999771118164,25.8700008392334,26.3799991607666,26.3799991607666,614800,DRVN,0.9943138884267532,1.1288855812753598,1.1269901625490566,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-15,25.530000686645508,26.07999992370605,24.89999961853028,25.93000030517578,25.93000030517578,681700,DRVN,0.99807168747317,1.1330504749320107,1.1477053559055133,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-16,25.739999771118164,26.082000732421875,24.850000381469727,24.8700008392334,24.8700008392334,626000,DRVN,1.040209085896871,1.1564133195971515,1.2127060245142225,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-17,24.809999465942383,25.809999465942383,24.549999237060547,25.64999961853028,25.64999961853028,594500,DRVN,1.0113060787462091,1.138791404245111,1.183235899915727,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-18,25.32999992370605,25.600000381469727,24.420000076293945,24.459999084472656,24.459999084472656,631300,DRVN,1.0261652216251858,1.2150449887882828,1.2236304752838487,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-19,24.43000030517578,24.479999542236328,23.75,23.940000534057617,23.940000534057617,4130000,DRVN,1.0442773367709162,1.2293232935942486,1.2293232935942486,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-22,24.32999992370605,24.32999992370605,23.65999984741211,24.049999237060547,24.049999237060547,671300,DRVN,1.039916882423096,1.2299376657827037,1.203326463705732,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-23,23.82999992370605,24.170000076293945,23.75,23.89999961853028,23.89999961853028,551700,DRVN,1.075732196436482,1.290795015643052,1.1933054775302754,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-24,24.0,24.13999938964844,23.652999877929688,23.950000762939453,23.950000762939453,467400,DRVN,1.1018788538196906,1.243841334720322,1.206262984106172,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-25,23.799999237060547,23.950000762939453,22.68000030517578,22.790000915527344,22.790000915527344,424400,DRVN,1.2062307444835865,1.3317244037840992,1.2659060650503775,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-26,22.799999237060547,23.57999992370605,22.26000022888184,23.57999992370605,23.57999992370605,339500,DRVN,1.2273113073661597,1.3112807538734832,1.2154368083181757,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-29,23.06999969482422,24.32999992370605,23.06999969482422,23.959999084472656,23.959999084472656,945600,DRVN,1.2270451060903016,1.271285486158985,1.2007513170736368,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-03-30,23.8799991607666,25.76000022888184,23.100000381469727,25.520000457763672,25.520000457763672,1359300,DRVN,1.1175548568255351,1.2033698484958328,1.1128526296671932,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-03-31,25.690000534057617,26.63999938964844,24.8700008392334,25.420000076293945,25.420000076293945,1420900,DRVN,1.1140833835494257,1.169944912740301,1.140047185494006,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-01,25.5,25.670000076293945,25.01000022888184,25.270000457763672,25.270000457763672,723100,DRVN,1.1203007104515004,1.1278195284418358,1.138504152615664,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-05,25.549999237060547,26.1299991607666,25.06999969482422,25.63999938964844,25.63999938964844,872100,DRVN,1.124415000389801,1.097503902477054,1.1056942689677047,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-06,25.540000915527344,26.040000915527344,24.98500061035156,25.32999992370605,25.32999992370605,1035200,DRVN,1.1026451002487536,1.1504145075964511,1.1156731272799427,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-07,25.299999237060547,25.6299991607666,24.9950008392334,25.450000762939453,25.450000762939453,495200,DRVN,1.1049115912083596,1.1666011647941674,1.1210216043761847,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-08,25.479999542236328,25.920000076293945,25.01000022888184,25.309999465942383,25.309999465942383,471600,DRVN,1.1149743148484794,1.14223628832209,1.140260814670744,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-09,25.299999237060547,25.690000534057617,25.01000022888184,25.440000534057617,25.440000534057617,583100,DRVN,1.1108490422808353,1.1415094459864594,1.1501572175562742,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-12,25.36000061035156,26.530000686645508,25.06999969482422,26.51000022888184,26.51000022888184,456700,DRVN,1.052810245433533,1.118823070212517,1.1305167504564215,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-13,26.34000015258789,26.34000015258789,25.61000061035156,25.850000381469727,25.850000381469727,195200,DRVN,1.0704061767104989,1.1052224090218696,1.1524178133816183,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-14,25.989999771118164,26.600000381469727,25.854999542236328,26.229999542236328,26.229999542236328,565800,DRVN,1.0724361285432291,1.0800610147967498,1.1319100668015605,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-15,26.3700008392334,26.47699928283692,25.61000061035156,25.8799991607666,25.8799991607666,199800,DRVN,1.1290571970980292,1.1406492045994814,1.1889490516062375,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-16,25.81999969482422,26.06999969482422,25.375,25.8700008392334,25.8700008392334,154700,DRVN,1.1345187255254627,1.1677618130826417,1.243138724550776,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-19,25.75,26.0,25.25,25.940000534057617,25.940000534057617,301600,DRVN,1.1114109225192206,1.1746337195849037,0.0,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-20,25.71999931335449,26.100000381469727,24.82999992370605,25.100000381469727,25.100000381469727,387000,DRVN,1.1290836542580345,1.2338644957240057,0.0,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-21,25.14999961853028,25.415000915527344,24.8799991607666,25.0,25.0,688900,DRVN,1.1527999877929689,1.2387999725341796,0.0,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-22,25.06999969482422,25.59000015258789,24.790000915527344,25.01000022888184,25.01000022888184,376400,DRVN,1.149540173406283,1.2287084870454723,0.0,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-23,24.959999084472656,26.0,24.959999084472656,25.709999084472656,25.709999084472656,473200,DRVN,1.1287437375013392,1.2217036548391758,0.0,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-26,25.989999771118164,27.030000686645508,25.850000381469727,26.38999938964844,26.38999938964844,493600,DRVN,1.103448333183964,1.203107265415627,0.0,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-27,26.40999984741211,28.200000762939453,26.34499931335449,27.489999771118164,27.489999771118164,824500,DRVN,1.0774827604892554,1.1575118210170117,0.0,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-28,28.86000061035156,29.540000915527344,27.96999931335449,28.940000534057617,28.940000534057617,923400,DRVN,1.023496900228994,1.0901865464698728,0.0,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-29,29.26000022888184,29.93000030517578,28.81999969482422,29.39999961853028,29.39999961853028,642900,DRVN,1.0166666590978228,1.0476190352617514,0.0,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-04-30,29.43000030517578,29.920000076293945,28.450000762939453,28.520000457763672,28.520000457763672,394500,DRVN,1.03541375219743,1.085203375391752,0.0,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-05-03,28.8799991607666,29.200000762939453,28.01000022888184,28.31999969482422,28.31999969482422,288900,DRVN,1.041666677891647,1.0328389941807008,0.0,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
2021-05-04,28.26000022888184,28.43000030517578,27.530000686645508,28.309999465942383,28.309999465942383,355500,DRVN,1.021547178447863,1.0197810449966525,0.0,829406000.0,1602092000.0,3023668000.0,1623245000.0,2064000.0,9253000.0,27294000.0,4648977000.0,1674000.0,41205000.0,12036000.0,451176000.0,1718249000.0,7443000.0,13098000.0,175371000.0,297372000.0,15390000.0,7443000.0,1676766000.0,411458000.0,-924410000.0,106272000.0,1412526000.0,42913000.0,67229000.0,2189000.0,-4508000.0,-725793000.0,-29871000.0,-28345000.0,760725000.0,-19939000.0,-1143000.0,-42977000.0,650000.0,32586000.0,23852000.0,41023000.0,135000.0,-19693000.0,-21826000.0,69187000.0,-23280000.0,
