Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Dividends Paid
2021-02-12,33.0,35.560001373291016,32.900001525878906,34.5,34.5,672000,DRVN,0.7434782498124718,0.8356521717016246,0.8336231950400533,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-02-16,35.0,35.20000076293945,30.450000762939453,31.3799991607666,31.3799991607666,1169500,DRVN,0.7794773657946493,0.9031230373014312,0.9362651353254166,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-02-17,30.39999961853028,30.979999542236328,29.170000076293945,29.170000076293945,29.170000076293945,998800,DRVN,0.820706221167045,0.9880013582257696,1.010284512728005,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-02-18,29.0,31.049999237060547,28.5,30.700000762939453,30.700000762939453,701300,DRVN,0.7833875778300735,0.9364820614176184,0.9589576482876544,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-02-19,30.530000686645508,32.32500076293945,30.530000686645508,30.88999938964844,30.88999938964844,370600,DRVN,0.7737131787234485,0.939462642640536,0.9550016375165664,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-02-22,30.90999984741211,31.959999084472656,30.59000015258789,31.229999542236328,31.229999542236328,314600,DRVN,0.7668908457891201,0.9324368000662532,0.9516490473578242,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-02-23,31.270000457763672,31.68000030517578,28.44499969482422,31.40999984741211,31.40999984741211,866200,DRVN,0.7255651393263227,0.9430118109877612,0.9512893761834396,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-02-24,30.989999771118164,32.04499816894531,30.18000030517578,30.950000762939453,30.950000762939453,316100,DRVN,0.7618739690611419,0.9570274671754244,0.9550888121895782,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-02-25,31.040000915527344,31.334999084472656,28.940000534057617,29.170000076293945,29.170000076293945,1349000,DRVN,0.821391807398198,1.024682869779614,1.035995859935354,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-02-26,29.36000061035156,29.479999542236328,27.729999542236328,28.5,28.5,429500,DRVN,0.8954386125531113,1.0361403749700178,1.0589473791289747,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-01,29.209999084472656,30.0,28.950000762939453,29.07999992370605,29.07999992370605,272700,DRVN,0.8741403075304526,1.0144429187550157,1.0464236721118148,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-02,30.459999084472656,30.979999542236328,29.28499984741211,29.71999931335449,29.71999931335449,451600,DRVN,0.8502692140510502,0.973082124645236,1.0218708459251826,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-03,29.920000076293945,30.25,29.13999938964844,29.309999465942383,29.309999465942383,301900,DRVN,0.874786757312691,0.9747526514977244,1.0334357375449188,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-04,29.200000762939453,29.39999961853028,26.75,27.229999542236328,27.229999542236328,934200,DRVN,0.9302240304637832,1.0866691388184189,1.1369812561491506,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-05,27.68000030517578,27.780000686645508,25.57999992370605,27.559999465942383,27.559999465942383,612500,DRVN,0.9234398133566588,1.0515239515170791,1.112481873785977,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-08,28.1200008392334,28.920000076293945,27.729999542236328,28.239999771118164,28.239999771118164,224900,DRVN,0.8962464472760947,1.0439093406929254,1.072946157317225,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-09,28.5,29.79700088500977,28.5,28.93000030517578,28.93000030517578,262700,DRVN,0.879363991209714,1.0311095613216863,1.0331835144951902,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-10,24.0,28.3700008392334,23.53499984741211,27.290000915527344,27.290000915527344,2229600,DRVN,0.9714180776666188,1.1040673561730578,1.1040673561730578,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
2021-03-11,26.25,27.25,25.670000076293945,27.25,27.25,607000,DRVN,0.9486238672098982,1.0884403613729214,1.092844061895248,829308000.0,,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,-11925000.0,-30767000.0,13743000.0,7482000.0,-18005000.0,2609000.0,-7488000.0,-1754000.0,-42977000.0,4000000.0,17531000.0,29458000.0,100174000.0,-1576000.0,567000.0,-8870000.0,26603000.0,-17335000.0,
