Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Dividends Paid
2021-03-09,28.5,29.79700088500977,28.5,28.93000030517578,28.93000030517578,262700,DRVN,0.879363991209714,1.0311095613216863,1.0331835144951902,1.047243962582535,-0.1678799713728209,-0.0619700806911354,-0.0720122346603304,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-10,24.0,28.3700008392334,23.53499984741211,27.290000915527344,27.290000915527344,2229600,DRVN,0.9714180776666188,1.1040673561730578,1.1040673561730578,1.039672854637922,-0.0682547769713031,0.0253192974020344,0.008764117225638,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-11,26.25,27.25,25.670000076293945,27.25,27.25,607000,DRVN,0.9486238672098982,1.0884403613729214,1.092844061895248,1.0256622421362138,-0.0770383749263156,0.02764556579901,0.020518567384544,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-12,26.18000030517578,26.989999771118164,25.8700008392334,26.3799991607666,26.3799991607666,614800,DRVN,0.9943138884267532,1.1288855812753598,1.1269901625490566,1.0207674438038497,-0.0264535553770964,0.0800609335091093,0.0769756581960749,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-15,25.530000686645508,26.07999992370605,24.89999961853028,25.93000030517578,25.93000030517578,681700,DRVN,0.99807168747317,1.1330504749320107,1.1477053559055133,1.017237660715961,-0.019165973242791,0.1058004164196062,0.1111631575839406,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-16,25.739999771118164,26.082000732421875,24.850000381469727,24.8700008392334,24.8700008392334,626000,DRVN,1.040209085896871,1.1564133195971515,1.2127060245142225,1.0317473901389642,0.0084616957579068,0.1336430082320461,0.1537587248861627,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-17,24.809999465942383,25.809999465942383,24.549999237060547,25.64999961853028,25.64999961853028,594500,DRVN,1.0113060787462091,1.138791404245111,1.183235899915727,1.0204048792069982,-0.009098800460789,0.102455468114754,0.1152210363759147,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-18,25.32999992370605,25.600000381469727,24.420000076293945,24.459999084472656,24.459999084472656,631300,DRVN,1.0261652216251858,1.2150449887882828,1.2236304752838487,1.026141003020234,2.4218604951720124e-05,0.1590840305926155,0.1407094663434753,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-19,24.43000030517578,24.479999542236328,23.75,23.940000534057617,23.940000534057617,4130000,DRVN,1.0442773367709162,1.2293232935942486,1.2293232935942486,1.039291194415156,0.0049861423557602,0.1749101713502756,0.1458352735916648,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-22,24.32999992370605,24.32999992370605,23.65999984741211,24.049999237060547,24.049999237060547,671300,DRVN,1.039916882423096,1.2299376657827037,1.203326463705732,1.0344112053404404,0.0055056770826555,0.1687327055412082,0.1397942341624116,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-23,23.82999992370605,24.170000076293945,23.75,23.89999961853028,23.89999961853028,551700,DRVN,1.075732196436482,1.290795015643052,1.1933054775302754,1.0693935085724935,0.0063386878639883,0.1986696690035392,0.1080037472429449,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-24,24.0,24.13999938964844,23.652999877929688,23.950000762939453,23.950000762939453,467400,DRVN,1.1018788538196906,1.243841334720322,1.206262984106172,1.0856410250000772,0.0162378288196134,0.1475375920095973,0.1250498172089014,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-25,23.799999237060547,23.950000762939453,22.68000030517578,22.790000915527344,22.790000915527344,424400,DRVN,1.2062307444835865,1.3317244037840992,1.2659060650503775,1.0730788964453477,0.1331518480382389,0.2507638719668144,0.1862185408078969,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-26,22.799999237060547,23.57999992370605,22.26000022888184,23.57999992370605,23.57999992370605,339500,DRVN,1.2273113073661597,1.3112807538734832,1.2154368083181757,1.054404908622988,0.1729063987431716,0.2484227262830514,0.1640123440810708,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-29,23.06999969482422,24.32999992370605,23.06999969482422,23.959999084472656,23.959999084472656,945600,DRVN,1.2270451060903016,1.271285486158985,1.2007513170736368,1.0689163053254425,0.1581288007648591,0.1907451495224792,0.1298497899711717,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-30,23.8799991607666,25.76000022888184,23.100000381469727,25.520000457763672,25.520000457763672,1359300,DRVN,1.1175548568255351,1.2033698484958328,1.1128526296671932,1.0517320513246775,0.0658228055008574,0.1282997666287157,0.0467003286869243,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-31,25.690000534057617,26.63999938964844,24.8700008392334,25.420000076293945,25.420000076293945,1420900,DRVN,1.1140833835494257,1.169944912740301,1.140047185494006,1.0518071453770457,0.06227623817238,0.105826568224369,0.0653773875253322,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-04-01,25.5,25.670000076293945,25.01000022888184,25.270000457763672,25.270000457763672,723100,DRVN,1.1203007104515004,1.1278195284418358,1.138504152615664,1.0320601759921184,0.0882405344593819,0.0788088949023999,0.0831270769074599,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-04-05,25.549999237060547,26.1299991607666,25.06999969482422,25.63999938964844,25.63999938964844,872100,DRVN,1.124415000389801,1.097503902477054,1.1056942689677047,1.0244191200348804,0.0999958803549205,0.0663044376010486,0.0628321118194812,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-04-06,25.540000915527344,26.040000915527344,24.98500061035156,25.32999992370605,25.32999992370605,1035200,DRVN,1.1026451002487536,1.1504145075964511,1.1156731272799427,1.0223156584391035,0.08032944180965,0.1046487157497317,0.071656493912958,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-04-07,25.299999237060547,25.6299991607666,24.9950008392334,25.450000762939453,25.450000762939453,495200,DRVN,1.1049115912083596,1.1666011647941674,1.1210216043761847,1.0394801739198338,0.0654314172885257,0.1139018547621582,0.0661163264090811,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-04-08,25.479999542236328,25.920000076293945,25.01000022888184,25.309999465942383,25.309999465942383,471600,DRVN,1.1149743148484794,1.14223628832209,1.140260814670744,1.0265241325526298,0.0884501822958496,0.1067824061945741,0.072178107538444,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-04-09,25.299999237060547,25.690000534057617,25.01000022888184,25.440000534057617,25.440000534057617,583100,DRVN,1.1108490422808353,1.1415094459864594,1.1501572175562742,1.0133233400901354,0.0975257021906998,0.1167164686290054,0.084995738402098,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-04-12,25.36000061035156,26.530000686645508,25.06999969482422,26.51000022888184,26.51000022888184,456700,DRVN,1.052810245433533,1.118823070212517,1.1305167504564215,0.984967369755618,0.067842875677915,0.0990665355945781,0.0649715576844249,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-04-13,26.34000015258789,26.34000015258789,25.61000061035156,25.850000381469727,25.850000381469727,195200,DRVN,1.0704061767104989,1.1052224090218696,1.1524178133816183,0.997144067833035,0.0732621088774638,0.0943677453490647,0.0826754451509126,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-04-14,25.989999771118164,26.600000381469727,25.854999542236328,26.229999542236328,26.229999542236328,565800,DRVN,1.0724361285432291,1.0800610147967498,1.1319100668015605,1.014155644047748,0.0582804844954811,0.0864423294937912,0.0569350983920851,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-04-15,26.3700008392334,26.47699928283692,25.61000061035156,25.8799991607666,25.8799991607666,199800,DRVN,1.1290571970980292,1.1406492045994814,1.1889490516062375,1.005262083611982,0.1237951134860471,0.132060446935428,0.1200001763915132,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-04-16,25.81999969482422,26.06999969482422,25.375,25.8700008392334,25.8700008392334,154700,DRVN,1.1345187255254627,1.1677618130826417,1.243138724550776,0.9951551066507538,0.1393636188747089,0.1518977488588304,0.1766196437196887,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
