Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Dividends Paid
2021-02-02,29.0,29.09499931335449,28.0,28.21999931335449,28.21999931335449,414200,DRVN,0.9766123365176776,0.9964564678754698,1.0474840604249684,1.0393553331681484,-0.0627429966504707,-0.1404287080897236,-0.1116814953825904,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-02-03,28.5,29.540000915527344,27.600000381469727,28.920000076293945,28.920000076293945,699200,DRVN,0.9764868498139048,0.9757952710548832,0.9920470421289916,1.0396059646408131,-0.0631191148269083,-0.1465706774121278,-0.1625482632135765,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-02-04,28.5,31.167999267578125,28.36000061035156,30.530000686645508,30.530000686645508,674300,DRVN,0.9475925206195752,0.925646891362285,0.9367834830734214,1.0350444874140108,-0.0874519667944355,-0.172910045709317,-0.2029754169142037,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-02-05,30.540000915527344,33.29999923706055,30.540000915527344,31.770000457763672,31.770000457763672,1167300,DRVN,0.8589864816592552,0.8785017137320095,0.8920365043829394,1.0366248108476028,-0.1776383291883476,-0.1827914808540796,-0.2352137095909233,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-02-08,32.349998474121094,33.290000915527344,31.229999542236328,32.25,32.25,900700,DRVN,0.8449612403100775,0.8579844984897348,0.8455814095430596,1.0368884708904245,-0.191927230580347,-0.2041242495838174,-0.2578831857729231,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-02-09,32.4900016784668,33.459999084472656,32.400001525878906,32.849998474121094,32.849998474121094,650000,DRVN,0.8030441517843145,0.8563166047915387,0.8487062543619353,1.0434986931592627,-0.2404545413749481,-0.2246026722518035,-0.2436385542513142,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-02-10,33.0,33.41600036621094,31.780000686645508,32.63999938964844,32.63999938964844,440500,DRVN,0.7944240438129209,0.8952205839385347,0.8397671678910942,1.0526013459758607,-0.2581773021629399,-0.1829058520759349,-0.2433018315924445,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-02-11,32.33000183105469,34.5,32.209999084472656,32.869998931884766,32.869998931884766,696400,DRVN,0.7566170260841975,0.8929115100456986,0.8560997962902852,1.0387619607072216,-0.2821449346230241,-0.1755101239571044,-0.2345439618813825,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-02-12,33.0,35.560001373291016,32.900001525878906,34.5,34.5,672000,DRVN,0.7434782498124718,0.8356521717016246,0.8336231950400533,1.037978242018038,-0.2944999922055661,-0.2192978112523084,-0.2605044634751475,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-02-16,35.0,35.20000076293945,30.450000762939453,31.3799991607666,31.3799991607666,1169500,DRVN,0.7794773657946493,0.9031230373014312,0.9362651353254166,1.023482203476065,-0.2440048376814155,-0.1610324670754817,-0.1687752413959991,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-02-17,30.39999961853028,30.979999542236328,29.170000076293945,29.170000076293945,29.170000076293945,998800,DRVN,0.820706221167045,0.9880013582257696,1.010284512728005,1.0274034553097129,-0.2066972341426677,-0.0815547607010764,-0.1046647754024401,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-02-18,29.0,31.049999237060547,28.5,30.700000762939453,30.700000762939453,701300,DRVN,0.7833875778300735,0.9364820614176184,0.9589576482876544,1.0353108010217529,-0.2519232231916793,-0.1484939728207652,-0.1567188320594358,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-02-19,30.530000686645508,32.32500076293945,30.530000686645508,30.88999938964844,30.88999938964844,370600,DRVN,0.7737131787234485,0.939462642640536,0.9550016375165664,1.0023245570248156,-0.2286113783013671,-0.1276336425643055,-0.1628982895173212,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-02-22,30.90999984741211,31.959999084472656,30.59000015258789,31.229999542236328,31.229999542236328,314600,DRVN,0.7668908457891201,0.9324368000662532,0.9516490473578242,0.9953240943772406,-0.2284332485881204,-0.1450439699191691,-0.1684046295133997,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-02-23,31.270000457763672,31.68000030517578,28.44499969482422,31.40999984741211,31.40999984741211,866200,DRVN,0.7255651393263227,0.9430118109877612,0.9512893761834396,1.008586492222307,-0.2830213528959839,-0.1399763674500438,-0.1669251969458285,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-02-24,30.989999771118164,32.04499816894531,30.18000030517578,30.950000762939453,30.950000762939453,316100,DRVN,0.7618739690611419,0.9570274671754244,0.9550888121895782,1.0099883968047432,-0.2481144277436012,-0.1086062546276322,-0.1484277039025903,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-02-25,31.040000915527344,31.334999084472656,28.940000534057617,29.170000076293945,29.170000076293945,1349000,DRVN,0.821391807398198,1.024682869779614,1.035995859935354,1.0266826115313998,-0.2052908041332019,-0.075409174158519,-0.1054213346233006,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-02-26,29.36000061035156,29.479999542236328,27.729999542236328,28.5,28.5,429500,DRVN,0.8954386125531113,1.0361403749700178,1.0589473791289747,1.0374166001615297,-0.1419779876084184,-0.0693217022161192,-0.0844228185443429,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-01,29.209999084472656,30.0,28.950000762939453,29.07999992370605,29.07999992370605,272700,DRVN,0.8741403075304526,1.0144429187550157,1.0464236721118148,1.013597239400828,-0.1394569318703755,-0.0597204545476957,-0.0595368147552397,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-02,30.459999084472656,30.979999542236328,29.28499984741211,29.71999931335449,29.71999931335449,451600,DRVN,0.8502692140510502,0.973082124645236,1.0218708459251826,1.0361647740865512,-0.185895560035501,-0.1153244685852664,-0.0909978550840646,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-03,29.920000076293945,30.25,29.13999938964844,29.309999465942383,29.309999465942383,301900,DRVN,0.874786757312691,0.9747526514977244,1.0334357375449188,1.054357280092723,-0.179570522780032,-0.12571499334448,-0.0892708887654882,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-04,29.200000762939453,29.39999961853028,26.75,27.229999542236328,27.229999542236328,934200,DRVN,0.9302240304637832,1.0866691388184189,1.1369812561491506,1.0789141676317748,-0.1486901371679916,-0.041529697714336,0.0012245866823039,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-05,27.68000030517578,27.780000686645508,25.57999992370605,27.559999465942383,27.559999465942383,612500,DRVN,0.9234398133566588,1.0515239515170791,1.112481873785977,1.0513678997204563,-0.1279280863637975,-0.0480812000388559,-0.0051553030770012,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
2021-03-08,28.1200008392334,28.920000076293945,27.729999542236328,28.239999771118164,28.239999771118164,224900,DRVN,0.8962464472760947,1.0439093406929254,1.072946157317225,1.053835017954231,-0.1575885706781363,-0.0546279448023472,-0.0345581386408608,829308000.0,3548790000.0,1104240000.0,2120000.0,8661000.0,27789000.0,4655150000.0,1087712000.0,46330000.0,313563000.0,1727351000.0,16528000.0,12489000.0,172611000.0,305446000.0,20839000.0,16528000.0,1712319000.0,373683000.0,-1452419000.0,87860000.0,2095054000.0,43039000.0,67802000.0,1824000.0,-57316000.0,140326000.0,118643000.0,-37845000.0,2609000.0,-4199000.0,149781000.0,4468000.0,83986000.0,62114000.0,100174000.0,-2904000.0,-11782000.0,-24292000.0,62154000.0,-52459000.0,
