,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-288388000.0,-658816000.0,45519000.0,13512000.0
Change To Liabilities,-368000.0,-406000.0,-598000.0,1902000.0
Total Cashflows From Investing Activities,-288388000.0,-658816000.0,45519000.0,13513000.0
Total Cash From Financing Activities,6065000.0,5623000.0,419671000.0,3545000.0
Change To Operating Activities,-19661000.0,-29340000.0,15531000.0,-7693000.0
Issuance Of Stock,6861000.0,5623000.0,419671000.0,3545000.0
Net Income,-107245000.0,-95764000.0,974895000.0,-105735000.0
Change In Cash,-385092000.0,-762279000.0,1476161000.0,-73958000.0
Repurchase Of Stock,-796000.0,-796000.0,-796000.0,-796000.0
Total Cash From Operating Activities,-102769000.0,-109086000.0,1010971000.0,-91016000.0
Depreciation,893000.0,2582000.0,649000.0,650000.0
Change To Netincome,23612000.0,13842000.0,20494000.0,19860000.0
Capital Expenditures,,,,1000.0
