Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-09-03,95.58000183105467,96.81999969482422,85.9000015258789,87.0,87.0,907900,NCNO,0.817126394688398,1.0367815741177264,0.7909195121677443,1.0106128675925516,-0.1934864729041536,-0.1568350005928205,-0.6067227063326625,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-04,87.01000213623047,87.6719970703125,75.41000366210938,79.26000213623047,79.26000213623047,1073700,NCNO,0.9626545671878096,1.081630091424709,0.8908654896197017,1.0338377445022602,-0.0711831773144505,-0.1104739198470488,-0.5183385534178375,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-08,77.07499694824219,81.2699966430664,76.80000305175781,77.4800033569336,77.4800033569336,603400,NCNO,1.0154878277781438,1.0490448536102603,0.8384098640937845,1.0699737825781188,-0.0544859547999749,-0.1756218097829598,-0.5767385242365428,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-09,80.83999633789062,80.93000030517578,76.80000305175781,79.06999969482422,79.06999969482422,530700,NCNO,1.009991158702117,1.0438851806512688,0.853041573397873,1.0585994508262604,-0.0486082921241433,-0.1586744809828986,-0.5484830761586724,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-10,85.94999694824219,92.0,81.05000305175781,84.19999694824219,84.19999694824219,1246000,NCNO,0.9548694114003456,0.9534442005816824,0.8048693479730727,1.0798213250395274,-0.1249519136391817,-0.2578010454158709,-0.6157428468751148,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-11,85.0,86.53399658203125,76.34300231933594,77.69000244140625,77.69000244140625,750200,NCNO,1.0064358345255182,0.9638305431885192,0.8575106275331474,1.0715698880496745,-0.0651340535241562,-0.2675200724694224,-0.5283964454109435,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-14,78.83000183105469,79.98999786376953,75.51000213623047,76.56999969482422,76.56999969482422,325600,NCNO,0.9989551804705036,0.9660441624071622,0.8505941950241441,1.0477727369997762,-0.0488175565292726,-0.2393689261681509,-0.4832406423152841,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-15,77.19999694824219,77.7699966430664,74.0,77.19000244140625,77.19000244140625,317500,NCNO,1.0037569750790911,0.9836766148934,0.8270501118463865,1.0501396738132378,-0.0463826987341466,-0.2322869829140197,-0.5329448301006497,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-16,77.22000122070312,78.47000122070312,75.05999755859375,75.68000030517578,75.68000030517578,149200,NCNO,1.018498963005199,1.0652748734340107,0.8361522003716105,1.041938601672908,-0.0234396386677089,-0.1392610435643613,-0.5301358842416614,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-17,75.69999694824219,75.69999694824219,72.0999984741211,74.26000213623047,74.26000213623047,290400,NCNO,1.0758146659232477,1.069216256959151,0.8474279355625425,1.034780591985331,0.0410340739379166,-0.1380215079634805,-0.5061514030016205,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-18,74.05000305175781,76.36000061035156,72.01000213623047,75.55000305175781,75.55000305175781,1169000,NCNO,1.0787557472918428,1.0941098652965062,0.8480476122672176,1.04985344404155,0.0289023032502928,-0.1311566598253282,-0.5311617044102785,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-21,73.56999969482422,81.31999969482422,73.5,80.05999755859375,80.05999755859375,916100,NCNO,1.0224831764507667,1.0016238432023103,0.8333750094343003,1.0669078702205033,-0.0444246937697365,-0.2584850118154187,-0.5839091868525558,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-22,80.33000183105469,80.94999694824219,77.34100341796875,80.3499984741211,80.3499984741211,179900,NCNO,0.9529558325938944,0.9792159526987024,0.8634722908646189,1.073744026458738,-0.1207881938648437,-0.2730730059105369,-0.5630245501547557,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-23,80.30999755859375,84.81600189208984,79.29000091552734,82.19000244140625,82.19000244140625,303900,NCNO,0.890132637655846,0.9210365579707724,0.8363547368522674,1.1048641288809902,-0.2147314912251441,-0.3583096920302779,-0.6342853097488385,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-24,81.81999969482422,82.12999725341797,76.0199966430664,78.80000305175781,78.80000305175781,225100,NCNO,0.9123096015926456,0.946065991936466,0.9182740838578864,1.0795772912172472,-0.1672676896246016,-0.3232313834925175,-0.5582215875471888,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-25,78.54000091552734,80.82499694824219,77.01000213623047,79.79000091552734,79.79000091552734,134400,NCNO,0.9206667281811892,0.935706264011088,0.884947985965127,1.0516507496657936,-0.1309840214846044,-0.3241137708545423,-0.5600055132712112,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-28,80.37799835205078,82.95999908447266,78.75,82.12999725341797,82.12999725341797,135400,NCNO,0.880311767558825,0.8816511151057651,0.8591257752131154,1.0001758008813186,-0.1198640333224936,-0.3544289480767102,-0.5588152795578056,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-29,82.20999908447266,82.80000305175781,79.5,80.01000213623047,80.01000213623047,171600,NCNO,0.9006373657620893,0.8955130560287043,0.8823896586568356,1.0177523484754358,-0.1171149827133465,-0.3267892241883119,-0.5517105375621523,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-30,80.0,81.23999786376953,78.23999786376953,79.68000030517578,79.68000030517578,313800,NCNO,0.8850401151226606,0.8701054413343321,0.8880522322442073,1.0045339769584258,-0.1194938618357652,-0.3634778322676664,-0.5394408377432962,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-01,80.0,80.98999786376953,77.0,78.95999908447266,78.95999908447266,227400,NCNO,0.8763930819478726,0.8457446751975589,0.9099543985208868,1.0149206669190165,-0.1385275849711439,-0.4091995312805142,-0.5051410474381298,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-02,77.0,78.98999786376953,76.5,77.20999908447266,77.20999908447266,124900,NCNO,0.939774620113756,0.9241030866489152,0.9068773147692966,1.0320563943288297,-0.0922817742150734,-0.3416550232552898,-0.5058173543224176,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-05,77.5999984741211,78.08000183105469,75.3499984741211,75.63999938964844,75.63999938964844,216100,NCNO,0.9994711671622142,0.965891038446944,0.9279482153329044,1.0169315507029275,-0.0174603835407135,-0.2767419732499389,-0.4657729896272127,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-06,72.87999725341797,74.25,70.5,71.08999633789062,71.08999633789062,688700,NCNO,1.0925587588973833,1.003376079695142,0.9783374122174204,1.0491302463111982,0.043428512586185,-0.2503239431670701,-0.4323258477484399,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-07,71.58999633789062,77.0,68.66000366210938,76.30000305175781,76.30000305175781,1386300,NCNO,1.0058977317201014,0.9342070239622974,0.8806028801313176,1.0272682070512942,-0.0213704753311927,-0.3097819226579493,-0.4957883086974289,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-08,74.80000305175781,79.16000366210938,74.5199966430664,78.68000030517578,78.68000030517578,4260300,NCNO,0.927808842359624,0.8685815464262909,0.8521861056391873,1.0483293009850092,-0.1205204586253851,-0.3518295133531961,-0.4813857902633338,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-09,79.48999786376953,82.0,78.5,79.86000061035156,79.86000061035156,756800,NCNO,0.8891810868209041,0.8839218106484794,0.8625093504505891,1.0518465726367494,-0.1626654858158452,-0.3425292943623887,-0.4917160044594754,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-12,82.88999938964844,83.0,79.9020004272461,80.4000015258789,80.4000015258789,607500,NCNO,0.8891790610322134,0.8924129183866412,0.8692785828760521,1.0451976788667212,-0.1560186178345077,-0.3132643222263704,-0.4692740588543376,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-13,80.31999969482422,82.05999755859375,77.27999877929688,78.19000244140625,78.19000244140625,915200,NCNO,0.9400178757518158,0.8988361246306784,0.8989640455402341,1.0383629693531184,-0.0983450936013026,-0.3262524476556681,-0.4721566666019481,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-14,78.86000061035156,80.61000061035156,76.11000061035156,76.48999786376953,76.48999786376953,543400,NCNO,0.9581645046723436,0.9156752892093188,0.930317762445843,1.0653468080457866,-0.107182303373443,-0.3208301209717316,-0.454429924698877,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-15,76.30000305175781,80.43000030517578,75.8010025024414,77.4800033569336,77.4800033569336,458800,NCNO,0.9296592108736788,0.9131388349852037,0.8979090950000389,1.0811920070010823,-0.1515327961274037,-0.3092547955602067,-0.4813590643891839,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-16,78.27999877929688,79.22000122070312,76.93000030517578,77.08000183105469,77.08000183105469,207800,NCNO,0.9482355293411976,0.9373378085584224,0.8959522044376786,1.0838882900645634,-0.1356527607233658,-0.2887178174930161,-0.4867748314253945,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-19,79.0,82.0,78.8499984741211,79.88999938964844,79.88999938964844,533200,NCNO,0.9193891289196744,0.9514332546869352,0.8511703657468164,1.085679938850043,-0.1662908099303689,-0.2874323948919027,-0.5514517838991253,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-20,80.98999786376953,85.22000122070312,80.61000061035156,81.5,81.5,785600,NCNO,0.9424539577741564,0.9128834543052626,0.802331280854582,1.0883390164590112,-0.1458850586848548,-0.315796465124498,-0.5781378489091892,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-21,81.72000122070312,82.08000183105469,79.52999877929688,81.86000061035156,81.86000061035156,359900,NCNO,0.9478377200021548,0.899584642567622,0.7645980904704893,1.0914123806642604,-0.1435746606621055,-0.3198325312900355,-0.6271327874516727,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-22,82.2300033569336,82.69999694824219,75.43000030517578,76.56999969482422,76.56999969482422,1081000,NCNO,1.0374820785950196,0.9387488251260464,0.7731487658206312,1.094738791139384,-0.0572567125443643,-0.2651261827483063,-0.5909459834092384,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-23,77.0199966430664,77.69999694824219,72.81999969482422,73.16000366210938,73.16000366210938,894300,NCNO,1.0490704778320006,0.9800436489777904,0.7953799304803264,1.1082827557993673,-0.0592122779673667,-0.2051531991294704,-0.5611947409087206,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-26,73.22000122070312,75.63999938964844,70.30000305175781,71.88999938964844,71.88999938964844,923900,NCNO,1.1090555575719483,0.9995827127618366,0.7855056572560541,1.131753622338089,-0.0226980647661407,-0.2301344919200074,-0.6079147089971595,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-10-27,72.9000015258789,74.1500015258789,72.20999908447266,73.45999908447266,73.45999908447266,584400,NCNO,1.1133950712615162,0.9831200942114954,0.7698066967307328,1.148785200454681,-0.0353901291931648,-0.2677704821639951,-0.6593027859169712,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
