Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-07-28,72.05000305175781,73.72000122070312,71.5999984741211,72.12999725341797,72.12999725341797,252900,NCNO,1.15596839634521,0.99902953420921,1.0504644326667565,1.059971727560168,0.0959966687850422,-0.0533098765079113,-0.316960204230017,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-07-29,72.52999877929688,74.0,71.5,72.51000213623047,72.51000213623047,178400,NCNO,1.220245493727872,0.9725554346361034,1.053647762722996,1.0491737417135036,0.1710717520143683,-0.0515061323320171,-0.3014603399204236,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-07-30,72.45999908447266,77.7699966430664,71.62000274658203,76.66999816894531,76.66999816894531,264600,NCNO,1.212338583123783,0.9025694352536348,1.0329985501463288,1.0469317050835845,0.1654068780401985,-0.1470663005432407,-0.3489613590525553,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-07-31,76.51000213623047,79.97000122070312,76.11000061035156,79.0999984741211,79.0999984741211,211900,NCNO,1.239443777582408,0.9173198351240548,0.9987357967629568,1.0584584032817186,0.1809853743006895,-0.1593388111546052,-0.3884577389582634,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-03,80.0,80.9000015258789,75.29000091552734,77.27999877929688,77.27999877929688,233500,NCNO,1.2626812030591816,0.9782608652728674,1.0177277790919046,1.0645312650354448,0.1981499380237368,-0.093944002628774,-0.3582590418530089,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-04,77.25,78.9000015258789,75.51000213623047,76.0,76.0,246800,NCNO,1.144736842105263,1.0219736601177014,1.0351315548545437,1.02982774469698,0.1149090974082831,-0.0712696373978911,-0.337415693266563,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-05,75.66000366210938,78.45999908447266,74.5,77.18000030517578,77.18000030517578,289000,NCNO,1.0269500106611842,0.9944286045157356,1.0374449258644876,1.0154342721529666,0.0115157385082176,-0.0837643206870399,-0.327283893034934,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-06,77.62000274658203,78.0,75.19999694824219,75.33000183105469,75.33000183105469,185000,NCNO,1.0285411054509304,0.969069404295512,1.1141643205240936,0.9945470827091798,0.0339940227417505,-0.1454898084622796,-0.2492745393657747,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-07,75.55999755859375,76.27999877929688,71.25,75.37000274658203,75.37000274658203,345600,NCNO,1.0490911080457666,0.9421520438972084,1.0448453911403266,1.000982312548244,0.0481087954975225,-0.1695717562769378,-0.3025584880474996,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-10,77.9800033569336,78.9000015258789,71.58000183105469,76.79000091552734,76.79000091552734,348600,NCNO,1.096496886891123,0.9309805575131056,1.0264357176076866,0.9799638681285404,0.1165330187625823,-0.1717499264398783,-0.2946274012542551,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-11,76.94000244140625,80.48999786376953,74.41999816894531,78.87999725341797,78.87999725341797,376900,NCNO,0.9849138583487952,0.9317951642907184,1.03144020592402,0.9825449744444564,0.0023688839043387,-0.1568984909277463,-0.3106079602840774,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-12,77.69999694824219,82.48999786376953,75.80999755859375,82.38999938964844,82.38999938964844,251600,NCNO,0.9293603624476364,0.8895497203357859,0.9581260228935546,0.9960166142981388,-0.0666562518505025,-0.2157639794158784,-0.3720432245814122,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-13,81.01000213623047,88.6500015258789,79.41000366210938,84.5999984741211,84.5999984741211,435300,NCNO,0.9124113928325714,0.8514184406437153,0.9016548481691844,1.000064240707307,-0.0876528478747356,-0.2774356072456012,-0.4319987076812541,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-14,84.41999816894531,84.57499694824219,80.18000030517578,80.25,80.25,139700,NCNO,0.9430529633043712,0.9107787705656152,0.9477881315712616,1.005359460743004,-0.0623064974386327,-0.2177835417658569,-0.414360828330144,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-17,80.01000213623047,87.11499786376953,80.0,84.5,84.5,204200,NCNO,0.8788165933281712,0.8692307331152922,0.8365680762296598,0.999910744389532,-0.1210941510613609,-0.2472145716070299,-0.493455756151319,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-18,85.19999694824219,85.68000030517578,79.3499984741211,81.98999786376953,81.98999786376953,188100,NCNO,0.921453897063004,0.9368215582371082,0.8340041350779731,0.9949555639278014,-0.0735016668647974,-0.1953711944106246,-0.4990454150543494,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-19,81.5999984741211,82.94000244140625,77.76000213623047,78.25,78.25,142100,NCNO,1.0231309592152555,0.991565448407548,0.90888182423747,0.9768858377185572,0.0462451214966982,-0.142816534651418,-0.4682524923009484,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-20,77.79000091552734,83.95999908447266,77.79000091552734,82.76000213623047,82.76000213623047,131800,NCNO,0.970879608507715,0.9598840066562686,0.8483566610945784,0.9875636487882484,-0.0166840402805333,-0.1989892825184689,-0.5233277797755332,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-21,82.87000274658203,84.80000305175781,80.26000213623047,82.5999984741211,82.5999984741211,178800,NCNO,0.9950363675509836,0.9291767726127268,0.8222760220779534,0.9669804572148069,0.0280559103361767,-0.2534195700585934,-0.5392414373754771,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-24,83.91999816894531,85.93000030517578,81.63999938964844,84.80000305175781,84.80000305175781,151400,NCNO,0.929245285565168,0.940212269901338,0.7542452450789957,0.9519424952921356,-0.0226972097269675,-0.2184058625159384,-0.558384259293749,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-25,85.0,89.37999725341797,83.18000030517578,89.2300033569336,89.2300033569336,191000,NCNO,0.8942059611536177,0.9166199466378466,0.6907990257837272,0.9667641278619096,-0.0725581667082919,-0.2459012518188112,-0.6483369060458964,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-26,90.13999938964844,101.5,86.0,86.70999908447266,86.70999908447266,909800,NCNO,0.9471802343511404,0.9397993163900532,0.7225233789340193,0.9868389913626016,-0.0396587570114611,-0.2119668104841182,-0.6357216787844266,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-27,85.83000183105469,87.93000030517578,82.0,83.37999725341797,83.37999725341797,351100,NCNO,0.959582690954702,0.9953226264992177,0.8434876966630228,0.97477619582067,-0.0151935048659679,-0.1579144752193464,-0.5251364707948597,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-28,84.0,88.91999816894531,83.51000213623047,88.4800033569336,88.4800033569336,310000,NCNO,0.9005424647616922,0.9133136809749138,0.7567811544304767,0.9723584880428094,-0.0718160232811172,-0.2317552329499255,-0.6149333379813019,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-08-31,88.93000030517578,92.9499969482422,88.19999694824219,92.9499969482422,92.9499969482422,264600,NCNO,0.8494889906068565,0.8980097252416493,0.7700914919977128,0.9888494144827736,-0.1393604238759171,-0.2669245231024363,-0.6263397373443177,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-01,94.0,101.83000183105467,93.61000061035156,98.04000091552734,98.04000091552734,463400,NCNO,0.7875356830218503,0.853223181810789,0.7111383167037592,0.986478520747318,-0.1989428377254678,-0.3231944826564835,-0.6811358195601916,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
2020-09-02,101.19000244140624,103.9499969482422,93.01000213623048,97.58000183105467,97.58000183105467,417700,NCNO,0.7751588232249462,0.8978274130598533,0.7249436004955745,0.9904882601530864,-0.2153294369281401,-0.2582418336821858,-0.6576207721847991,26093000.0,288564000.0,78522000.0,167273000.0,4356000.0,7000000.0,59125000.0,250151000.0,41000.0,3608000.0,-120924000.0,1947000.0,55840000.0,-408000.0,9464000.0,91184000.0,76575000.0,,-408000.0,13477000.0,145277000.0,85340000.0,44506000.0,4666000.0,25420000.0,-58027000.0,-37000.0,84091000.0,-6214000.0,81042000.0,-27594000.0,16837000.0,-229000.0,-8998000.0,3914000.0,-14156000.0,3049000.0,5694000.0,-5760000.0
