Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Short Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments
2019-02-14,14.039999961853027,14.0600004196167,13.949999809265137,14.0,13.812599182128906,46600,NFE,0.8021428433340975,0.9264285161935324,1.0557142028617277,1.0248943927666594,-0.2227515494325619,-0.118605404658906,0.0103284293187793,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-02-15,14.020000457763672,14.079999923706056,13.989999771118164,14.010000228881836,13.822464942932127,164300,NFE,0.7773019762444974,0.9179157031869604,1.0742327205815136,1.0068242604495434,-0.229522284205046,-0.1107573021517681,0.0306409498882203,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-02-19,14.020000457763672,14.079999923706056,14.0,14.0,13.812599182128906,106000,NFE,0.7757141890529676,0.955714271905526,1.0828571152396234,1.018602516828689,-0.2428883277757213,-0.0562424971140711,0.047916098483981,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-02-20,14.0,14.06999969482422,13.899999618530272,14.06999969482422,13.88166046142578,291800,NFE,0.7221038973958188,0.9395879053386734,1.0980811592434616,0.9918611625488268,-0.2697572651530079,-0.0738476270446401,0.0579079285808401,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-02-21,14.09000015258789,14.100000381469728,13.949999809265137,14.020000457763672,13.832331657409668,91000,NFE,0.702567681709314,0.9208272802228809,1.1447931368534645,0.9945712384616436,-0.2920035567523297,-0.087017066524016,0.0879650080168046,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-02-22,14.050000190734863,14.050000190734863,14.0,14.0,13.812599182128906,81900,NFE,0.6949999861912404,0.8750000690437987,1.145000055235039,0.9944907779035737,-0.2994907917123331,-0.1164579464728383,0.0965662606083561,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-02-25,14.050000190734863,14.649999618530272,13.899999618530272,14.0,13.812599182128906,403900,NFE,0.6792856866681949,0.8407142995230454,1.0871428019078182,0.9897222410498856,-0.3104365543816907,-0.1520356967048259,0.0492571368654661,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-02-26,14.039999961853027,14.84000015258789,14.020999908447266,14.619999885559082,14.42430019378662,252000,NFE,0.6778385418818875,0.744185957332161,1.0663474154502737,1.0000281637041897,-0.3221896218223019,-0.2410064280655933,0.0135040274469433,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-02-27,14.59000015258789,15.829999923706056,14.28499984741211,15.640000343322754,15.430646896362305,244600,NFE,0.7468031000346967,0.6457800351862023,1.0172634390439776,1.0030742544286035,-0.2562711543939068,-0.3395763292717788,-0.0464434185456277,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-02-28,15.600000381469728,16.0,15.0,15.420000076293944,15.213590621948242,203900,NFE,0.7217899069280591,0.6731517721932078,1.0285344601377355,1.0182043788806252,-0.2964144719525661,-0.3382400028609605,-0.0382862543081101,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-03-01,15.56999969482422,16.049999237060547,15.350000381469728,15.90999984741211,15.697032928466797,110900,NFE,0.717158969039946,0.6599623245667009,1.012570770541957,1.0101864486721943,-0.2930274796322483,-0.3512848466871926,-0.0461038935051287,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-03-04,15.949999809265137,16.106000900268555,14.15999984741211,14.75,14.55255889892578,408300,NFE,0.8311864689349509,0.7111865134974596,1.0589830678194203,1.0217972965916944,-0.1906108276567435,-0.3114459366467311,-0.0086580965024842,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-03-05,14.75,14.75,14.40999984741211,14.649999618530272,14.453898429870604,200200,NFE,0.8313993042100589,0.6996587030716724,1.0696245205945023,1.025853178306934,-0.1944538740968751,-0.3329883468866176,-0.0109010571008139,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-03-06,14.649999618530272,14.704999923706056,14.196999549865724,14.510000228881836,14.31577205657959,231100,NFE,0.8718124996877326,0.6891798276950338,1.0971743384511872,1.0439701731821824,-0.1721576734944498,-0.3590782343777892,0.0041666558444728,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-03-07,14.5,14.699999809265137,14.31999969482422,14.529999732971191,14.335504531860352,149300,NFE,0.8499656662719053,0.6641430944102349,1.111493410066322,1.051615733678982,-0.2016500674070767,-0.3893033471582554,0.011506821294575,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-03-08,14.65999984741211,14.699999809265137,14.270000457763672,14.279999732971191,14.08885097503662,123500,NFE,0.8354342391315754,0.6785713971439289,1.146358572474769,1.0447938742436944,-0.2093596351121189,-0.376407593161622,0.0426994583835478,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-03-11,14.350000381469728,14.387999534606934,12.5,12.760000228881836,12.589198112487791,551500,NFE,0.9247648482496916,0.7852664371389737,1.391065691740859,1.0378598344851322,-0.1130949862354405,-0.2610394723928493,0.3007776850903312,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-03-12,12.81999969482422,13.010000228881836,12.0600004196167,12.470000267028809,12.303078651428224,268000,NFE,0.9149960161116676,0.816359297350464,1.4667204828136244,1.0369816348467653,-0.1219856187350977,-0.2221493131698014,0.381783132291746,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-03-13,12.510000228881836,12.510000228881836,11.75,11.989999771118164,11.82950496673584,297800,NFE,0.9149290135910324,0.8523769694541377,1.5754794671293082,1.0381516152855237,-0.1232226016944912,-0.1806736923205636,0.4984842825183282,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-03-14,11.949999809265137,11.949999809265137,10.399999618530272,11.06999969482422,10.921818733215332,686900,NFE,0.9719963322833892,0.9340561074021708,1.7073170177981702,1.0368706366121625,-0.0648743043287732,-0.1097290911652543,0.6334986727750254,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-03-15,11.010000228881836,11.119999885559082,9.93000030517578,10.279999732971191,10.142394065856934,423500,NFE,1.079766651299272,0.9854085600368816,1.848248873937936,1.033509193192778,0.046257458106494,-0.0596911603809038,0.7773367355668641,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-03-18,10.279999732971191,11.550000190734863,10.279999732971191,11.25,11.099410057067873,714400,NFE,0.9822222222222222,0.8942221878537534,1.630222256590691,1.0209918251991643,-0.0387696029769421,-0.1540993479625371,0.57507553857853,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
2019-03-19,11.199999809265137,11.545000076293944,11.010000228881836,11.229999542236328,11.07967758178711,532300,NFE,0.959038324018384,0.9394479235633616,1.640249119374922,1.0253191175225085,-0.0662807935041243,-0.1062973872460265,0.5750486630417089,64928000.0,,416755000.0,268307000.0,14340000.0,,22671000.0,699402000.0,426741000.0,10818000.0,-158423000.0,11263000.0,-11000.0,128298000.0,78301000.0,404755000.0,185000.0,-11000.0,348740000.0,153780000.0,3656000.0,203379000.0,30363000.0,737000.0,32129000.0,43177000.0,272192000.0,,12232000.0,-184455000.0,204080000.0,260204000.0,-24293000.0,70150000.0,-78076000.0,-17478000.0,-6413000.0,-93227000.0,4034000.0,724000.0,-33742000.0,-4807000.0,-9516000.0,-14026000.0,3176000.0,-181151000.0,
