,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,-241000.0,9020000.0,13673000.0,-11690000.0
Total Cashflows From Investing Activities,-10493000.0,-4014000.0,-4855000.0,-10020000.0
Net Borrowings,-23107000.0,-10579000.0,-36687000.0,-20948000.0
Total Cash From Financing Activities,-34125000.0,-24442000.0,-38596000.0,-29460000.0
Change To Operating Activities,11044000.0,-11907000.0,-23903000.0,-13910000.0
Issuance Of Stock,85000.0,125000.0,328000.0,1311000.0
Net Income,24491000.0,19382000.0,17717000.0,15358000.0
Change In Cash,6570000.0,4825000.0,13983000.0,3247000.0
Repurchase Of Stock,-5352000.0,-68000.0,-191000.0,-3040000.0
Effect Of Exchange Rate,1079000.0,-2331000.0,5379000.0,2397000.0
Total Cash From Operating Activities,50109000.0,35612000.0,52055000.0,40330000.0
Depreciation,22691000.0,21992000.0,21611000.0,20787000.0
Other Cashflows From Investing Activities,-834000.0,3758000.0,6621000.0,6621000.0
Dividends Paid,-8090000.0,-8104000.0,-8100000.0,-8097000.0
Change To Inventory,11000.0,78000.0,13763000.0,20935000.0
Change To Account Receivables,-5070000.0,-7590000.0,4220000.0,13735000.0
Other Cashflows From Financing Activities,2339000.0,-5816000.0,6054000.0,1314000.0
Change To Netincome,4132000.0,4637000.0,4974000.0,2064000.0
Capital Expenditures,-9712000.0,-7855000.0,-10528000.0,-10370000.0
