,Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
0,Intangible Assets,54924000.0,60785000.0,50010000.0,50872000.0
1,Capital Surplus,4633771000.0,4495314000.0,3950055000.0,3599475000.0
2,Total Liab,3318540000.0,3103185000.0,2948833000.0,2719624000.0
3,Total Stockholder Equity,3974300000.0,3986675000.0,3521750000.0,3208093000.0
4,Minority Interest,4000.0,7000.0,355000.0,317000.0
5,Deferred Long Term Liab,1917000.0,2783000.0,4081000.0,5380000.0
6,Total Assets,7637844000.0,7434867000.0,7103438000.0,6560534000.0
7,Common Stock,1753000.0,1718000.0,1616000.0,1537000.0
8,Other Current Assets,5671000.0,9953000.0,21917000.0,29373000.0
9,Retained Earnings,-644779000.0,-499229000.0,-424225000.0,-379181000.0
10,Other Liab,69337000.0,96578000.0,77919000.0,119106000.0
11,Treasury Stock,-16445000.0,-11128000.0,-5696000.0,-13738000.0
12,Other Assets,32380000.0,39960000.0,34545000.0,35404000.0
13,Cash,267236000.0,1112000.0,114267000.0,1364000.0
14,Total Current Liabilities,20762000.0,18250000.0,19519000.0,20311000.0
15,Other Stockholder Equity,-16445000.0,-11128000.0,-5696000.0,-13738000.0
16,Property Plant Equipment,7215343000.0,7287082000.0,6845446000.0,6403638000.0
17,Total Current Assets,335197000.0,47040000.0,173437000.0,70620000.0
18,Net Tangible Assets,3919376000.0,3925890000.0,3471740000.0,3157221000.0
19,Net Receivables,62290000.0,35975000.0,37253000.0,39883000.0
20,Long Term Debt,3220922000.0,2988357000.0,2851395000.0,2580207000.0
0,Change To Liabilities,0.0,0.0,0.0,0.0
1,Total Cashflows From Investing Activities,-142816000.0,-619408000.0,-609371000.0,-625557000.0
2,Net Borrowings,233450000.0,133033000.0,271875000.0,268362000.0
3,Total Cash From Financing Activities,-41254000.0,4526000.0,250365000.0,-89176000.0
4,Change To Operating Activities,3631000.0,-2334000.0,-923000.0,3285000.0
5,Issuance Of Stock,126488000.0,542280000.0,345324000.0,256764000.0
6,Net Income,228799000.0,299180000.0,292447000.0,264973000.0
7,Change In Cash,266124000.0,-113155000.0,112903000.0,-293176000.0
8,Total Cash From Operating Activities,450194000.0,501727000.0,471909000.0,421557000.0
9,Depreciation,195736000.0,188103000.0,171776000.0,170365000.0
10,Other Cashflows From Investing Activities,-500000.0,1016000.0,-876000.0,-2159000.0
11,Dividends Paid,-374349000.0,-351632000.0,-321104000.0,-315045000.0
12,Change To Account Receivables,-27491000.0,-1410000.0,-950000.0,-1927000.0
13,Other Cashflows From Financing Activities,-26843000.0,-18454000.0,-29343000.0,-11757000.0
14,Change To Netincome,41474000.0,12718000.0,1685000.0,-20429000.0
