Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome
2017-09-29,41.72999954223633,41.869998931884766,41.47999954223633,41.65999984741211,34.553916931152344,914000,NNN,0.975934362408372,1.010910674222922,0.9611764142201092,1.0206479989635429,-0.0447136365551709,-0.0793497144995241,-0.1281167847710936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,41.75,42.02000045776367,41.630001068115234,41.84999847412109,34.71151351928711,1012500,NNN,0.9729544152014168,1.0007598290659343,0.9301393551123892,1.012478214064533,-0.0395237988631161,-0.0879477266954653,-0.1589915233645445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,41.810001373291016,42.02999877929688,41.720001220703125,41.970001220703125,34.81103515625,590500,NNN,0.991630160920427,1.0068194589581023,0.9316283243095396,1.0113391723313174,-0.0197090114108904,-0.0831439160467997,-0.1501723179110325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,41.97999954223633,41.9900016784668,41.52000045776367,41.90999984741211,34.761268615722656,723400,NNN,0.9853239378442128,0.9911184227131692,0.9451802137249904,1.0126829906128405,-0.0273590527686277,-0.0973652643083972,-0.1447791528716736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,42.02999877929688,42.31999969482422,41.900001525878906,42.20000076293945,35.001800537109375,765200,NNN,0.9845471293591028,0.9680021125796576,0.948634583007466,1.0121464877707815,-0.0275993584116787,-0.114798363103455,-0.1492871657637932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,41.77000045776367,41.84999847412109,41.310001373291016,41.70000076293945,34.58708572387695,924200,NNN,1.0094560405400057,0.9805799115167132,0.953869376363009,1.0081446760609294,0.0013113644790763,-0.1143633113103229,-0.1467036900727546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,41.7400016784668,41.90999984741211,41.65999984741211,41.90999984741211,34.761268615722656,367800,NNN,1.0068122124678105,0.964559946394266,0.928319450141773,1.0143616235707735,-0.007549411102963,-0.1391554785583866,-0.1701626960349239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,42.04999923706055,42.209999084472656,41.65999984741211,41.900001525878906,34.75297164916992,607400,NNN,1.0135730141423709,0.9650317119676745,0.9168088411743082,1.008797349947511,0.0047756641948599,-0.1278189641762711,-0.1724884715196474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,41.90999984741211,42.380001068115234,41.90999984741211,42.18000030517578,34.98522186279297,896300,NNN,1.011642576309272,0.9742185453845236,0.9027104078151024,1.0091988628593096,0.0024437134499624,-0.1270136623581828,-0.1853866423778912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,42.13999938964844,42.34000015258789,41.88999938964844,42.220001220703125,35.018394470214844,546400,NNN,1.019791365055379,0.951246108056962,0.9110728461931128,1.0112728774332036,0.0085184876221753,-0.1474388177663906,-0.1649622547720166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
