,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,54924000.0,60785000.0,50010000.0,50872000.0
Capital Surplus,4633771000.0,4495314000.0,3950055000.0,3599475000.0
Total Liab,3318540000.0,3103185000.0,2948833000.0,2719624000.0
Total Stockholder Equity,3974300000.0,3986675000.0,3521750000.0,3208093000.0
Minority Interest,4000.0,7000.0,355000.0,317000.0
Deferred Long Term Liab,1917000.0,2783000.0,4081000.0,5380000.0
Total Assets,7637844000.0,7434867000.0,7103438000.0,6560534000.0
Common Stock,1753000.0,1718000.0,1616000.0,1537000.0
Other Current Assets,5671000.0,9953000.0,21917000.0,29373000.0
Retained Earnings,-644779000.0,-499229000.0,-424225000.0,-379181000.0
Other Liab,69337000.0,96578000.0,77919000.0,119106000.0
Treasury Stock,-16445000.0,-11128000.0,-5696000.0,-13738000.0
Other Assets,32380000.0,39960000.0,34545000.0,35404000.0
Cash,267236000.0,1112000.0,114267000.0,1364000.0
Total Current Liabilities,20762000.0,18250000.0,19519000.0,20311000.0
Other Stockholder Equity,-16445000.0,-11128000.0,-5696000.0,-13738000.0
Property Plant Equipment,7215343000.0,7287082000.0,6845446000.0,6403638000.0
Total Current Assets,335197000.0,47040000.0,173437000.0,70620000.0
Net Tangible Assets,3919376000.0,3925890000.0,3471740000.0,3157221000.0
Net Receivables,62290000.0,35975000.0,37253000.0,39883000.0
Long Term Debt,3220922000.0,2988357000.0,2851395000.0,2580207000.0
