Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome
2017-09-29,852.8499755859375,857.7100219726562,850.25,857.0,853.2487182617188,41300,WTM,1.037514663302533,0.9948774741987036,1.0039286455926184,1.0206479989635429,0.01686666433899,-0.0953829145237423,-0.0853645533985845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,857.0499877929688,865.0,852.969970703125,865.0,861.2137451171875,20600,WTM,1.0357226434406044,0.986265891601535,0.9941691519976504,1.012478214064533,0.0232444293760714,-0.1024416641598646,-0.0949617264792833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,865.969970703125,872.97998046875,862.510009765625,867.260009765625,863.4638671875,23300,WTM,1.0245139744194385,0.9736987198409386,0.9882304308930124,1.0113391723313174,0.013174802088121,-0.1162646551639634,-0.0935702113275597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,865.4000244140625,872.1900024414062,861.3400268554688,861.3400268554688,857.5697631835938,18700,WTM,1.0295585406930454,0.9763856219844768,0.99618495471631,1.0126829906128405,0.0168755500802049,-0.1120980650370896,-0.093774411880354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,860.4000244140625,869.1699829101562,860.4000244140625,868.0399780273438,864.2404174804688,13100,WTM,1.016047568754032,0.968411581730282,0.9933404026846584,1.0121464877707815,0.0039010809832504,-0.1143888939528307,-0.1045813460866007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,865.9000244140625,867.0,862.4299926757812,866.8599853515625,863.0655517578125,10900,WTM,1.013139383100953,0.9670073815106236,0.9980536709327684,1.0081446760609294,0.0049947070400235,-0.1279358413164125,-0.1025193955029951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,863.1900024414062,865.0499877929688,843.3499755859375,857.4500122070312,853.69677734375,17300,WTM,1.0339378055344088,0.9732345852224727,1.0050597813621938,1.0143616235707735,0.0195761819636353,-0.1304808397301798,-0.0934223648145031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,859.1799926757812,867.0,854.469970703125,864.0399780273438,860.2579345703125,18000,WTM,1.034558599098398,0.9646196599431296,0.9980432036233228,1.008797349947511,0.0257612491508871,-0.128231016200816,-0.0912541090706328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,862.239990234375,868.0,858.6799926757812,865.0399780273438,861.2535400390625,11700,WTM,1.0263918119893884,0.9778854149643628,0.9999566997652432,1.0091988628593096,0.0171929491300788,-0.1233467927783436,-0.0881403504277504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,858.0700073242188,868.0,858.0700073242188,867.8400268554688,864.0413208007812,18300,WTM,1.015728657453954,0.9717804311574376,0.9956690422381934,1.0112728774332036,0.0044557800207503,-0.126904494665915,-0.080366058726936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,868.3800048828125,874.3400268554688,862.4400024414062,870.5599975585938,866.7493896484375,20400,WTM,1.013795750696685,0.9663550462078884,0.997296564945325,1.0098252549340063,0.0039704957626784,-0.1418944521793866,-0.0795940388982919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,870.9000244140625,871.6799926757812,865.8099975585938,867.47998046875,863.682861328125,11500,WTM,1.0129225091833691,0.9766680941699916,0.9999833929068632,1.0047827275420922,0.0081397816412769,-0.138393670971716,-0.0856106044533432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,866.780029296875,874.489990234375,866.510009765625,873.9500122070312,870.1245727539062,25900,WTM,0.9989129581602176,0.970982359086318,0.9934623871388296,1.016827126331923,-0.0179141681717054,-0.1500134110829982,-0.0934758991759706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,875.0,883.4299926757812,874.989990234375,879.739990234375,875.8892211914062,21900,WTM,0.9900311269887626,0.9658762659515452,0.984784296706284,1.016900814218988,-0.0268696872302253,-0.1507074581457612,-0.0912110477183713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,879.8699951171875,883.989990234375,875.5499877929688,882.97998046875,879.114990234375,9200,WTM,0.9943600894787488,0.9638497662360744,0.9837108131263268,1.0195478153138224,-0.0251877258350736,-0.152701136103127,-0.0941227281914973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,884.5,890.9400024414062,884.5,888.0,884.113037109375,17800,WTM,0.9893018498467552,0.9549549792106596,0.9775520824272428,1.0187296628598663,-0.0294278130131111,-0.1619705465668849,-0.0879219267972213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,889.010009765625,893.7999877929688,885.9099731445312,888.0,884.113037109375,21800,WTM,0.9860923909936882,0.9534009218167816,0.9781159641203347,1.0231439317955078,-0.0370515408018196,-0.1608372311479005,-0.0903411877452537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,888.2000122070312,892.8599853515625,885.5700073242188,890.0,886.104248046875,25400,WTM,0.9853933742078416,0.9481798096312892,0.967649318098473,1.023176662025299,-0.0377832878174577,-0.1526130742151052,-0.1117315021993802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,891.4000244140625,893.3900146484375,886.6500244140625,891.5399780273438,887.6375122070312,12500,WTM,0.9877965101275502,0.9420777741785028,0.9703015591017924,1.028738706809164,-0.0409421966816138,-0.1661360473760628,-0.1235197031835121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,891.989990234375,896.989990234375,890.0,895.6099853515625,891.6898193359375,26500,WTM,0.989269818992452,0.9383101179880468,0.9770712729284876,1.0357335667629224,-0.0464637477704703,-0.1660584126993946,-0.1139507613923735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,893.02001953125,895.3300170898438,886.0900268554688,892.5900268554688,888.6829833984375,17100,WTM,0.996773460661412,0.9373732416256884,0.9826206155939534,1.0327543330408862,-0.0359808723794741,-0.1410457119703523,-0.1135081831411162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,892.1500244140625,892.1500244140625,886.2000122070312,887.1199951171875,883.2368774414062,13400,WTM,1.0043624632047383,0.9142619010648436,0.9903725069109132,1.0448229351223306,-0.0404604719175922,-0.1318490325076351,-0.1200169854839537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,887.030029296875,893.9199829101562,881.0599975585938,889.1500244140625,885.258056640625,23500,WTM,0.9977955839699594,0.9151885526184792,0.996556690164442,1.0378093145840102,-0.0400137306140507,-0.138467815796012,-0.1110232609639814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,891.0,903.260009765625,890.280029296875,895.9000244140625,891.9785766601562,36500,WTM,0.9916173178961772,0.9032256828420786,0.997709416000641,1.0388512590749122,-0.0472339411787349,-0.1513583355097711,-0.1117331902584275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
