,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-12480000.0,-21375000.0,26401000.0,-2155000.0
Total Cashflows From Investing Activities,-266397000.0,-357119000.0,-276050000.0,-361990000.0
Net Borrowings,135433000.0,133620000.0,85605000.0,317292000.0
Total Cash From Financing Activities,-92011000.0,39647000.0,-135187000.0,47189000.0
Change To Operating Activities,-12672000.0,87767000.0,-70399000.0,18200000.0
Issuance Of Stock,25135000.0,19670000.0,14034000.0,15528000.0
Net Income,308276000.0,304881000.0,282019000.0,263111000.0
Change In Cash,213344000.0,98700000.0,-136072000.0,81845000.0
Repurchase Of Stock,-137112000.0,-30015000.0,-154156000.0,-219784000.0
Effect Of Exchange Rate,-12556000.0,-11716000.0,-64346000.0,37568000.0
Total Cash From Operating Activities,584308000.0,427888000.0,339511000.0,359078000.0
Depreciation,150347000.0,114470000.0,88599000.0,83033000.0
Dividends Paid,-74212000.0,-64671000.0,-57102000.0,-46686000.0
Change To Account Receivables,42505000.0,-121983000.0,-76894000.0,-57267000.0
Other Cashflows From Financing Activities,-41255000.0,-18957000.0,-23568000.0,-19161000.0
Change To Netincome,97582000.0,39760000.0,65094000.0,35750000.0
Capital Expenditures,-70170000.0,-74927000.0,-84978000.0,-57231000.0
Investments,,2168000.0,2168000.0,-496000.0
