,2021-04-04,2020-12-31,2020-09-27,2020-06-28
Intangible Assets,27974000000.0,28471000000.0,30927000000.0,33541000000.0
Capital Surplus,89002000000.0,88674000000.0,88161000000.0,87886000000.0
Total Liab,89953000000.0,90756000000.0,113488000000.0,113370000000.0
Total Stockholder Equity,68620000000.0,63238000000.0,65259000000.0,64336000000.0
Minority Interest,245000000.0,235000000.0,236000000.0,228000000.0
Other Current Liab,12591000000.0,12076000000.0,10382000000.0,9939000000.0
Total Assets,158818000000.0,154229000000.0,178983000000.0,177934000000.0
Common Stock,472000000.0,470000000.0,470000000.0,470000000.0
Other Current Assets,4085000000.0,3588000000.0,13917000000.0,13907000000.0
Retained Earnings,95158000000.0,96770000000.0,100284000000.0,100203000000.0
Other Liab,27954000000.0,26589000000.0,29549000000.0,30118000000.0
Good Will,49791000000.0,49577000000.0,59902000000.0,58449000000.0
Treasury Stock,-116012000000.0,-122676000000.0,-123656000000.0,-124223000000.0
Other Assets,7260000000.0,5442000000.0,6873000000.0,6547000000.0
Cash,1768000000.0,1784000000.0,1587000000.0,1801000000.0
Total Current Liabilities,26652000000.0,25920000000.0,34154000000.0,32723000000.0
Deferred Long Term Asset Charges,2537000000.0,900000000.0,2649000000.0,2360000000.0
Short Long Term Debt,3676000000.0,2002000000.0,2149000000.0,1481000000.0
Other Stockholder Equity,-4663000000.0,-11688000000.0,-12676000000.0,-13245000000.0
Property Plant Equipment,14011000000.0,15293000000.0,14403000000.0,14113000000.0
Total Current Assets,39533000000.0,35067000000.0,47739000000.0,46424000000.0
Long Term Investments,20249000000.0,20379000000.0,19139000000.0,18860000000.0
Net Tangible Assets,-9145000000.0,-14810000000.0,-25570000000.0,-27654000000.0
Short Term Investments,11899000000.0,10437000000.0,8912000000.0,9581000000.0
Net Receivables,13283000000.0,11194000000.0,14012000000.0,12554000000.0
Long Term Debt,35347000000.0,37133000000.0,49785000000.0,50529000000.0
Inventory,8493000000.0,8046000000.0,9295000000.0,8564000000.0
Accounts Payable,4064000000.0,4309000000.0,4141000000.0,3872000000.0
