,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,28471000000.0,33936000000.0,35211000000.0,48741000000.0
Capital Surplus,88674000000.0,87428000000.0,86253000000.0,84278000000.0
Total Liab,90756000000.0,104148000000.0,95664000000.0,100141000000.0
Total Stockholder Equity,63238000000.0,63126000000.0,63388000000.0,71287000000.0
Minority Interest,235000000.0,303000000.0,351000000.0,348000000.0
Other Current Liab,12076000000.0,11672000000.0,12212000000.0,10435000000.0
Total Assets,154229000000.0,167594000000.0,159422000000.0,171797000000.0
Common Stock,470000000.0,468000000.0,467000000.0,464000000.0
Other Current Assets,3588000000.0,6528000000.0,12089000000.0,2197000000.0
Retained Earnings,96770000000.0,97670000000.0,89554000000.0,85291000000.0
Other Liab,26589000000.0,29859000000.0,30519000000.0,35999000000.0
Good Will,49577000000.0,48202000000.0,53411000000.0,55952000000.0
Treasury Stock,-122676000000.0,-122440000000.0,-112886000000.0,-98746000000.0
Other Assets,5442000000.0,17982000000.0,4387000000.0,4605000000.0
Cash,1784000000.0,1121000000.0,1139000000.0,1342000000.0
Total Current Liabilities,25920000000.0,37304000000.0,31858000000.0,30427000000.0
Deferred Long Term Asset Charges,900000000.0,700000000.0,800000000.0,700000000.0
Short Long Term Debt,2002000000.0,1462000000.0,4781000000.0,3547000000.0
Other Stockholder Equity,-11688000000.0,-11639000000.0,-11276000000.0,-9321000000.0
Property Plant Equipment,15293000000.0,14258000000.0,13385000000.0,13865000000.0
Total Current Assets,35067000000.0,32803000000.0,49926000000.0,41142000000.0
Long Term Investments,20379000000.0,20413000000.0,3102000000.0,7492000000.0
Net Tangible Assets,-14810000000.0,-19012000000.0,-25234000000.0,-33406000000.0
Short Term Investments,10437000000.0,8525000000.0,17694000000.0,18650000000.0
Net Receivables,11194000000.0,9508000000.0,11399000000.0,11271000000.0
Long Term Debt,37133000000.0,35955000000.0,33287000000.0,33715000000.0
Inventory,8046000000.0,7068000000.0,7508000000.0,7578000000.0
Accounts Payable,4309000000.0,3887000000.0,4674000000.0,4656000000.0
